@relation ClassificationProblem

@attribute leda.features.LabelSimilarity_JaroWinkler numeric
@attribute leda.features.LabelSimilarity_Levenshtein numeric
@attribute leda.features.LabelSimilarity_QGrams numeric
@attribute leda.features.WordNet_Hyponymy numeric
@attribute leda.features.wordnet.WordNet_Similarity_PatwardhanPetersen_1 numeric
@attribute leda.features.wordnet.WordNet_Similarity_JiangConrath numeric
@attribute leda.features.wordnet.WordNet_Similarity_LeacockChodorow numeric
@attribute leda.features.wordnet.WordNet_Similarity_Lesk numeric
@attribute leda.features.wordnet.WordNet_Similarity_Lin numeric
@attribute leda.features.wordnet.WordNet_Similarity_Path numeric
@attribute leda.features.wordnet.WordNet_Similarity_Resnik numeric
@attribute leda.features.wordnet.WordNet_Similarity_WuPalmer numeric
@attribute leda.features.Ontology_Subsumption numeric
@attribute leda.features.Ontology_Similarity numeric
@attribute leda.features.Ontology_ObjectProperties numeric
@attribute leda.features.TaxonomicOverlap_Subclasses numeric
@attribute leda.features.TaxonomicOverlap_Instances numeric
@attribute leda.features.BTaxonomicOverlap_Subclasses numeric
@attribute leda.features.BTaxonomicOverlap_Instances numeric
@attribute leda.features.BOntology_Subsumption numeric
@attribute leda.features.BOntology_Similarity numeric
@attribute leda.features.Document_Similarity numeric
@attribute Name string
@attribute Class {+,-}

@data
0.501082,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballPlayer__Protein,+
0,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0.013575,0,?,0,?,0,?,?,AmericanFootballPlayer__PublicTransitSystem,+
0,20,0,0,?,?,?,?,?,?,?,?,0,0.2,0.010582,0,?,0,?,0,?,?,AmericanFootballPlayer__Race,+
0.490981,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0.023364,0,?,0,?,0,?,?,AmericanFootballPlayer__RadioStation,+
0.358586,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0.013575,0,?,0,?,0,?,?,AmericanFootballPlayer__RailwayLine,+
0.41317,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0.013514,0,?,0,?,0,?,?,AmericanFootballPlayer__RailwayTunnel,+
0,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0.022727,0,?,0,?,0,?,?,AmericanFootballPlayer__RecordLabel,+
0.458874,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballPlayer__Reptile,+
0,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballPlayer__ResearchProject,+
0,18,0,0,?,?,?,?,?,?,?,?,0,?,0.022831,0,?,0,?,0,?,?,AmericanFootballPlayer__Restaurant,+
0,19,0.129032,0,?,?,?,?,?,?,?,?,0,0.2,0.0131,0,?,0,?,0,?,?,AmericanFootballPlayer__River,+
0,20,0,0,?,?,?,?,?,?,?,?,0,0.2,0.013158,0,?,0,?,0,?,?,AmericanFootballPlayer__Road,+
0.424242,20,0,0,?,?,?,?,?,?,?,?,0,0.2,0.013514,0,?,0,?,0,?,?,AmericanFootballPlayer__RoadJunction,+
0,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0.013575,0,?,0,?,0,?,?,AmericanFootballPlayer__RoadTunnel,+
0.308081,20,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballPlayer__Rocket,+
0.464406,20,0,0,?,?,?,?,?,?,?,?,0,0.2,0.013575,0,?,0,?,0,?,?,AmericanFootballPlayer__RouteOfTransportation,+
0.424242,20,0,0,?,?,?,?,?,?,?,?,0,0.2,0.024155,0,?,0,?,0,?,?,AmericanFootballPlayer__RugbyLeague,+
0.378788,15,0.324324,0,?,?,?,?,?,?,?,?,0,0.2,0.027778,0,?,0,?,0,?,?,AmericanFootballPlayer__RugbyPlayer,-
0.415152,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0.033708,0,?,0,?,0,?,?,AmericanFootballPlayer__Saint,-
0,18,0,0,?,?,?,?,?,?,?,?,0,?,0.093333,0,?,0,?,0,?,?,AmericanFootballPlayer__School,+
0.527609,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0.040115,0,?,0,?,0,?,?,AmericanFootballPlayer__Scientist,-
0,18,0.060606,0,?,?,?,?,?,?,?,?,0,0.2,0.028329,0,?,0,?,0,?,?,AmericanFootballPlayer__Senator,-
0.443939,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0.030303,0,?,0,?,0,?,?,AmericanFootballPlayer__Settlement,+
0.431818,21,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballPlayer__Ship,+
0,18,0.052632,0,?,?,?,?,?,?,?,?,0,0.2,0.013699,0,?,0,?,0,?,?,AmericanFootballPlayer__ShoppingMall,+
0.308081,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballPlayer__Single,+
0.580519,20,0,0,?,?,?,?,?,?,?,?,0,0.2,0.014493,0,?,0,?,0,?,?,AmericanFootballPlayer__SkiArea,+
0,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0.027778,0,?,0,?,0,?,?,AmericanFootballPlayer__SnookerChamp,-
0,13,0.307692,0,?,?,?,?,?,?,?,?,0,0.2,0.027778,0,?,0,?,0,?,?,AmericanFootballPlayer__SnookerPlayer,-
0.419344,21,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballPlayer__SnookerWorldRanking,+
0.443939,20,0,0,?,?,?,?,?,?,?,?,0,0.2,0.074074,0,?,0,?,0,?,?,AmericanFootballPlayer__SoccerClub,+
0.421717,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0.024155,0,?,0,?,0,?,?,AmericanFootballPlayer__SoccerLeague,+
0.522533,17,0.102564,0,?,?,?,?,?,?,?,?,0,0.2,0.028329,0,?,0,?,0,?,?,AmericanFootballPlayer__SoccerManager,-
0,15,0.315789,0,?,?,?,?,?,?,?,?,0,0.2,0.027701,0,?,0,?,0,?,?,AmericanFootballPlayer__SoccerPlayer,-
0,15,0.15,0,?,?,?,?,?,?,?,?,0,0.2,0.024155,0,?,0,?,0,?,?,AmericanFootballPlayer__SoftballLeague,+
0,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0.024752,0,?,0,?,0,?,?,AmericanFootballPlayer__Software,+
0,21,0,0,?,?,?,?,?,?,?,?,0,0.2,0.025381,0,?,0,?,0,?,?,AmericanFootballPlayer__Song,+
0.424242,21,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballPlayer__SpaceMission,+
0.481313,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballPlayer__SpaceShuttle,+
0.510101,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballPlayer__SpaceStation,+
0,20,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballPlayer__Spacecraft,+
0.410534,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballPlayer__Species,+
0.489177,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0.024155,0,?,0,?,0,?,?,AmericanFootballPlayer__SpeedwayLeague,+
0.462121,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0.060748,0,?,0,?,0,?,?,AmericanFootballPlayer__SpeedwayTeam,+
0.415152,20,0,0,?,?,?,?,?,?,?,?,0,0.2,0.005348,0,?,0,?,0,?,?,AmericanFootballPlayer__Sport,+
0,20,0,0,?,?,?,?,?,?,?,?,0,?,0,0,?,0,?,0,?,?,AmericanFootballPlayer__SportsEvent,+
0,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0.024155,0,?,0,?,0,?,?,AmericanFootballPlayer__SportsLeague,+
0.367677,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0.060748,0,?,0,?,0,?,?,AmericanFootballPlayer__SportsTeam,+
0,20,0,0,?,?,?,?,?,?,?,?,0,0.2,0.013575,0,?,0,?,0,?,?,AmericanFootballPlayer__Stadium,+
0,20,0,0,?,?,?,?,?,?,?,?,0,0.2,0.013761,0,?,0,?,0,?,?,AmericanFootballPlayer__Station,+
0,20,0,0,?,?,?,?,?,?,?,?,0,0.2,0.014286,0,?,0,?,0,?,?,AmericanFootballPlayer__Stream,+
0,27,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballPlayer__SupremeCourtOfTheUnitedStatesCase,+
0.486334,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0.035897,0,?,0,?,0,?,?,AmericanFootballPlayer__TelevisionEpisode,+
0.461472,20,0,0,?,?,?,?,?,?,?,?,0,0.2,0.060914,0,?,0,?,0,?,?,AmericanFootballPlayer__TelevisionShow,+
0.481411,19,0,0,?,?,?,?,?,?,?,?,0,?,0.023364,0,?,0,?,0,?,?,AmericanFootballPlayer__TelevisionStation,+
0.421717,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0.024155,0,?,0,?,0,?,?,AmericanFootballPlayer__TennisLeague,+
0,14,0.315789,0,?,?,?,?,?,?,?,?,0,0.2,0.027778,0,?,0,?,0,?,?,AmericanFootballPlayer__TennisPlayer,-
0.410534,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0.013636,0,?,0,?,0,?,?,AmericanFootballPlayer__Theatre,+
0,21,0,0,?,?,?,?,?,?,?,?,0,0.2,0.030303,0,?,0,?,0,?,?,AmericanFootballPlayer__Town,+
0.513131,20,0,0,?,?,?,?,?,?,?,?,0,0.2,0.024272,0,?,0,?,0,?,?,AmericanFootballPlayer__TradeUnion,+
0,20,0,0,?,?,?,?,?,?,?,?,0,0.2,0.013575,0,?,0,?,0,?,?,AmericanFootballPlayer__Tunnel,+
0,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0.070423,0,?,0,?,0,?,?,AmericanFootballPlayer__University,+
0.40404,18,0.0625,0,?,?,?,?,?,?,?,?,0,0.2,0.014354,0,?,0,?,0,?,?,AmericanFootballPlayer__Valley,+
0.530303,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballPlayer__Vein,+
0,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0.029557,0,?,0,?,0,?,?,AmericanFootballPlayer__VideoGame,+
0.537608,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0.024155,0,?,0,?,0,?,?,AmericanFootballPlayer__VideogamesLeague,+
0,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0.030303,0,?,0,?,0,?,?,AmericanFootballPlayer__Village,+
0.496212,17,0.095238,0,?,?,?,?,?,?,?,?,0,0.2,0.024155,0,?,0,?,0,?,?,AmericanFootballPlayer__VolleyballLeague,+
0,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0.013514,0,?,0,?,0,?,?,AmericanFootballPlayer__WaterwayTunnel,+
0,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballPlayer__Weapon,+
0.458874,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0.025773,0,?,0,?,0,?,?,AmericanFootballPlayer__Website,+
0.443939,20,0,0,?,?,?,?,?,?,?,?,0,0.2,0.014085,0,?,0,?,0,?,?,AmericanFootballPlayer__WineRegion,+
0,26,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballPlayer__WomensTennisAssociationTournament,+
0.431818,21,0,0,?,?,?,?,?,?,?,?,0,0.2,0.025773,0,?,0,?,0,?,?,AmericanFootballPlayer__Work,+
0.481411,18,0.046512,0,?,?,?,?,?,?,?,?,0,0.2,0.014493,0,?,0,?,0,?,?,AmericanFootballPlayer__WorldHeritageSite,+
0.280303,17,0.117647,0,?,?,?,?,?,?,?,?,0,0.2,0.027701,0,?,0,?,0,?,?,AmericanFootballPlayer__Wrestler,-
0.394805,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballPlayer__WrestlingEvent,+
0.434343,17,0.125,0,?,?,?,?,?,?,?,?,0,0.2,0.026954,0,?,0,?,0,?,?,AmericanFootballPlayer__Writer,-
0.493939,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0.02551,0,?,0,?,0,?,?,AmericanFootballPlayer__WrittenWork,+
0,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballPlayer__YearInSpaceflight,+
1,0,1,0,?,?,?,?,?,?,?,?,1,0.2,0.037037,1,?,1,?,1,0.066667,?,AmericanFootballTeam__AmericanFootballTeam,-
0.681481,15,0.121212,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Amphibian,+
0.644474,17,0.093023,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__AnatomicalStructure,+
0.585,16,0.066667,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Animal,+
0.665,16,0.0625,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Arachnid,+
0.569286,14,0.064516,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Archaea,+
0.64,15,0.060606,0,?,?,?,?,?,?,?,?,0,0.2,0.032258,0,?,0,?,0,?,?,AmericanFootballTeam__Architect,+
0.591061,19,0.043478,0,?,?,?,?,?,?,?,?,0,0.2,0.028169,0,?,0,?,0,?,?,AmericanFootballTeam__ArchitecturalStructure,+
0.495,16,0.066667,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Artery,+
0.595,17,0.066667,0,?,?,?,?,?,?,?,?,0,0.2,0.030435,0,?,0,?,0,?,?,AmericanFootballTeam__Artist,+
0.1,16,0.060606,0,?,?,?,?,?,?,?,?,0,0.2,0.032407,0,?,0,?,0,?,?,AmericanFootballTeam__Astronaut,+
0.515714,16,0.064516,0,?,?,?,?,?,?,?,?,0,0.2,0.060748,0,?,0,?,0,?,?,AmericanFootballTeam__Athlete,+
0.6925,10,0.375,0,?,?,?,?,?,?,?,?,0,0.2,0.045455,0,?,0,?,0,?,?,AmericanFootballTeam__AustralianFootballLeague,+
0.1,16,0.264151,0,?,?,?,?,?,?,?,?,0,0.2,0.060748,0,?,0,?,0,?,?,AmericanFootballTeam__AustralianRulesFootballPlayer,+
0.60375,16,0.05,0,?,?,?,?,?,?,?,?,0,0.2,0.045455,0,?,0,?,0,?,?,AmericanFootballTeam__AutoRacingLeague,+
0.1,15,0.058824,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Automobile,+
0.1,18,0.05,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__AutomobileEngine,+
0.55,18,0.068966,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Award,+
0.491667,17,0.0625,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Bacteria,+
0.572222,15,0,0,?,?,?,?,?,?,?,?,0,0.2,0.060748,0,?,0,?,0,?,?,AmericanFootballTeam__BadmintonPlayer,+
0,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0.043478,0,?,0,?,0,?,?,AmericanFootballTeam__Band,+
0,15,0.105263,0,?,?,?,?,?,?,?,?,0,0.2,0.045455,0,?,0,?,0,?,?,AmericanFootballTeam__BaseballLeague,+
0,16,0.105263,0,?,?,?,?,?,?,?,?,0,0.2,0.060465,0,?,0,?,0,?,?,AmericanFootballTeam__BaseballPlayer,+
0.633796,14,0.15,0,?,?,?,?,?,?,?,?,0,0.2,0.045455,0,?,0,?,0,?,?,AmericanFootballTeam__BasketballLeague,+
0.596759,15,0.15,0,?,?,?,?,?,?,?,?,0,0.2,0.060748,0,?,0,?,0,?,?,AmericanFootballTeam__BasketballPlayer,+
0.508333,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Beverage,+
0.568855,16,0.047619,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__BiologicalDatabase,+
0,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Bird,+
0.427273,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0.029412,0,?,0,?,0,?,?,AmericanFootballTeam__BodyOfWater,+
0.433333,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Bone,+
0,18,0,0,?,?,?,?,?,?,?,?,0,?,0,0,?,0,?,0,?,?,AmericanFootballTeam__Book,+
0.5,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0.060748,0,?,0,?,0,?,?,AmericanFootballTeam__Boxer,+
0,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Brain,+
0.438889,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0.037975,0,?,0,?,0,?,?,AmericanFootballTeam__Bridge,+
0.465079,15,0,0,?,?,?,?,?,?,?,?,0,0.2,0.032864,0,?,0,?,0,?,?,AmericanFootballTeam__BritishRoyalty,+
0.466667,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0.041096,0,?,0,?,0,?,?,AmericanFootballTeam__BroadcastNetwork,+
0.437879,16,0,0,?,?,?,?,?,?,?,?,0,0.2,0.041096,0,?,0,?,0,?,?,AmericanFootballTeam__Broadcaster,+
0.45,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0.039474,0,?,0,?,0,?,?,AmericanFootballTeam__Building,+
0.618765,10,0.347826,0,?,?,?,?,?,?,?,?,0,0.2,0.045455,0,?,0,?,0,?,?,AmericanFootballTeam__CanadianFootballLeague,+
0,16,0,0,?,?,?,?,?,?,?,?,0,?,0.028571,0,?,0,?,0,?,?,AmericanFootballTeam__Canal,+
0.483333,16,0,0,?,?,?,?,?,?,?,?,0,0.2,0.032864,0,?,0,?,0,?,?,AmericanFootballTeam__Cardinal,+
0.433333,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0.029851,0,?,0,?,0,?,?,AmericanFootballTeam__Cave,+
0,16,0,0,?,?,?,?,?,?,?,?,0,0.2,0.032864,0,?,0,?,0,?,?,AmericanFootballTeam__Chancellor,+
0,15,0.05,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__ChemicalCompound,+
0.641444,14,0.04878,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__ChemicalSubstance,+
0.455556,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0.032864,0,?,0,?,0,?,?,AmericanFootballTeam__ChristianBishop,+
0,18,0,0,?,?,?,?,?,?,?,?,0,?,0.02454,0,?,0,?,0,?,?,AmericanFootballTeam__City,+
0.622222,16,0.133333,0,?,?,?,?,?,?,?,?,0,0.2,0.032864,0,?,0,?,0,?,?,AmericanFootballTeam__Cleric,+
0.391667,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__ClubMoss,+
0.397619,16,0,0,?,?,?,?,?,?,?,?,0,0.2,0.036585,0,?,0,?,0,?,?,AmericanFootballTeam__College,+
0.427778,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0.037559,0,?,0,?,0,?,?,AmericanFootballTeam__CollegeCoach,+
0.405556,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Colour,+
0.625,16,0,0,?,?,?,?,?,?,?,?,0,0.2,0.029915,0,?,0,?,0,?,?,AmericanFootballTeam__Comedian,+
0,16,0,0,?,?,?,?,?,?,?,?,0,0.2,0.032407,0,?,0,?,0,?,?,AmericanFootballTeam__ComicsCharacter,+
0.546795,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0.030435,0,?,0,?,0,?,?,AmericanFootballTeam__ComicsCreator,+
0.437879,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0.032864,0,?,0,?,0,?,?,AmericanFootballTeam__Congressman,+
0.415079,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Conifer,+
0.464815,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0.012987,0,?,0,?,0,?,?,AmericanFootballTeam__Continent,+
0.45,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Convention,+
0,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0.010989,0,?,0,?,0,?,?,AmericanFootballTeam__Country,+
0.48663,15,0.054054,0,?,?,?,?,?,?,?,?,0,0.2,0.045455,0,?,0,?,0,?,?,AmericanFootballTeam__CricketLeague,+
0,15,0.060606,0,?,?,?,?,?,?,?,?,0,0.2,0.060748,0,?,0,?,0,?,?,AmericanFootballTeam__Cricketer,+
0.491667,15,0,0,?,?,?,?,?,?,?,?,0,0.2,0.032864,0,?,0,?,0,?,?,AmericanFootballTeam__Criminal,+
0.522222,15,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Crustacean,+
0.4,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Currency,+
0,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Cycad,+
0.295238,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0.060748,0,?,0,?,0,?,?,AmericanFootballTeam__Cyclist,+
0,16,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Database,+
0.55,16,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Device,+
0.415079,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Disease,+
0.433333,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Drug,+
0.471549,20,0,0,?,?,?,?,?,?,?,?,0,0.2,0.039474,0,?,0,?,0,?,?,AmericanFootballTeam__EducationalInstitution,+
0.491667,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Election,+
0.533333,16,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Embryology,+
0.501515,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__EthnicGroup,+
0.464815,16,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Eukaryote,+
0.492125,21,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__EurovisionSongContestEntry,+
0.416667,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Event,+
0.533333,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Fern,+
0.644444,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0.032407,0,?,0,?,0,?,?,AmericanFootballTeam__FictionalCharacter,+
0.444398,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0.045455,0,?,0,?,0,?,?,AmericanFootballTeam__FieldHockeyLeague,+
0,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0.060748,0,?,0,?,0,?,?,AmericanFootballTeam__FigureSkater,+
0,17,0.071429,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Film,+
0.501587,16,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__FilmFestival,+
0,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Fish,+
0,17,0.052632,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__FloweringPlant,+
0,17,0.071429,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Food,+
0,13,0.324324,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__FootballMatch,+
0,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0.059633,0,?,0,?,0,?,?,AmericanFootballTeam__FormulaOneRacer,+
0,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Fungus,+
0.58573,15,0,0,?,?,?,?,?,?,?,?,0,0.2,0.060748,0,?,0,?,0,?,?,AmericanFootballTeam__GaelicGamesPlayer,+
0.533333,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Game,+
0,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Ginkgo,+
0.381481,16,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__GivenName,+
0,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Gnetophytes,+
0.433333,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0.045455,0,?,0,?,0,?,?,AmericanFootballTeam__GolfLeague,+
0,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0.055794,0,?,0,?,0,?,?,AmericanFootballTeam__GolfPlayer,+
0,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0.046154,0,?,0,?,0,?,?,AmericanFootballTeam__GovernmentAgency,+
0.566667,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0.032864,0,?,0,?,0,?,?,AmericanFootballTeam__Governor,+
0.464815,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0.084746,0,?,0,?,0,?,?,AmericanFootballTeam__GrandPrix,+
0.333333,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Grape,+
0,16,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__GreenAlga,+
0.670047,11,0.304348,0,?,?,?,?,?,?,?,?,0,0.2,0.060748,0,?,0,?,0,?,?,AmericanFootballTeam__GridironFootballPlayer,+
0,14,0.105263,0,?,?,?,?,?,?,?,?,0,0.2,0.045455,0,?,0,?,0,?,?,AmericanFootballTeam__HandballLeague,+
0.452976,18,0.05,0,?,?,?,?,?,?,?,?,0,0.2,0.038462,0,?,0,?,0,?,?,AmericanFootballTeam__HistoricBuilding,+
0.48663,16,0.054054,0,?,?,?,?,?,?,?,?,0,0.2,0.038462,0,?,0,?,0,?,?,AmericanFootballTeam__HistoricPlace,+
0.461905,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AmericanFootballTeam__Holiday,+
0.45,16,0,0,?,?,?,?,?,?,?,?,0,?,0.039474,0,?,0,?,0,?,?,AmericanFootballTeam__Hospital,+
0.416667,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0.038961,0,?,0,?,0,?,?,AmericanFootballTeam__Hotel,+
