@relation ClassificationProblem

@attribute leda.features.LabelSimilarity_JaroWinkler numeric
@attribute leda.features.LabelSimilarity_Levenshtein numeric
@attribute leda.features.LabelSimilarity_QGrams numeric
@attribute leda.features.WordNet_Hyponymy numeric
@attribute leda.features.wordnet.WordNet_Similarity_PatwardhanPetersen_1 numeric
@attribute leda.features.wordnet.WordNet_Similarity_JiangConrath numeric
@attribute leda.features.wordnet.WordNet_Similarity_LeacockChodorow numeric
@attribute leda.features.wordnet.WordNet_Similarity_Lesk numeric
@attribute leda.features.wordnet.WordNet_Similarity_Lin numeric
@attribute leda.features.wordnet.WordNet_Similarity_Path numeric
@attribute leda.features.wordnet.WordNet_Similarity_Resnik numeric
@attribute leda.features.wordnet.WordNet_Similarity_WuPalmer numeric
@attribute leda.features.Ontology_Subsumption numeric
@attribute leda.features.Ontology_Similarity numeric
@attribute leda.features.Ontology_ObjectProperties numeric
@attribute leda.features.TaxonomicOverlap_Subclasses numeric
@attribute leda.features.TaxonomicOverlap_Instances numeric
@attribute leda.features.BTaxonomicOverlap_Subclasses numeric
@attribute leda.features.BTaxonomicOverlap_Instances numeric
@attribute leda.features.BOntology_Subsumption numeric
@attribute leda.features.BOntology_Similarity numeric
@attribute leda.features.Document_Similarity numeric
@attribute Name string
@attribute Class {+,-}

@data
0.539683,7,0,1,0.299583,0.159822,1.89712,62,0.485159,0.166667,2.948102,0.615385,0,0.1875,0.111111,0,?,0,?,0,?,?,DayTime__Number,-
0.464286,6,0,1,0.162291,0.069423,0.916291,87,?,0.0625,?,0.210526,0,0.375,0.083333,0,?,0,?,0,?,?,DayTime__Ship,+
0.401786,15,0,1,?,?,?,?,?,?,?,?,0,0.5625,0.037037,0,?,0,?,0,?,?,DayTime__SportsFederation,+
0.634921,11,0.173913,1,?,?,?,?,?,?,?,?,0,0.3125,0.090909,0,?,0,?,0,?,?,DayTime__TimeInterval,-
0.6,4,0,1,0.361539,0.116061,2.590267,83,0.587527,0.333333,6.136444,0.833333,0,0.125,0.1,0,?,0,?,0,?,?,Delta__Beach,-
0.437037,8,0,1,0.133597,0.058203,1.89712,49,0.11985,0.166667,1.169783,0.615385,0,0.125,0.1,0,?,0,?,0,?,?,Delta__Continent,+
0.4975,7,0.117647,1,0.094088,0.054915,1.491655,31,?,0.111111,0.778298,0.375,0,0.4375,0.133333,0,?,0,?,0,?,?,Delta__Division,+
0.55,6,0,1,0.111004,0.062317,1.89712,32,0.127244,0.166667,2.396978,0.615385,0,0.1875,0.1,0,?,0,?,0,?,?,Delta__Facility,-
0.577778,5,0,1,0.257284,0.058499,2.079442,44,0.120387,0.2,1.169783,0.666667,0,0.125,0.1,0,?,0,?,0,?,?,Delta__Island,+
0.447619,7,0,1,0.204905,?,2.079442,21,?,0.2,1.169783,0.666667,0,0.125,0.1,0,?,0,?,0,?,?,Delta__Isthmus,-
0.55,6,0,1,0.129518,0.118736,2.302585,20,0.593039,0.25,6.136444,0.769231,0,0.125,0.1,0,?,0,?,0,?,?,Delta__Mountain,+
0,5,0,1,0.16078,0.088847,2.079442,16,0.521626,0.2,6.136444,0.714286,0,0.125,0.1,0,?,0,?,0,?,?,Delta__Plateau,+
0.483333,4,0,1,0.138113,0.088847,2.079442,25,0.521626,0.2,6.136444,0.714286,0,0.125,0.1,0,?,0,?,0,?,?,Delta__Reef,-
0.533333,7,0,1,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,Delta__WaterBank,-
0.518519,8,0,1,0.25055,0.061094,1.609438,57,0.259233,0.125,2.869944,0.533333,0,0.625,0.105263,0,?,0,?,0,?,?,Desert__Executive,+
0.694444,4,0.125,1,0.303939,0.262506,2.590267,348,0.822393,0.333333,8.819626,0.857143,0,0.125,0.1,0,?,0,?,0,?,?,Desert__Forest,+
0.455556,6,0,1,0.165915,0.065581,1.386294,163,0.133021,0.1,1.169783,0.444444,0,0.4375,0.111111,0,?,0,?,0,?,?,Desert__Movie,+
0.430556,7,0,1,0.166323,0.082685,2.079442,21,0.436141,0.2,4.677327,0.777778,0,0.3125,0.1,0,?,0,?,0,?,?,Desert__OilField,-
0.388889,4,0.125,1,0.043046,0.052699,1.386294,12,0.075812,0.1,0.778298,0.4,0,0.4375,0.086957,0,?,0.000818,?,0,?,?,Desert__Patent,+
0,6,0,1,0.419688,0.057457,1.609438,132,0.118495,0.125,1.169783,0.533333,0,0.1875,0.1,0,?,0,?,0,?,?,Desert__Plain,-
0.511905,7,0.105263,1,0.198198,0.074226,0.980829,213,?,0.066667,?,0.222222,0,0.4375,0.071429,0,?,0,?,0,?,?,Disease__Employee,+
0.335979,8,0,1,0.348149,0.106776,1.203973,238,0.14252,0.083333,0.778298,0.352941,0,0.25,0.090909,0,?,0.007469,0.011236,0,?,?,Disease__Happening,-
0.642857,5,0,1,0.219002,0.081538,1.049822,254,?,0.071429,?,0.235294,0,0.4375,0.071429,0,?,0,?,0,?,?,Disease__Leader,+
0.467787,15,0,1,?,?,?,?,?,?,?,?,1,0.1875,0.111111,0.5,?,0,?,0,?,?,Disease__NaturalPhenomenon,-
0.588624,8,0,1,0.15275,0.062621,0.916291,219,0.083651,0.0625,0.778298,0.272727,0,0.5,0.071429,0,?,0,?,0,?,?,Disease__President,+
0.5,7,0,1,0.186783,0.085799,1.609438,36,0.252961,0.125,2.254436,0.588235,0,0.5,0.071429,0,?,0,?,0,?,?,Division__Accident,+
0.422619,7,0,1,0.125831,0.095454,1.89712,61,0.42628,0.166667,3.891991,0.705882,0,0.125,0.15,0,?,0,?,0,?,?,Division__Charity,-
0.575,6,0.111111,1,0.159711,0.084551,1.89712,125,0.32674,0.166667,2.869944,0.615385,0,0.5,0.133333,0,?,0.982857,1,1,?,?,Division__Desert,+
0.501812,18,0.171429,1,?,?,?,?,?,?,?,?,0,0.125,0.15,0,?,0,?,0,?,?,Division__EducationalOrganization,-
0,8,0,1,0.138404,0.060048,1.491655,125,0.08548,0.111111,0.778298,0.4,0,0.4375,0.133333,0,?,0,?,0,?,?,Division__Gulf,+
0.520833,10,0.214286,1,?,?,?,?,?,?,?,?,0,0.5625,0.096774,0,?,0,?,0,?,?,Division__OfficialPosition,+
0.535256,10,0,1,?,?,?,?,?,?,?,?,0,0.25,0.142857,0,?,0.000816,?,1,?,?,Division__PublicCompany,-
0.447222,9,0,0,?,?,?,?,?,?,?,?,0,?,0.043478,0,?,0,?,0,?,?,Division__Recognized,+
0,12,0.206897,1,?,?,?,?,?,?,?,?,0,0.4375,0.037037,0,?,0,?,0,?,?,Division__SocialAbstraction,+
0,7,0.117647,1,0.281134,0.082775,1.89712,131,?,0.166667,2.869944,0.615385,0,0.3125,0.081633,0,?,0.008163,?,1,?,?,Division__Woman,+
0,11,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.045455,0,?,0,?,0,?,?,Document__AudioRecording,-
0.583333,6,0.1,1,0.353752,0.370749,2.302585,274,0.806828,0.25,5.632839,0.823529,1,0.1875,0.076923,0.083333,?,0,?,0,?,?,Document__Contract,-
0.1,8,0.090909,1,?,?,?,?,?,?,?,?,0,0.125,0.12,0,?,0,?,0,?,?,Document__DataSchema,-
0,8,0,1,0.141964,0.066019,1.89712,103,0.093188,0.166667,1.370741,0.545455,0,0.375,0.086957,0,?,0,?,0,?,?,Document__Galaxy,+
0.438131,10,0,1,0.151596,0.074391,1.609438,80,0.10378,0.125,0.778298,0.461538,0,0.125,0.076923,0,?,0,?,0,?,?,Document__Legislation,-
0.583333,6,0,1,0.236698,0.125178,1.742969,151,0.226523,0.142857,1.169783,0.571429,0,0.25,0.086957,0,?,0,?,0,?,?,Document__Location,+
0.301282,12,0,1,?,?,?,?,?,?,?,?,1,0.1875,0.066667,0.083333,?,0,?,0,?,?,Document__MagazineIssue,-
0.402778,15,0,1,?,?,?,?,?,?,?,?,1,0.1875,0.068966,0.083333,?,0,?,0,?,?,Document__MeetingProceedings,-
0.625,5,0.333333,1,0.334731,0.221151,2.995732,219,0.713584,0.5,5.632839,0.933333,0,0.125,0.076923,0,?,0,?,0,?,?,Document__Patent,-
0.422619,8,0,1,0.158115,0.069236,1.89712,54,0.149056,0.166667,1.370741,0.545455,0,0.375,0.086957,0,?,0,?,0,?,?,Document__Reserve,+
0,15,0,1,?,?,?,?,?,?,?,?,0,0.1875,0.058824,0,?,0,?,0,?,?,Drug__AlcoholicBeverage,-
0,15,0,1,?,?,?,?,?,?,?,?,1,0.1875,0.058824,0.25,?,0,?,0,?,?,Drug__ChemicalCompound,-
0,8,0,1,0.188781,0.110178,1.89712,183,0.292671,0.166667,1.877724,0.615385,0,0.5,0.055556,0,?,0,?,0,?,?,Drug__Employee,+
0,8,0,1,0.094777,0.055656,1.290984,17,?,0.090909,?,0.285714,0,0.5,0.142857,0,?,0,?,0,?,?,Drug__Institute,+
0.483333,4,0,1,0.078554,?,1.203973,25,?,0.083333,1.779597,0.4,0,0.5625,0.1875,0,?,0,?,0,?,?,EMail__Camp,+
0.483333,4,0,1,0.061984,?,1.12393,30,?,0.076923,?,0.25,0,0.5,0.1875,0,?,0,?,0,?,?,EMail__Cape,+
0.561905,6,0,1,0.367828,?,1.386294,41,?,0.1,0.778298,0.4,0,0.5625,0.1,0,?,0,?,0,?,?,EMail__Message,-
0,5,0,1,0.08301,?,1.049822,44,?,0.071429,?,0.235294,0,0.5,0.1875,0,?,0,?,0,?,?,EMail__Planet,+
0.522222,10,0,1,?,?,?,?,?,?,?,?,0,0.5,0.142857,0,?,0,?,0,?,?,EMail__RadioStation,+
0.474638,19,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.133333,0,?,0,?,0,?,?,EducationalOrganization__Building,+
0.680423,9,0.571429,0,?,?,?,?,?,?,?,?,0,0.125,0.142857,0,?,0,?,0,?,?,EducationalOrganization__CommercialOrganization,-
0.47343,20,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.133333,0,?,0,?,0,?,?,EducationalOrganization__Crater,+
0.704134,6,0.730769,0,?,?,?,?,?,?,?,?,0,0.125,0.15,0,?,0,?,0,?,?,EducationalOrganization__InternationalOrganization,-
0.436393,21,0,1,?,?,?,?,?,?,?,?,0,0.5,0.103448,0,?,0,?,0,?,?,EducationalOrganization__Newspaper,+
0.457649,20,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.133333,0,?,0,?,0,?,?,EducationalOrganization__Peninsula,+
0.552657,16,0,0,?,?,?,?,?,?,?,?,0,0.125,0.15,0,?,0,?,0,?,?,EducationalOrganization__PoliticalEntity,-
0.519669,19,0,1,?,?,?,?,?,?,?,?,0,0.5,0.071429,0,?,0,?,0,?,?,EducationalOrganization__Quarter,+
0.673352,9,0.5,0,?,?,?,?,?,?,?,?,0,0.125,0.15,0,?,0,?,0,?,?,EducationalOrganization__ReligiousOrganization,-
0.602899,10,0.510638,0,?,?,?,?,?,?,?,?,0,0.125,0.15,0.2,?,0,?,0,?,?,EducationalOrganization__ResearchOrganization,-
0.543478,20,0.121212,1,?,?,?,?,?,?,?,?,0,0.5,0.037037,0,?,0,?,0,?,?,EducationalOrganization__Season,+
0.667885,10,0.545455,0,?,?,?,?,?,?,?,?,0,0.125,0.15,0,?,0,?,0,?,?,EducationalOrganization__SportOrganization,-
0.431159,22,0,1,?,?,?,?,?,?,?,?,0,0.125,0.15,0,?,0,?,0,?,?,EducationalOrganization__Team,-
0.549242,9,0,1,?,?,?,?,?,?,?,?,0,0.125,0.052632,0,?,0,?,0,?,?,Employee__BoardMember,-
0,8,0,1,0.151578,0.076853,1.386294,106,0.174026,0.1,1.370741,0.47619,0,0.375,0.058824,0,?,0,?,0,?,?,Employee__Brand,+
0,7,0.125,1,0.167501,0.069236,1.609438,97,0.139402,0.125,1.169783,0.533333,0,0.5,0.105263,0,?,0,?,0,?,?,Employee__Cave,+
0.405303,10,0,1,?,?,?,?,?,?,?,?,1,0.1875,0.052632,0.461538,?,0,?,0,?,?,Employee__JobPosition,+
0.430556,7,0,1,0.28134,0.121425,2.302585,289,0.316466,0.25,1.906465,0.769231,0,0.125,0.052632,0.444444,?,0,?,0,?,?,Employee__Leader,-
0.933333,6,0.545455,1,?,?,?,?,?,?,?,?,0,?,0.2,0,?,1,1,1,?,?,EntitySource__Entity,-
0,11,0,1,?,?,?,?,?,?,?,?,0,?,0.04,0,?,0.98366,0.988889,1,?,?,EntitySource__Person,-
0.40873,11,0,0,?,?,?,?,?,?,?,?,1,?,0,0.333333,?,0,?,0,?,?,EntitySource__Trusted,-
0.455556,5,0,1,0.075022,?,1.742969,13,?,0.142857,?,0.4,0,?,0.2,0,?,0,?,0,?,?,Entity__Alias,-
0.513889,5,0,1,?,?,?,?,?,?,?,?,1,?,0.142857,0.003831,?,0,?,0,?,?,Entity__MineSite,-
0,17,0,1,?,?,?,?,?,?,?,?,1,?,0.037037,0.011494,?,0.000817,?,1,?,?,Entity__ResearchOrganization,-
0.540741,7,0,1,0.448314,0.548406,2.995732,233,0.712039,0.5,2.254436,0.909091,1,0.1875,0.076923,0.405405,?,0,?,0,?,?,Event__Happening,-
0.422222,14,0,1,?,?,?,?,?,?,?,?,0,?,0,0,?,0,?,0,?,?,Event__LexicalResource,+
0,12,0,0,?,?,?,?,?,?,?,?,1,0.25,0.076923,0.066667,?,0,?,0,?,?,Event__OlympicGames,-
0.561905,5,0.125,1,0.320631,0.225188,2.079442,83,0.503807,0.2,2.254436,0.714286,1,0.1875,0.076923,0.066667,?,0,?,0,?,?,Event__Project,-
0.374074,6,0.333333,1,0.44316,0.176728,2.302585,206,0.321637,0.25,2.254436,0.769231,0,0.25,0.066667,0,?,0,?,0,?,?,Event__Statement,+
0.588624,7,0.1,1,0.221563,0.073943,1.491655,63,0.168546,0.111111,1.370741,0.555556,0,0.6875,0.038462,0,?,0,?,0,?,?,Executive__Article,+
0.502645,8,0.1,1,0.1371,0.065901,1.049822,84,0.083651,0.071429,0.778298,0.315789,0,0.5,0.071429,0,?,0,?,0,?,?,Executive__Disease,+
0,8,0,1,0.432362,0.084009,1.742969,145,0.371965,0.142857,3.525,0.588235,0,0.625,0.1,0,?,0,?,0,?,?,Executive__Division,+
0.395833,15,0,1,?,?,?,?,?,?,?,?,0,0.75,0.09375,0,?,0,?,0,?,?,Executive__InsuranceCompany,+
0.546296,8,0,1,0.530365,1.257973,2.590267,134,0.954459,0.333333,8.330078,0.923077,0,0.125,0.052632,0,?,0,?,0,?,?,Executive__President,-
0.474074,9,0,1,0.186215,0.119199,2.079442,43,0.602969,0.2,6.370438,0.75,0,0.5,0.066667,0,?,0,?,0,?,?,Executive__Profession,-
0.430556,10,0,1,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,Facility__GlobalRegion,+
0.361111,7,0,1,0.264034,0.083664,1.89712,176,0.163696,0.166667,1.169783,0.615385,0,0.1875,0.1,0,?,0,0,0,?,?,Facility__Island,+
0.416667,7,0,1,0.305758,0.077991,1.742969,112,0.090131,0.142857,1.779597,0.5,0,0.3125,0.133333,0,?,0,?,0,?,?,Facility__Language,+
0.597222,13,0.142857,1,?,?,?,?,?,?,?,?,0,0.375,0.125,0,?,0,?,0,?,?,Facility__MilitaryConflict,+
0,18,0,1,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,Facility__NonGeographicLocation,+
0,8,0,1,0.261434,0.078053,2.302585,112,0.330839,0.25,3.387054,0.769231,0,0.25,0.111111,0,?,0,0,0,?,?,Facility__Order,+
0.45,16,0,1,?,?,?,?,?,?,?,?,0,0.375,0.133333,0,?,0,?,0,?,?,Facility__ResearchOrganization,+
0.422619,7,0,1,0.444381,0.099659,2.590267,41,0.428388,0.333333,3.760034,0.857143,0,0.125,0.111111,0,?,0,?,0,0.1875,?,Festival__DayTime,+
0,10,0,1,?,?,?,?,?,?,?,?,0,0.375,0.142857,0,?,0,?,0,?,?,Festival__LandRegion,+
0.65404,8,0,1,0.069521,0.065477,1.491655,28,0.254403,0.111111,2.605545,0.6,0,0.4375,0.055556,0,?,0,?,0,?,?,Festival__Legislation,+
0.472222,8,0,1,0.115766,0.080812,1.742969,24,0.322715,0.142857,2.948102,0.571429,0,0.4375,0.142857,0,?,0,?,0,?,?,Festival__Mountain,+
0.55,7,0,1,0.21933,0.074812,1.491655,79,0.252235,0.111111,2.254436,0.555556,0,0.4375,0.076923,0,?,0,?,0,?,?,Festival__Movie,+
0.527778,8,0,1,0.20583,0.084493,1.609438,50,0.195294,0.125,1.779597,0.470588,0,0.25,0.083333,0,?,0,?,0,?,?,Festival__Object,-
0.458333,14,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.090909,0,?,0,?,0,?,?,Festival__OperaPerformance,-
0.441667,7,0,1,0.076222,0.051179,1.386294,28,?,0.1,0.778298,0.4,0,0.5,0.142857,0,?,0,?,0,?,?,Festival__Ridge,+
0,7,0,1,0.488966,0.100954,2.590267,46,0.431554,0.333333,3.760034,0.857143,0,0.125,0.111111,0,?,0,?,0,?,?,Festival__Season,+
0,8,0,1,0.328865,0.053499,1.290984,44,?,0.090909,?,0.285714,0,0.4375,0.142857,0,?,0,?,0,?,?,Festival__Valley,+
0.441667,8,0,1,0.101143,?,1.742969,30,?,0.142857,0.615314,0.5,1,0.3125,0.1,0.010101,?,0,?,0,?,?,Fjord__Location,-
0.531746,6,0,1,0.244865,0.119846,1.89712,131,0.407549,0.166667,2.869944,0.615385,0,0.3125,0.083333,0,?,0,?,0,?,?,Forest__Country,+
0.590909,9,0,1,0.065911,0.164698,1.89712,58,0.633712,0.166667,5.25232,0.666667,0,0.4375,0.086957,0,?,0,?,0,?,?,Forest__Legislation,+
0,8,0,1,0.085438,0.075561,1.609438,86,0.302509,0.125,2.869944,0.533333,0,0.5,0.111111,0,?,0,?,0,?,?,Forest__Magazine,+
0.472222,5,0,1,0.121585,0.061218,1.609438,50,0.115844,0.125,1.169783,0.533333,0,0.3125,0.1,0,?,0,?,0,?,?,Forest__Park,-
0.430556,7,0,1,0.059314,0.061278,1.290984,32,0.109077,0.090909,1.169783,0.444444,0,0.375,0.1,0,?,0,?,0,?,?,Forest__Pipeline,+
0.436508,7,0,1,0.067419,?,1.12393,28,?,0.076923,0.778298,0.333333,0,0.5625,0.1875,0,?,0,?,0,?,?,Forest__WebPage,+
0.472222,5,0,1,0.138184,0.047113,1.491655,91,?,0.111111,1.169783,0.470588,0,0.25,0.1,0,?,0,?,0,?,?,Galaxy__Cave,+
0.444444,6,0,1,0.13828,0.043792,1.491655,44,?,0.111111,1.370741,0.526316,0,0.25,0.1,0,?,0,0,0,?,?,Galaxy__Crater,+
0,15,0,1,?,?,?,?,?,?,?,?,0,0.5,0.105263,0,?,0,?,0,?,?,Galaxy__MemberOfParliament,+
0.436508,6,0,1,0.06037,?,1.203973,32,?,0.083333,0.778298,0.352941,0,0.5,0.1875,0,?,0,?,0,?,?,Galaxy__WebPage,+
0,9,0,1,0.181772,0.073835,1.742969,88,0.147298,0.142857,1.169783,0.571429,0,0.125,0.1,0,?,0,?,0,?,?,Gap__Continent,+
0.5,5,0,1,0.116162,0.056977,1.89712,42,0.117622,0.166667,1.370741,0.625,0,0.125,0.1,0,?,0,?,0,?,?,Gap__Crater,-
0.468254,13,0,1,?,?,?,?,?,?,?,?,0,0.3125,0.1,0,?,0,?,0,?,?,Gap__LaunchFacility,+
0,7,0,1,0.195867,0.070546,1.742969,49,0.137159,0.142857,1.169783,0.571429,0,0.125,0.1,0,?,0,?,0,?,?,Gap__Mountain,+
0.555556,3,0,1,0.140595,0.067806,1.609438,141,0.082833,0.125,0.778298,0.461538,0,0.25,0.1,0,?,0,?,0,?,?,Gap__Sea,+
0.5,5,0,1,0.144106,0.072394,1.742969,99,0.144839,0.142857,1.169783,0.571429,0,0.125,0.1,0,?,0,?,0,?,?,Gap__Valley,-
0.481481,8,0,1,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,Gap__WaterBank,+
0.430303,10,0,1,?,?,?,?,?,?,?,?,0,?,0.2,0,?,0,?,0,?,?,GeneralTerm__Alias,-
0.52862,15,0,0,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,GeneralTerm__ContactInformation,+
0.468013,10,0,1,?,?,?,?,?,?,?,?,0,0.5,0.037037,0,?,0,?,0,?,?,GeneralTerm__Institute,+
0.430303,10,0,1,?,?,?,?,?,?,?,?,0,0.375,0.076923,0,?,0,?,0,?,?,GeneralTerm__Movie,-
0,12,0.0625,0,?,?,?,?,?,?,?,?,0,0.125,0.111111,0,?,0,?,0,?,?,GeneralTerm__NaturalPhenomenon,+
0.322511,9,0,1,?,?,?,?,?,?,?,?,0,0.375,0.142857,0,?,0,?,0,?,?,GeneralTerm__Plateau,+
0,11,0,1,?,?,?,?,?,?,?,?,0,0.125,0.090909,0,?,0,?,0,?,?,GeneralTerm__Topic,-
0,9,0,0,?,?,?,?,?,?,?,?,0,0.375,0.142857,0,?,0,?,0,?,?,GeneralTerm__WaterBank,+
0.5,15,0,0,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,GlobalRegion__AstronomicalObject,+
0.462963,11,0,0,?,?,?,?,?,?,?,?,0,0.375,0.142857,0,?,0,?,0,?,?,GlobalRegion__DayOfWeek,+
0.761111,6,0.461538,0,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,GlobalRegion__LandRegion,-
0.496032,15,0.162162,0,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,GlobalRegion__NonGeographicLocation,+
0,11,0,1,?,?,?,?,?,?,?,?,0,0.25,0.111111,0,?,0,?,0,0.25,?,GlobalRegion__Order,+
0.734848,8,0.5,0,?,?,?,?,?,?,?,?,0,0.125,0.136364,0,?,0,?,0,?,?,GovernmentOrganization__CommercialOrganization,-
0.410534,18,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.176471,0,?,0,?,0,?,?,GovernmentOrganization__Country,+
0,19,0,1,?,?,?,?,?,?,?,?,0,0.625,0.09375,0,?,0,?,0,?,?,GovernmentOrganization__Executive,-
0,18,0,0,?,?,?,?,?,?,?,?,0,0.25,0.136364,0,?,0,?,0,?,?,GovernmentOrganization__InsuranceCompany,-
0,20,0,1,?,?,?,?,?,?,?,?,1,0.375,0.1,0.016043,?,0,?,0,?,?,GovernmentOrganization__Object,-
0.446465,17,0,0,?,?,?,?,?,?,?,?,0,0.125,0.142857,0,?,0,?,0,?,?,GovernmentOrganization__PoliticalEntity,-
0.60101,10,0.510638,0,?,?,?,?,?,?,?,?,0,0.125,0.142857,0,?,0,?,0,?,?,GovernmentOrganization__ReligiousOrganization,-
0.655051,9,0.521739,0,?,?,?,?,?,?,?,?,0,0.125,0.142857,0,?,0,?,0,?,?,GovernmentOrganization__ResearchOrganization,-
0.470629,20,0,0,?,?,?,?,?,?,?,?,0,0.125,0.142857,0,?,0,?,0,?,?,GovernmentOrganization__StockExchange,-
0.489899,18,0,0,?,?,?,?,?,?,?,?,0,0.4375,0.125,0,?,0,?,0,?,?,GovernmentOrganization__WaterBank,+
0.561905,11,0,1,?,?,?,?,?,?,?,?,0,0.5625,0.133333,0,?,0,?,0,?,?,Government__AudioRecording,+
0.466667,6,0.090909,1,0.097879,0.087722,1.203973,97,0.120143,0.083333,0.778298,0.352941,0,0.5,0.133333,0,?,0.009136,?,1,?,?,Government__Beverage,+
0.511111,8,0,1,0.245393,0.068548,1.203973,160,?,0.083333,?,0.266667,0,0.5,0.121212,0,?,0.004153,0.033708,1,0.1875,?,Government__County,+
0,8,0,1,0.10321,0.063127,1.203973,67,?,0.083333,?,0.266667,0,0.5,0.125,0,?,0,?,0,?,?,Government__Creek,+
0.455556,10,0,1,?,?,?,?,?,?,?,?,0,0.625,0.117647,0,?,0,?,0,?,?,Government__LocalCapital,+
0.433333,9,0,1,0.085997,0.06556,1.290984,76,?,0.090909,0.778298,0.375,0,0.5625,0.125,0,?,0,?,0,?,?,Government__Ridge,+
0.533333,8,0.105263,1,0.146249,0.092634,1.742969,111,0.325565,0.142857,2.605545,0.666667,0,0.5625,0.034483,0,?,0,0,0,?,?,Government__Sport,+
0.485897,11,0,1,?,?,?,?,?,?,?,?,0,?,0.125,0,?,0,0,0,?,?,Government__SportBuilding,+
0,10,0,1,0.503379,0.050252,1.742969,404,0.05824,0.142857,1.169783,0.533333,0,0.125,0.1,0,?,0,?,0,?,?,Gulf__Archipelago,-
0,4,0,1,0.682767,0.106528,2.590267,1140,0.56234,0.333333,6.030724,0.833333,0,0.125,0.1,0,?,0,?,0,?,?,Gulf__Bay,-
0.434211,18,0,1,?,?,?,?,?,?,?,?,0,0.3125,0.086957,0,?,0,?,0,?,?,Gulf__InformationResource,+
0,7,0,1,0.082807,0.054391,1.491655,46,0.062736,0.111111,1.169783,0.428571,0,0.5625,0.105263,0,?,0,?,0,?,?,Gulf__Manager,+
0.4375,15,0,1,?,?,?,?,?,?,?,?,0,0.5,0.157895,0,?,0,?,0,?,?,Gulf__OfficialPosition,+
0,5,0,1,0.590052,0.144215,2.302585,531,0.634962,0.25,6.030724,0.769231,0,0.1875,0.1,0,?,0,?,0,?,?,Gulf__River,+
0,4,0,1,0.770053,0.132369,2.590267,1495,0.614875,0.333333,6.030724,0.833333,0,0.125,0.1,0,?,0,?,0,?,?,Gulf__Sea,-
0,4,0,1,0.086215,0.056644,1.386294,130,0.081028,0.1,0.778298,0.375,0,0.4375,0.133333,0,?,0,?,0,?,?,Gulf__Team,+
0.412037,9,0,1,0.249892,0.133565,1.609438,68,0.32221,0.125,1.779597,0.533333,0,0.125,0.090909,0,?,0,?,0,?,?,Happening__Abstract,+
0.387914,16,0,1,?,?,?,?,?,?,?,?,0,0.375,0.125,0,?,0,?,0,?,?,Happening__ArtificialSatellite,+
0,8,0,1,0.103385,0.075741,1.491655,42,?,0.111111,?,0.333333,0,0.3125,0.125,0,?,0,?,0,?,?,Happening__Beach,+
0,8,0,1,0.150141,0.083823,1.290984,26,?,0.090909,?,0.285714,1,0.375,0.0625,0.135135,?,0,?,0,?,?,Happening__Manager,+
0,7,0,1,0.129036,0.063123,1.203973,17,?,0.083333,?,0.266667,0,0.375,0.125,0,?,0,?,0,?,?,Happening__Oasis,+
0.351852,8,0,1,0.161094,0.182185,2.079442,82,0.597725,0.2,4.077903,0.75,0,0.3125,0.125,0,?,0,?,0,?,?,Happening__Stream,+
0.5,5,0,1,0.095092,0.071443,1.742969,53,0.143209,0.142857,2.491596,0.666667,0,0.4375,0.142857,0,?,0,?,0,?,?,Harbor__Art,+
0.436508,6,0,1,0.083896,0.065972,1.609438,40,0.133709,0.125,2.491596,0.631579,0,0.5625,0.125,0,?,0,?,0,?,?,Harbor__Telecom,+
0.472222,5,0.3,1,0.055716,?,1.386294,24,?,0.1,3.070066,0.470588,0,0.3125,0.076923,0,?,0,?,0,?,?,HomePage__Language,+
0.5,7,0,1,0.065716,?,1.049822,20,?,0.071429,0.778298,0.3,0,0.4375,0.1875,0,?,0,?,0,?,?,HomePage__Location,+
0,8,0,1,0.032208,?,1.049822,29,?,0.071429,0.778298,0.315789,0,0.375,0.083333,0,?,0,?,0,?,?,HomePage__Market,-
0,7,0,1,0.068413,?,0.855666,18,?,0.058824,?,0.2,0,0.5625,0.1875,0,?,0,?,0,?,?,HomePage__Plateau,+
0.430556,7,0,1,0.026515,?,0.916291,6,?,0.0625,?,0.210526,0,0.625,0.1875,0,?,0,?,0,?,?,HomePage__Tundra,+
0,5,0,1,0.092659,?,1.049822,16,?,0.071429,?,0.235294,0,?,0.090909,0,?,0,?,0,?,?,Hotel__Alias,+
0.55,6,0,1,0.168651,0.116244,1.742969,65,0.213812,0.142857,1.169783,0.571429,1,0.3125,0.1,0.010101,?,0,?,0,?,?,Hotel__Location,-
