concept1	concept2	correctclass	ledaclass	conf
BasketballLeague	SoccerManager	+	+	0.575351
Comedian	FloweringPlant	+	+	0.575351
Work	Reptile	+	+	0.575351
BadmintonPlayer	Name	+	+	0.575351
Broadcaster	Journalist	+	+	0.575351
RadioStation	Brain	+	+	0.575351
Song	WomensTennisAssociationTournament	+	+	0.575351
College	Judge	+	+	0.575351
Fungus	Colour	+	+	0.575351
Species	MusicalArtist	+	+	0.575351
EurovisionSongContestEntry	BaseballPlayer	+	+	0.575351
BasketballPlayer	WrittenWork	+	+	0.575351
PowerStation	PoliticalParty	+	+	0.575351
FormulaOneRacer	Crustacean	+	+	0.575351
Reptile	Library	+	+	0.575351
GridironFootballPlayer	ComicsCreator	-	+	0.575351
MilitaryUnit	SpaceStation	+	-	0.429542
FictionalCharacter	MusicFestival	+	+	0.575351
ProgrammingLanguage	RoadTunnel	+	+	0.575351
Currency	RouteOfTransportation	+	+	0.575351
Activity	Artery	+	+	0.575351
PersonFunction	College	+	+	0.575351
HandballLeague	Mayor	+	+	0.575351
ComicsCreator	Stadium	+	+	0.575351
GolfPlayer	Broadcaster	+	+	0.575351
AmericanFootballTeam	GolfLeague	+	+	0.575351
Monarch	Aircraft	+	+	0.575351
PoliticalParty	Nerve	+	+	0.575351
IceHockeyLeague	AdultActor	+	+	0.575351
OfficeHolder	FloweringPlant	+	+	0.575351
Game	SoccerClub	+	+	0.575351
Bacteria	GolfLeague	+	+	0.575351
MilitaryConflict	Museum	+	+	0.575351
Saint	FilmFestival	+	+	0.575351
FilmFestival	Album	+	+	0.575351
Animal	Work	+	+	0.575351
Boxer	President	-	+	0.575351
ResearchProject	BaseballLeague	+	-	0.185734
ArchitecturalStructure	GolfPlayer	+	+	0.575351
Place	Settlement	-	-	0.049900
Criminal	Play	+	+	0.575351
PlayboyPlaymate	Mollusca	+	+	0.575351
SkiArea	NascarDriver	+	+	0.575351
Cyclist	BasketballTeam	+	+	0.575351
GaelicGamesPlayer	Magazine	+	+	0.575351
Fungus	MilitaryUnit	+	+	0.575351
OlympicResult	Lake	+	+	0.575351
Valley	Fungus	+	+	0.575351
Arachnid	Fungus	+	+	0.575351
Artery	SportsLeague	+	+	0.575351
Architect	NaturalPlace	+	+	0.575351
EthnicGroup	Person	+	+	0.575351
FieldHockeyLeague	Artery	+	+	0.575351
InlineHockeyLeague	Artery	+	+	0.575351
Bridge	Bacteria	+	+	0.575351
School	Monarch	+	-	0.185734
GolfLeague	Database	+	+	0.575351
Mammal	TelevisionEpisode	+	+	0.575351
CanadianFootballLeague	SnookerChamp	+	+	0.575351
Place	RailwayTunnel	-	-	0.049900
HandballLeague	SnookerPlayer	+	+	0.575351
MusicalWork	Database	+	+	0.575351
Saint	President	-	+	0.575351
Lighthouse	Road	+	+	0.575351
Mammal	NationalCollegiateAthleticAssociationAthlete	+	+	0.575351
ChristianBishop	Broadcaster	+	+	0.575351
CanadianFootballLeague	Beverage	+	+	0.575351
Musical	BaseballPlayer	+	+	0.575351
Currency	PersonFunction	+	+	0.575351
Species	Island	+	+	0.575351
Cleric	MusicalWork	+	+	0.575351
HandballLeague	Vein	+	+	0.575351
SoftballLeague	GaelicGamesPlayer	+	+	0.575351
GridironFootballPlayer	SnookerPlayer	-	+	0.575351
Valley	SoccerLeague	+	+	0.575351
Arachnid	SoccerPlayer	+	+	0.575351
BodyOfWater	AutomobileEngine	+	+	0.575351
Village	VideoGame	+	+	0.575351
Conifer	MemberOfParliament	+	+	0.575351
CollegeCoach	Person	-	-	0.049900
MeanOfTransportation	Philosopher	+	+	0.575351
GovernmentAgency	Website	+	+	0.575351
GreenAlga	Library	+	+	0.575351
Astronaut	Hospital	+	+	0.575351
BodyOfWater	MusicalArtist	+	+	0.575351
Reptile	Disease	+	+	0.575351
Project	TelevisionShow	+	+	0.575351
RecordLabel	TennisLeague	+	+	0.575351
Musical	Model	+	+	0.575351
Non-ProfitOrganisation	Museum	+	+	0.575351
Park	GolfLeague	+	+	0.575351
PoliticalParty	Valley	+	+	0.575351
BaseballPlayer	Hospital	+	+	0.575351
ChristianBishop	Protein	+	+	0.575351
LaunchPad	WrittenWork	+	+	0.575351
ChemicalSubstance	Election	+	+	0.575351
GreenAlga	BroadcastNetwork	+	+	0.575351
WomensTennisAssociationTournament	Mayor	+	+	0.575351
Ambassador	MusicFestival	+	+	0.575351
Race	Building	+	+	0.575351
Tunnel	Restaurant	+	+	0.575351
ChemicalSubstance	AmericanFootballPlayer	+	+	0.575351
MountainRange	Drug	+	+	0.575351
Library	Park	+	+	0.575351
FormulaOneRacer	VolleyballLeague	+	+	0.575351
FieldHockeyLeague	SpeedwayLeague	+	+	0.575351
FigureSkater	LegalCase	+	+	0.575351
Cleric	OlympicResult	+	+	0.575351
Project	SpaceStation	+	+	0.575351
FieldHockeyLeague	Philosopher	+	+	0.575351
Cycad	Legislature	+	+	0.575351
Boxer	MemberOfParliament	-	+	0.575351
Hotel	Journalist	+	+	0.575351
Artery	Species	+	+	0.575351
FieldHockeyLeague	ComicsCreator	+	+	0.575351
Single	Hospital	+	+	0.575351
GolfLeague	Hotel	+	+	0.575351
Writer	Bacteria	+	+	0.575351
FigureSkater	Fish	+	+	0.575351
Gnetophytes	Village	+	+	0.575351
Convention	Boxer	+	+	0.575351
NascarDriver	CanadianFootballLeague	+	+	0.575351
Legislature	YearInSpaceflight	+	+	0.575351
City	AustralianRulesFootballPlayer	+	+	0.575351
EthnicGroup	Olympics	+	+	0.575351
Monument	Grape	+	+	0.575351
WorldHeritageSite	Mollusca	+	+	0.575351
Wrestler	SportsEvent	+	+	0.575351
SpeedwayLeague	Species	+	+	0.575351
InlineHockeyLeague	MilitaryUnit	+	+	0.575351
Village	Saint	+	+	0.575351
Monarch	Disease	+	+	0.575351
GrandPrix	TelevisionStation	+	+	0.575351
Saint	Single	+	+	0.575351
MusicGenre	AdministrativeRegion	+	+	0.575351
Monarch	BasketballTeam	+	+	0.575351
WaterwayTunnel	Aircraft	+	+	0.575351
HandballLeague	YearInSpaceflight	+	+	0.575351
Lighthouse	Spacecraft	+	+	0.575351
BasketballTeam	Moss	+	+	0.575351
Book	WorldHeritageSite	+	+	0.575351
GolfLeague	Software	+	+	0.575351
BaseballLeague	PlayboyPlaymate	+	+	0.575351
WrestlingEvent	ChemicalSubstance	+	+	0.575351
Ship	Library	+	+	0.575351
Bridge	Insect	+	+	0.575351
Activity	WrittenWork	+	+	0.575351
Weapon	Colour	+	+	0.575351
HistoricBuilding	Continent	+	+	0.575351
Writer	AdultActor	-	+	0.575351
Game	LunarCrater	+	+	0.575351
AutoRacingLeague	Architect	+	+	0.575351
NationalCollegiateAthleticAssociationAthlete	Writer	-	+	0.575351
Valley	Embryology	+	+	0.575351
Fern	SoccerClub	+	+	0.575351
Spacecraft	RugbyLeague	+	+	0.575351
Bacteria	Embryology	+	+	0.575351
ProgrammingLanguage	SoccerLeague	+	+	0.575351
RugbyLeague	BritishRoyalty	+	+	0.575351
Amphibian	ComicsCharacter	+	+	0.575351
BasketballLeague	Company	+	+	0.575351
Conifer	Cave	+	+	0.575351
MusicalWork	BaseballLeague	+	+	0.575351
Theatre	Aircraft	+	+	0.575351
IceHockeyLeague	Film	+	+	0.575351
ArchitecturalStructure	MilitaryConflict	+	+	0.575351
Film	Cardinal	+	+	0.575351
Place	Town	-	-	0.049900
SoccerPlayer	Scientist	-	+	0.575351
Plant	Database	+	+	0.575351
Locomotive	YearInSpaceflight	+	+	0.575351
RoadJunction	MemberOfParliament	+	+	0.575351
Bird	GovernmentAgency	+	+	0.575351
Animal	Fish	-	-	0.049900
Ship	Aircraft	+	+	0.575351
ProtectedArea	Language	+	+	0.575351
Brain	Cyclist	+	+	0.575351
ArchitecturalStructure	Actor	+	+	0.575351
VideoGame	Muscle	+	+	0.575351
GrandPrix	University	+	+	0.575351
GrandPrix	Eukaryote	+	+	0.575351
ResearchProject	RugbyPlayer	+	+	0.575351
Olympics	Nerve	+	+	0.575351
VideogamesLeague	Moss	+	+	0.575351
Muscle	Lake	+	+	0.575351
Name	YearInSpaceflight	+	+	0.575351
ProgrammingLanguage	VideogamesLeague	+	+	0.575351
Rocket	Museum	+	+	0.575351
Park	Comedian	+	+	0.575351
Mayor	Sport	+	+	0.575351
Artery	Film	+	+	0.575351
City	SoccerLeague	+	+	0.575351
Beverage	MemberOfParliament	+	+	0.575351
Award	AutoRacingLeague	+	+	0.575351
Lake	SpaceStation	+	+	0.575351
Monument	BaseballLeague	+	+	0.575351
NationalCollegiateAthleticAssociationAthlete	MusicFestival	+	+	0.575351
PokerPlayer	ShoppingMall	+	+	0.575351
VolleyballLeague	ChemicalCompound	+	+	0.575351
SpaceShuttle	Race	+	+	0.575351
GaelicGamesPlayer	Road	+	+	0.575351
Name	NationalCollegiateAthleticAssociationAthlete	+	+	0.575351
AdultActor	Tunnel	+	+	0.575351
Restaurant	AmericanFootballLeague	+	+	0.575351
ShoppingMall	Criminal	+	+	0.575351
Newspaper	BodyOfWater	+	+	0.575351
MusicFestival	University	+	+	0.575351
Muscle	MilitaryConflict	+	+	0.575351
EurovisionSongContestEntry	AnatomicalStructure	+	+	0.575351
Plant	Monarch	+	+	0.575351
RoadJunction	AustralianRulesFootballPlayer	+	+	0.575351
AmericanFootballTeam	Cave	+	+	0.575351
MeanOfTransportation	TelevisionEpisode	+	+	0.575351
Automobile	Place	+	+	0.575351
Company	BritishRoyalty	+	+	0.575351
Book	Plant	+	+	0.575351
Colour	PowerStation	+	+	0.575351
Aircraft	Election	+	+	0.575351
SpeedwayLeague	MeanOfTransportation	+	+	0.575351
MartialArtist	Mayor	-	+	0.575351
Lymph	Mayor	+	+	0.575351
AustralianRulesFootballPlayer	Olympics	+	+	0.575351
Convention	School	+	+	0.575351
Infrastructure	Gnetophytes	+	+	0.575351
ClubMoss	Convention	+	+	0.575351
Mammal	NaturalPlace	+	+	0.575351
Cleric	Building	+	+	0.575351
BiologicalDatabase	AutomobileEngine	+	+	0.575351
SpaceStation	WrestlingEvent	+	+	0.575351
Chancellor	TennisPlayer	-	+	0.575351
AcademicJournal	Lighthouse	+	+	0.575351
Fern	Stream	+	+	0.575351
PoliticalParty	OfficeHolder	+	+	0.575351
YearInSpaceflight	Activity	+	+	0.575351
Drug	TradeUnion	+	+	0.575351
Aircraft	Mayor	+	+	0.575351
MusicalWork	Cycad	+	+	0.575351
Convention	Album	+	+	0.575351
BasketballLeague	ChemicalCompound	+	+	0.575351
Award	Species	+	+	0.575351
SoccerManager	ResearchProject	+	+	0.575351
Hospital	PublicTransitSystem	+	+	0.575351
Mammal	BaseballPlayer	+	+	0.575351
MotorcycleRacingLeague	BasketballPlayer	+	+	0.575351
MemberOfParliament	PowerStation	+	+	0.575351
ChemicalCompound	RoadJunction	+	+	0.575351
AmericanFootballTeam	Country	+	+	0.575351
GrandPrix	MeanOfTransportation	+	+	0.575351
Governor	SpeedwayTeam	+	+	0.575351
MartialArtist	GovernmentAgency	+	+	0.575351
ChemicalSubstance	AdministrativeRegion	+	+	0.575351
BroadcastNetwork	Athlete	+	+	0.575351
MixedMartialArtsEvent	Sport	+	+	0.575351
Wrestler	Island	+	+	0.575351
HistoricPlace	Single	+	+	0.575351
ComicsCharacter	MemberOfParliament	-	+	0.575351
Valley	Event	+	+	0.575351
Theatre	RoadJunction	+	+	0.575351
Locomotive	NascarDriver	+	+	0.575351
Cardinal	Journalist	-	+	0.575351
BodyOfWater	Bacteria	+	+	0.575351
Road	SoccerClub	+	+	0.575351
Chancellor	BiologicalDatabase	+	+	0.575351
PokerPlayer	MixedMartialArtsLeague	+	+	0.575351
Restaurant	BodyOfWater	+	+	0.575351
Animal	Valley	+	+	0.575351
Bridge	Sport	+	+	0.575351
Animal	Archaea	+	+	0.575351
Village	Olympics	+	+	0.575351
PeriodicalLiterature	Work	-	-	0.049900
AutoRacingLeague	PoloLeague	+	+	0.575351
MusicFestival	SpaceShuttle	+	+	0.575351
Magazine	Building	+	+	0.575351
WorldHeritageSite	VideoGame	+	+	0.575351
Boxer	RugbyPlayer	-	+	0.575351
LacrosseLeague	Mammal	+	+	0.575351
Animal	Cycad	+	+	0.575351
Planet	Moss	+	+	0.575351
Website	Species	+	+	0.575351
AustralianRulesFootballPlayer	Website	+	+	0.575351
FieldHockeyLeague	BaseballLeague	+	+	0.575351
School	LacrosseLeague	+	+	0.575351
Comedian	ArchitecturalStructure	+	+	0.575351
Actor	InlineHockeyLeague	+	+	0.575351
Embryology	BaseballPlayer	+	+	0.575351
YearInSpaceflight	College	+	+	0.575351
Canal	CanadianFootballTeam	+	+	0.575351
RecordLabel	PoliticalParty	+	+	0.575351
Convention	BroadcastNetwork	+	+	0.575351
PublicTransitSystem	University	+	+	0.575351
ComicsCharacter	GreenAlga	+	+	0.575351
MilitaryUnit	Saint	+	+	0.575351
Cleric	Cardinal	-	-	0.049900
RailwayTunnel	Reptile	+	+	0.575351
GovernmentAgency	Grape	+	+	0.575351
MusicalArtist	RugbyLeague	+	+	0.575351
Device	PersonFunction	+	+	0.575351
PokerPlayer	PopulatedPlace	+	+	0.575351
Crustacean	HistoricPlace	+	+	0.575351
RecordLabel	Criminal	+	+	0.575351
ArchitecturalStructure	FootballMatch	+	+	0.575351
Convention	Settlement	+	+	0.575351
ProtectedArea	RadioStation	+	+	0.575351
Astronaut	Language	+	+	0.575351
EurovisionSongContestEntry	WaterwayTunnel	+	+	0.575351
Tunnel	Lake	+	+	0.575351
Language	Cricketer	+	+	0.575351
Town	BasketballPlayer	+	+	0.575351
SpeedwayLeague	Judge	+	+	0.575351
SpeedwayLeague	PlayboyPlaymate	+	+	0.575351
Settlement	YearInSpaceflight	+	+	0.575351
Race	Settlement	+	+	0.575351
Museum	Astronaut	+	+	0.575351
RadioStation	WomensTennisAssociationTournament	+	+	0.575351
Cardinal	PoloLeague	+	+	0.575351
Arachnid	PeriodicalLiterature	+	+	0.575351
BodyOfWater	Animal	+	+	0.575351
Monarch	SoccerPlayer	-	+	0.575351
TennisPlayer	SoccerManager	-	+	0.575351
Animal	CanadianFootballTeam	+	+	0.575351
Model	RecordLabel	+	+	0.575351
LaunchPad	ChristianBishop	+	+	0.575351
Cardinal	OlympicResult	+	+	0.575351
Animal	Database	+	+	0.575351
Artery	Comedian	+	+	0.575351
RailwayTunnel	Currency	+	+	0.575351
Museum	SpeedwayLeague	+	+	0.575351
VolleyballLeague	SnookerChamp	+	+	0.575351
WrestlingEvent	Park	+	+	0.575351
BaseballLeague	PrimeMinister	+	+	0.575351
Journalist	River	+	+	0.575351
SportsTeam	River	+	+	0.575351
SpaceMission	Museum	+	+	0.575351
Person	Beverage	+	+	0.575351
ChristianBishop	TennisPlayer	-	+	0.575351
MusicGenre	MountainRange	+	+	0.575351
Cycad	AdministrativeRegion	+	+	0.575351
Country	Theatre	+	+	0.575351
MilitaryConflict	Valley	+	+	0.575351
Colour	Town	+	+	0.575351
Musical	PersonFunction	+	+	0.575351
RugbyLeague	Boxer	+	+	0.575351
Plant	GovernmentAgency	+	+	0.575351
AmericanFootballLeague	LunarCrater	+	+	0.575351
Place	Hotel	-	-	0.049900
WorldHeritageSite	Scientist	+	+	0.575351
Food	Library	+	+	0.575351
IceHockeyLeague	YearInSpaceflight	+	+	0.575351
CanadianFootballLeague	Saint	+	+	0.575351
Grape	MixedMartialArtsLeague	+	+	0.575351
Boxer	GovernmentAgency	+	+	0.575351
City	Software	+	+	0.575351
Gnetophytes	Artery	+	+	0.575351
Grape	SpaceShuttle	+	+	0.575351
RailwayLine	Event	+	+	0.575351
IceHockeyPlayer	ProtectedArea	+	+	0.575351
Album	Weapon	+	+	0.575351
NaturalPlace	FloweringPlant	+	+	0.575351
Criminal	BadmintonPlayer	-	+	0.575351
TennisLeague	Journalist	+	+	0.575351
Cycad	Mammal	+	+	0.575351
AdultActor	SoccerLeague	+	+	0.575351
SpeedwayTeam	GridironFootballPlayer	+	+	0.575351
Beverage	AutoRacingLeague	+	+	0.575351
SpaceStation	Name	+	+	0.575351
Person	Canal	+	+	0.575351
RailwayTunnel	Airport	+	+	0.575351
Gnetophytes	SnookerWorldRanking	+	+	0.575351
Ambassador	Wrestler	-	+	0.575351
University	Boxer	+	+	0.575351
LacrosseLeague	Bridge	+	+	0.575351
FigureSkater	HistoricPlace	+	+	0.575351
Song	Cave	+	+	0.575351
Architect	City	+	+	0.575351
Legislature	WineRegion	+	+	0.575351
FloweringPlant	SnookerChamp	+	+	0.575351
ComicsCreator	Drug	+	+	0.575351
Gnetophytes	GreenAlga	+	+	0.575351
Gnetophytes	Animal	+	+	0.575351
Writer	Stream	+	+	0.575351
GolfLeague	BasketballPlayer	+	+	0.575351
Museum	MeanOfTransportation	+	+	0.575351
Work	City	+	+	0.575351
VideogamesLeague	IceHockeyLeague	+	+	0.575351
Artery	VolleyballLeague	+	+	0.575351
LaunchPad	President	+	+	0.575351
MilitaryUnit	Station	+	+	0.575351
VolleyballLeague	Gnetophytes	+	+	0.575351
SupremeCourtOfTheUnitedStatesCase	Astronaut	+	+	0.575351
Book	ComicsCreator	+	+	0.575351
SoccerClub	Fungus	+	+	0.575351
Wrestler	River	+	+	0.575351
Company	HistoricBuilding	+	+	0.575351
Vein	Single	+	+	0.575351
Journalist	Monument	+	+	0.575351
Bridge	Fish	+	+	0.575351
GridironFootballPlayer	FigureSkater	-	+	0.575351
Sport	LaunchPad	+	+	0.575351
MilitaryPerson	Cycad	+	+	0.575351
MemberOfParliament	Activity	+	+	0.575351
LegalCase	Chancellor	+	+	0.575351
ShoppingMall	MixedMartialArtsEvent	+	+	0.575351
TennisLeague	Insect	+	+	0.575351
Magazine	SportsTeam	+	+	0.575351
Play	NationalCollegiateAthleticAssociationAthlete	+	+	0.575351
ComicsCharacter	MilitaryPerson	-	+	0.575351
RugbyPlayer	Moss	+	+	0.575351
SoccerLeague	Game	+	+	0.575351
Cricketer	Senator	-	+	0.575351
Ambassador	HistoricBuilding	+	+	0.575351
RoadTunnel	MotorcycleRacingLeague	+	+	0.575351
HistoricBuilding	GovernmentAgency	+	+	0.575351
Cleric	Archaea	+	+	0.575351
PersonFunction	MilitaryUnit	+	+	0.575351
SoccerPlayer	Town	+	+	0.575351
Gnetophytes	Song	+	+	0.575351
Project	Tunnel	+	+	0.575351
IceHockeyPlayer	Infrastructure	+	+	0.575351
Model	VideoGame	+	+	0.575351
Drug	Automobile	+	+	0.575351
MusicalArtist	Fern	+	+	0.575351
Name	BasketballLeague	+	+	0.575351
SupremeCourtOfTheUnitedStatesCase	Criminal	+	+	0.575351
MixedMartialArtsEvent	NaturalPlace	+	+	0.575351
Athlete	PowerStation	+	+	0.575351
PeriodicalLiterature	Language	+	+	0.575351
Single	Ambassador	+	+	0.575351
Boxer	MotorcycleRacingLeague	+	+	0.575351
BadmintonPlayer	MilitaryConflict	+	+	0.575351
BiologicalDatabase	Mammal	+	+	0.575351
MilitaryPerson	Film	+	+	0.575351
GovernmentAgency	RoadJunction	+	+	0.575351
AustralianFootballLeague	Station	+	+	0.575351
Company	Moss	+	+	0.575351
SkiArea	Cycad	+	+	0.575351
CanadianFootballLeague	AustralianRulesFootballPlayer	+	+	0.575351
Road	MilitaryUnit	+	+	0.575351
PrimeMinister	Library	+	+	0.575351
FieldHockeyLeague	PublicTransitSystem	+	+	0.575351
AnatomicalStructure	LunarCrater	+	+	0.575351
SoftballLeague	AdultActor	+	+	0.575351
Philosopher	Governor	-	+	0.575351
Fungus	Insect	+	+	0.575351
PeriodicalLiterature	BroadcastNetwork	+	+	0.575351
AmericanFootballTeam	Hospital	+	+	0.575351
Lymph	Fungus	+	+	0.575351
Cleric	SnookerChamp	-	+	0.575351
Newspaper	Brain	+	+	0.575351
Beverage	CricketLeague	+	+	0.575351
BritishRoyalty	MusicalWork	+	+	0.575351
SportsLeague	ProtectedArea	+	+	0.575351
Race	WaterwayTunnel	+	+	0.575351
PoloLeague	MilitaryPerson	+	+	0.575351
Book	Cyclist	+	+	0.575351
MotorcycleRacingLeague	Writer	+	+	0.575351
Airport	Crustacean	+	+	0.575351
MusicalArtist	GridironFootballPlayer	-	+	0.575351
Election	Wrestler	+	+	0.575351
MotorcycleRacingLeague	Journalist	+	+	0.575351
IceHockeyLeague	WaterwayTunnel	+	+	0.575351
Bacteria	CanadianFootballTeam	+	+	0.575351
Holiday	Bacteria	+	+	0.575351
Amphibian	AdultActor	+	+	0.575351
VolleyballLeague	School	+	+	0.575351
FloweringPlant	Protein	+	+	0.575351
Plant	VideoGame	+	+	0.575351
ComicsCharacter	CanadianFootballTeam	+	+	0.575351
Athlete	RugbyPlayer	-	-	0.049900
Restaurant	Locomotive	+	+	0.575351
Language	Holiday	+	+	0.575351
SnookerWorldRanking	Reptile	+	+	0.575351
Ambassador	Award	+	+	0.575351
Eukaryote	Spacecraft	+	+	0.575351
Reptile	SpeedwayTeam	+	+	0.575351
Database	Sport	+	+	0.575351
PublicTransitSystem	VideoGame	+	+	0.575351
Weapon	Monarch	+	+	0.575351
Organisation	Cycad	+	+	0.575351
PopulatedPlace	College	+	+	0.575351
CricketLeague	FormulaOneRacer	+	+	0.575351
Monarch	Work	+	+	0.575351
Library	Database	+	+	0.575351
Mammal	GrandPrix	+	+	0.575351
Island	BasketballLeague	+	+	0.575351
ClubMoss	Astronaut	+	+	0.575351
Ginkgo	IceHockeyPlayer	+	+	0.575351
Country	Road	+	+	0.575351
Cleric	ChemicalSubstance	+	+	0.575351
FieldHockeyLeague	PlayboyPlaymate	+	+	0.575351
Saint	SportsTeam	+	+	0.575351
Brain	Restaurant	+	+	0.575351
Stream	IceHockeyLeague	+	+	0.575351
River	Muscle	+	+	0.575351
FigureSkater	Grape	+	+	0.575351
SportsTeam	Beverage	+	+	0.575351
Cricketer	MusicFestival	+	+	0.575351
Settlement	TennisPlayer	+	+	0.575351
FigureSkater	WrittenWork	+	+	0.575351
PrimeMinister	Lake	+	+	0.575351
BasketballPlayer	GridironFootballPlayer	-	+	0.575351
ComicsCharacter	FloweringPlant	+	+	0.575351
Award	Fungus	+	+	0.575351
Actor	Game	+	+	0.575351
Beverage	ProgrammingLanguage	+	+	0.575351
ShoppingMall	BroadcastNetwork	+	+	0.575351
Country	BasketballPlayer	+	+	0.575351
Sport	GreenAlga	+	+	0.575351
ProgrammingLanguage	Valley	+	+	0.575351
SoccerClub	GreenAlga	+	+	0.575351
Nerve	RugbyPlayer	+	+	0.575351
LunarCrater	Ginkgo	+	+	0.575351
College	PrimeMinister	+	+	0.575351
Tunnel	OfficeHolder	+	+	0.575351
Disease	Bacteria	+	+	0.575351
Ambassador	Band	+	+	0.575351
Artist	CricketLeague	+	+	0.575351
Bacteria	SnookerChamp	+	+	0.575351
Lymph	EducationalInstitution	+	+	0.575351
Disease	Event	+	+	0.575351
Library	GrandPrix	+	+	0.575351
Planet	BroadcastNetwork	+	+	0.575351
SnookerChamp	RoadTunnel	+	+	0.575351
Airline	Sport	+	+	0.575351
Mollusca	River	+	+	0.575351
WrestlingEvent	RoadJunction	+	+	0.575351
GridironFootballPlayer	VideoGame	+	+	0.575351
Locomotive	SpaceMission	+	+	0.575351
ChemicalSubstance	ChemicalCompound	-	-	0.049900
PlayboyPlaymate	EducationalInstitution	+	+	0.575351
FloweringPlant	Valley	+	+	0.575351
PoloLeague	RailwayTunnel	+	+	0.575351
Lighthouse	PowerStation	+	+	0.575351
ResearchProject	Arachnid	+	+	0.575351
TelevisionShow	Software	+	-	0.185734
ComicsCreator	Cardinal	-	+	0.575351
ArchitecturalStructure	River	+	+	0.575351
ChemicalCompound	SoccerPlayer	+	+	0.575351
Convention	ProgrammingLanguage	+	+	0.575351
Musical	Moss	+	+	0.575351
Broadcaster	MilitaryUnit	+	+	0.575351
MixedMartialArtsEvent	MusicalWork	+	+	0.575351
IceHockeyLeague	RouteOfTransportation	+	+	0.575351
MusicGenre	PokerPlayer	+	+	0.575351
Fern	ClubMoss	+	+	0.575351
Embryology	River	+	+	0.575351
Protein	AmericanFootballTeam	+	+	0.575351
Cyclist	Legislature	+	+	0.575351
PoloLeague	SpaceMission	+	+	0.575351
Ginkgo	Saint	+	+	0.575351
Airline	MartialArtist	+	+	0.575351
RadioStation	Politician	+	+	0.575351
Theatre	SportsEvent	+	+	0.575351
Legislature	Artist	+	+	0.575351
FieldHockeyLeague	SnookerChamp	+	+	0.575351
Island	ChemicalSubstance	+	+	0.575351
Arachnid	SoccerLeague	+	+	0.575351
PlayboyPlaymate	Album	+	+	0.575351
SoftballLeague	Olympics	+	+	0.575351
Fern	MountainRange	+	+	0.575351
YearInSpaceflight	Astronaut	+	+	0.575351
Journalist	MusicFestival	+	+	0.575351
Device	PlayboyPlaymate	+	+	0.575351
FilmFestival	Currency	+	+	0.575351
Bone	Architect	+	+	0.575351
AutoRacingLeague	CanadianFootballLeague	+	+	0.575351
PopulatedPlace	Aircraft	+	+	0.575351
Event	Band	+	+	0.575351
TennisLeague	Protein	+	+	0.575351
Newspaper	MilitaryUnit	+	+	0.575351
Weapon	EurovisionSongContestEntry	+	+	0.575351
WineRegion	Fern	+	+	0.575351
Mountain	Bridge	+	+	0.575351
WineRegion	Grape	+	+	0.575351
Book	Hotel	+	+	0.575351
PokerPlayer	Election	+	+	0.575351
Infrastructure	PoliticalParty	+	+	0.575351
FictionalCharacter	Rocket	+	+	0.575351
Model	College	+	+	0.575351
Hospital	Muscle	+	+	0.575351
Monarch	EurovisionSongContestEntry	+	+	0.575351
AcademicJournal	Boxer	+	+	0.575351
Eukaryote	Fern	-	-	0.049900
InlineHockeyLeague	RecordLabel	+	+	0.575351
Database	Tunnel	+	+	0.575351
FigureSkater	BasketballLeague	+	+	0.575351
Moss	Bird	+	+	0.575351
Scientist	IceHockeyPlayer	-	+	0.575351
MeanOfTransportation	PlayboyPlaymate	+	+	0.575351
School	EducationalInstitution	-	-	0.049900
SkiArea	IceHockeyPlayer	+	+	0.575351
PokerPlayer	River	+	+	0.575351
Congressman	LacrosseLeague	+	+	0.575351
Legislature	SpeedwayLeague	+	+	0.575351
PublicTransitSystem	Lymph	+	+	0.575351
Ship	Broadcaster	+	+	0.575351
MusicalWork	ProgrammingLanguage	+	+	0.575351
ShoppingMall	River	+	+	0.575351
Planet	Website	+	+	0.575351
FilmFestival	Comedian	+	+	0.575351
ResearchProject	Company	+	+	0.575351
Embryology	Governor	+	+	0.575351
Colour	Ambassador	+	+	0.575351
GovernmentAgency	YearInSpaceflight	+	+	0.575351
Database	CanadianFootballLeague	+	+	0.575351
WomensTennisAssociationTournament	Library	+	+	0.575351
Event	Bacteria	+	+	0.575351
Song	TelevisionStation	+	+	0.575351
Settlement	EurovisionSongContestEntry	+	+	0.575351
Road	Company	+	+	0.575351
Beverage	NaturalPlace	+	+	0.575351
RoadTunnel	Continent	+	+	0.575351
GreenAlga	ChristianBishop	+	+	0.575351
ComicsCharacter	GolfPlayer	-	+	0.575351
MilitaryConflict	Theatre	+	+	0.575351
Lighthouse	Broadcaster	+	+	0.575351
Road	Criminal	+	+	0.575351
HistoricPlace	Reptile	+	+	0.575351
Infrastructure	SpaceMission	+	+	0.575351
Country	Musical	+	+	0.575351
FictionalCharacter	Sport	+	+	0.575351
WomensTennisAssociationTournament	AmericanFootballLeague	+	+	0.575351
Vein	WrestlingEvent	+	+	0.575351
Aircraft	Infrastructure	+	+	0.575351
AustralianRulesFootballPlayer	Mammal	+	+	0.575351
SupremeCourtOfTheUnitedStatesCase	University	+	+	0.575351
Species	AustralianFootballLeague	+	+	0.575351
Broadcaster	Plant	+	+	0.575351
MilitaryConflict	Musical	+	+	0.575351
Politician	SoftballLeague	+	+	0.575351
MusicGenre	MartialArtist	+	+	0.575351
PublicTransitSystem	BasketballTeam	+	+	0.575351
