concept1	concept2	correctclass	ledaclass	conf
TennisPlayer	Book	+	+	0.649562
Saint	IceHockeyLeague	+	+	0.649562
YearInSpaceflight	RailwayTunnel	+	+	0.649562
LegalCase	HistoricPlace	+	+	0.649562
TelevisionEpisode	AnatomicalStructure	+	+	0.649562
Mountain	SnookerWorldRanking	+	+	0.649562
Theatre	RugbyPlayer	+	+	0.649562
OlympicResult	Boxer	+	+	0.649562
RadioStation	RugbyLeague	+	+	0.649562
Airline	Protein	+	+	0.671556
Congressman	EthnicGroup	+	+	0.649562
HandballLeague	Insect	+	+	0.649562
Boxer	Mountain	+	+	0.649562
Tunnel	EurovisionSongContestEntry	+	+	0.649562
Athlete	Wrestler	-	+	0.649562
SoccerLeague	Vein	+	+	0.649562
Senator	Architect	-	+	0.512722
Play	Vein	+	+	0.649562
Library	President	+	+	0.649562
Language	Library	+	+	0.649562
Sport	Bacteria	+	+	0.620871
MusicGenre	RouteOfTransportation	+	+	0.649562
WrittenWork	Reptile	+	+	0.649562
Bone	Museum	+	+	0.649562
Boxer	Drug	+	+	0.649562
Project	RecordLabel	+	+	0.649562
Film	Currency	+	+	0.649562
Legislature	CollegeCoach	+	+	0.649562
AutomobileEngine	AnatomicalStructure	+	+	0.649562
Lymph	GridironFootballPlayer	+	+	0.649562
AdultActor	GrandPrix	+	+	0.649562
Software	LegalCase	+	+	0.649562
MotorcycleRacingLeague	LegalCase	+	+	0.649562
SnookerPlayer	Device	+	+	0.649562
Place	Activity	+	+	0.620871
AmericanFootballLeague	GolfPlayer	+	+	0.649562
Infrastructure	RugbyLeague	+	+	0.649562
Senator	Band	+	+	0.649562
School	PoliticalParty	+	+	0.512722
Species	Place	+	+	0.620871
FigureSkater	ClubMoss	+	+	0.649562
Ship	Legislature	+	+	0.649562
VideogamesLeague	TennisLeague	+	+	0.649562
Drug	Ambassador	+	+	0.649562
Town	VolleyballLeague	+	+	0.649562
RoadJunction	SportsLeague	+	+	0.649562
AustralianRulesFootballPlayer	Newspaper	+	+	0.649562
Automobile	BasketballTeam	+	+	0.649562
PersonFunction	WrestlingEvent	+	+	0.649562
Work	Gnetophytes	+	+	0.649562
ProgrammingLanguage	EthnicGroup	+	+	0.720403
SupremeCourtOfTheUnitedStatesCase	Fish	+	+	0.649562
ProtectedArea	Ginkgo	+	+	0.649562
Aircraft	Embryology	+	+	0.649562
SnookerChamp	InlineHockeyLeague	+	+	0.649562
Band	MixedMartialArtsLeague	+	+	0.649562
Brain	Athlete	+	+	0.649562
Actor	Museum	+	+	0.649562
AmericanFootballLeague	BasketballTeam	+	+	0.649562
Brain	TennisPlayer	+	+	0.649562
Wrestler	Place	+	+	0.649562
SoccerClub	FigureSkater	+	+	0.649562
TennisLeague	HistoricBuilding	+	+	0.649562
MusicalArtist	Planet	+	+	0.649562
Olympics	MixedMartialArtsEvent	+	+	0.649562
TelevisionEpisode	Saint	+	+	0.649562
SpeedwayTeam	BroadcastNetwork	+	+	0.649562
MartialArtist	GreenAlga	+	+	0.649562
Chancellor	Continent	+	+	0.649562
Device	VideogamesLeague	+	+	0.649562
Single	SoccerLeague	+	+	0.649562
Park	ChemicalCompound	+	+	0.649562
MixedMartialArtsEvent	Fern	+	+	0.649562
GovernmentAgency	LegalCase	+	+	0.649562
ShoppingMall	FigureSkater	+	+	0.649562
Mollusca	PersonFunction	+	+	0.720403
Ship	PoloLeague	+	+	0.512722
Politician	MountainRange	+	+	0.649562
Band	SpaceMission	+	+	0.649562
MilitaryConflict	WineRegion	+	+	0.649562
Chancellor	Bacteria	+	+	0.649562
AdultActor	SoccerPlayer	-	+	0.649562
Crustacean	AmericanFootballTeam	+	+	0.649562
NascarDriver	Animal	+	+	0.649562
Senator	Chancellor	-	+	0.649562
BroadcastNetwork	Mammal	+	+	0.649562
GridironFootballPlayer	Song	+	+	0.649562
University	EthnicGroup	+	+	0.512722
HistoricPlace	Ship	+	+	0.649562
Cricketer	Fungus	+	+	0.649562
TelevisionEpisode	Organisation	+	+	0.649562
Grape	Restaurant	+	+	0.649562
Place	Spacecraft	+	+	0.620871
Legislature	Fish	+	+	0.649562
Lake	OfficeHolder	+	+	0.649562
Book	Park	+	+	0.649562
TennisLeague	EurovisionSongContestEntry	+	+	0.649562
Fern	Place	+	+	0.620871
NationalCollegiateAthleticAssociationAthlete	LacrosseLeague	+	+	0.649562
PublicTransitSystem	Cyclist	+	+	0.649562
Ambassador	AdministrativeRegion	+	+	0.649562
College	LunarCrater	+	+	0.649562
Protein	SpaceStation	+	+	0.649562
AmericanFootballTeam	MeanOfTransportation	+	+	0.649562
Song	Town	+	+	0.649562
Senator	MusicalArtist	-	+	0.649562
SportsLeague	Architect	+	+	0.512722
MartialArtist	InlineHockeyLeague	+	+	0.649562
ShoppingMall	Conifer	+	+	0.649562
Boxer	EthnicGroup	+	+	0.649562
Eukaryote	Chancellor	+	+	0.649562
Election	MixedMartialArtsEvent	+	+	0.649562
FigureSkater	CollegeCoach	-	+	0.620871
Project	Mountain	+	+	0.649562
Building	Election	+	+	0.649562
SportsLeague	MusicFestival	+	+	0.649562
ArchitecturalStructure	Sport	+	+	0.649562
Mollusca	HistoricBuilding	+	+	0.512722
WaterwayTunnel	BroadcastNetwork	+	+	0.649562
Lake	Crustacean	+	+	0.649562
Amphibian	SoftballLeague	+	+	0.649562
Philosopher	Cave	+	+	0.649562
CollegeCoach	OfficeHolder	-	+	0.649562
WrittenWork	Politician	+	+	0.649562
VolleyballLeague	FictionalCharacter	+	+	0.649562
Project	Book	+	+	0.620871
OlympicResult	BasketballPlayer	+	+	0.649562
Locomotive	Settlement	+	+	0.649562
Film	Language	+	+	0.788647
SoftballLeague	Senator	+	+	0.720403
Food	SnookerPlayer	+	+	0.649562
Reptile	Spacecraft	+	+	0.791217
City	VideogamesLeague	+	+	0.649562
MilitaryPerson	CricketLeague	+	+	0.649562
Amphibian	Museum	+	+	0.649562
Settlement	FilmFestival	+	+	0.649562
SnookerWorldRanking	Embryology	+	+	0.649562
Protein	SpeedwayTeam	+	+	0.649562
MeanOfTransportation	Food	+	+	0.649562
AnatomicalStructure	Band	+	+	0.649562
Work	FieldHockeyLeague	+	+	0.649562
Aircraft	Locomotive	+	+	0.649562
Magazine	GolfPlayer	+	+	0.649562
Cricketer	MemberOfParliament	-	+	0.649562
Plant	ProtectedArea	+	+	0.649562
PowerStation	Astronaut	+	+	0.649562
Island	SpaceStation	+	+	0.649562
Athlete	Model	-	+	0.649562
Nerve	AustralianFootballLeague	+	+	0.649562
InlineHockeyLeague	Station	+	+	0.649562
SnookerChamp	Astronaut	-	+	0.649562
TennisPlayer	GrandPrix	+	+	0.649562
SnookerWorldRanking	Locomotive	+	+	0.649562
Tunnel	ShoppingMall	+	+	0.649562
BroadcastNetwork	InlineHockeyLeague	+	+	0.649562
Cave	Automobile	+	+	0.649562
HistoricBuilding	Airline	+	+	0.512722
Convention	SpaceShuttle	+	+	0.649562
Town	MilitaryUnit	+	+	0.620871
Plant	Stadium	+	+	0.512722
Continent	AustralianRulesFootballPlayer	+	+	0.649562
Brain	ShoppingMall	+	+	0.649562
Conifer	Muscle	+	+	0.649562
Mayor	Musical	+	+	0.649562
Lymph	WomensTennisAssociationTournament	+	+	0.649562
FilmFestival	SpeedwayTeam	+	+	0.649562
SupremeCourtOfTheUnitedStatesCase	TennisLeague	+	+	0.649562
PrimeMinister	Grape	+	+	0.649562
Criminal	Museum	+	+	0.649562
PublicTransitSystem	Amphibian	+	+	0.649562
ProgrammingLanguage	RailwayTunnel	+	+	0.649562
Philosopher	Amphibian	+	+	0.620871
AustralianRulesFootballPlayer	Senator	-	+	0.649562
University	ChemicalCompound	+	+	0.720403
Criminal	FootballMatch	+	+	0.649562
Fungus	Website	+	+	0.895450
Project	Rocket	+	+	0.649562
Cyclist	Gnetophytes	+	+	0.649562
Country	Stadium	+	+	0.782127
MountainRange	Senator	+	+	0.649562
Restaurant	VolleyballLeague	+	+	0.649562
Species	Astronaut	+	+	0.649562
HistoricPlace	Criminal	+	+	0.649562
MartialArtist	Mammal	+	+	0.671556
Judge	LaunchPad	+	+	0.720403
Building	MusicGenre	+	+	0.649562
IceHockeyLeague	SpeedwayTeam	+	+	0.649562
Automobile	River	+	+	0.649562
TelevisionEpisode	GolfPlayer	+	+	0.649562
EthnicGroup	OfficeHolder	+	+	0.649562
SoccerLeague	Election	+	+	0.649562
Eukaryote	Scientist	+	+	0.649562
NationalCollegiateAthleticAssociationAthlete	PopulatedPlace	+	+	0.649562
Grape	ChemicalCompound	+	+	0.720403
ComicsCharacter	River	+	+	0.649562
SportsEvent	Archaea	+	+	0.649562
CollegeCoach	FilmFestival	+	+	0.649562
BaseballLeague	NascarDriver	+	+	0.649562
LunarCrater	SpaceMission	+	+	0.649562
GridironFootballPlayer	School	+	+	0.649562
Cleric	GovernmentAgency	+	+	0.649562
BaseballLeague	Grape	+	+	0.512722
BaseballPlayer	Newspaper	+	+	0.649562
BritishRoyalty	HistoricBuilding	+	+	0.649562
Governor	HistoricPlace	+	+	0.620871
SnookerWorldRanking	Cycad	+	+	0.649562
Newspaper	MeanOfTransportation	+	+	0.649562
SoccerManager	Insect	+	+	0.649562
IceHockeyPlayer	Food	+	+	0.649562
WomensTennisAssociationTournament	PoloLeague	+	+	0.649562
Vein	ChristianBishop	+	+	0.649562
Film	MixedMartialArtsLeague	+	+	0.649562
AdministrativeRegion	SpeedwayLeague	+	+	0.649562
HandballLeague	Country	+	+	0.649562
OlympicResult	Cave	+	+	0.649562
PowerStation	BiologicalDatabase	+	+	0.649562
Ship	FloweringPlant	+	+	0.512722
RugbyLeague	LunarCrater	+	+	0.649562
SnookerChamp	PoliticalParty	+	+	0.649562
Name	SpaceMission	+	+	0.649562
Criminal	Senator	-	+	0.720403
YearInSpaceflight	Country	+	-	0.410777
TelevisionShow	Place	+	+	0.649562
Monument	Website	+	+	0.649562
MusicGenre	Theatre	+	+	0.649562
TennisPlayer	Bone	+	+	0.649562
Comedian	NationalCollegiateAthleticAssociationAthlete	-	+	0.649562
Single	PlayboyPlaymate	+	+	0.649562
Crustacean	BritishRoyalty	+	+	0.649562
MountainRange	Muscle	+	+	0.649562
Conifer	OfficeHolder	+	+	0.649562
Language	RailwayLine	+	+	0.649562
WrittenWork	IceHockeyLeague	+	+	0.649562
SoccerManager	Mountain	+	+	0.649562
Cardinal	Play	+	+	0.649562
Eukaryote	Settlement	+	+	0.649562
Colour	Sport	+	+	0.649562
BiologicalDatabase	Election	+	+	0.649562
WineRegion	BaseballPlayer	+	+	0.649562
Arachnid	MountainRange	+	+	0.649562
Play	Amphibian	+	+	0.649562
SportsLeague	Restaurant	+	+	0.649562
Hospital	PrimeMinister	+	+	0.649562
CanadianFootballLeague	RugbyPlayer	+	+	0.649562
PoloLeague	AutomobileEngine	+	+	0.649562
Weapon	Fish	+	+	0.649562
SnookerChamp	AutoRacingLeague	+	+	0.649562
Game	Language	+	+	0.649562
Tunnel	LunarCrater	+	+	0.649562
HockeyTeam	ProtectedArea	+	+	0.649562
Lymph	FilmFestival	+	+	0.649562
Database	Software	+	+	0.649562
PopulatedPlace	Work	+	+	0.649562
GaelicGamesPlayer	Monument	+	+	0.512722
ComicsCharacter	Crustacean	+	+	0.649562
SpeedwayLeague	Film	+	+	0.649562
TelevisionEpisode	SoccerManager	+	+	0.649562
Lymph	EurovisionSongContestEntry	+	+	0.649562
RailwayLine	Criminal	+	+	0.649562
ChristianBishop	Language	+	+	0.649562
Vein	FootballMatch	+	+	0.649562
Arachnid	MartialArtist	+	+	0.649562
AutoRacingLeague	TennisPlayer	+	+	0.649562
TennisPlayer	GovernmentAgency	+	+	0.649562
Race	WrestlingEvent	+	+	0.649562
BasketballLeague	Cycad	+	+	0.649562
Musical	Ambassador	+	+	0.649562
EurovisionSongContestEntry	ResearchProject	+	+	0.649562
SpeedwayLeague	Disease	+	+	0.649562
Election	SportsLeague	+	+	0.649562
FootballMatch	SpaceShuttle	+	+	0.649562
Valley	Newspaper	+	+	0.649562
City	Embryology	+	+	0.649562
PowerStation	Song	+	+	0.649562
TennisPlayer	OfficeHolder	-	+	0.649562
PoloLeague	Single	+	+	0.649562
Lake	Holiday	+	+	0.649562
WrestlingEvent	SoccerPlayer	+	+	0.649562
MotorcycleRacingLeague	Colour	+	+	0.649562
RugbyLeague	VideogamesLeague	+	+	0.649562
Village	Athlete	+	+	0.649562
Saint	OlympicResult	+	+	0.512722
WaterwayTunnel	IceHockeyPlayer	+	+	0.649562
Architect	Language	+	+	0.973562
NationalCollegiateAthleticAssociationAthlete	Mountain	+	+	0.649562
MilitaryConflict	CanadianFootballTeam	+	+	0.649562
Writer	MixedMartialArtsEvent	+	+	0.649562
VideoGame	Software	-	+	0.620871
Country	Website	+	+	0.690253
Saint	Crustacean	+	+	0.649562
Muscle	Continent	+	+	0.620871
BroadcastNetwork	PoloLeague	+	+	0.649562
Plant	LunarCrater	+	+	0.649562
Spacecraft	Wrestler	+	+	0.720403
MeanOfTransportation	WomensTennisAssociationTournament	+	+	0.649562
LegalCase	Bridge	+	+	0.649562
Road	Language	+	+	0.649562
AustralianRulesFootballPlayer	PersonFunction	+	+	0.649562
Tunnel	Astronaut	+	+	0.649562
Software	PeriodicalLiterature	+	+	0.649562
ArchitecturalStructure	NaturalPlace	+	+	0.649562
MotorcycleRacingLeague	Congressman	+	+	0.649562
Convention	AdultActor	+	+	0.649562
GovernmentAgency	Weapon	+	+	0.649562
WorldHeritageSite	Astronaut	+	+	0.649562
Artery	Hotel	+	+	0.649562
GivenName	Stream	+	+	0.720403
GovernmentAgency	Comedian	+	+	0.649562
Bone	BasketballTeam	+	+	0.649562
FieldHockeyLeague	Song	+	+	0.649562
CanadianFootballLeague	CollegeCoach	+	+	0.537164
AmericanFootballTeam	Monarch	+	+	0.649562
LacrosseLeague	IceHockeyPlayer	+	+	0.649562
BodyOfWater	SpaceMission	+	+	0.649562
RecordLabel	Writer	+	+	0.649562
Mountain	Hospital	+	+	0.649562
Aircraft	YearInSpaceflight	+	+	0.649562
PublicTransitSystem	Moss	+	+	0.512722
AustralianFootballLeague	AutoRacingLeague	+	+	0.720403
GreenAlga	IceHockeyPlayer	+	+	0.649562
Plant	Lake	+	+	0.649562
Tunnel	HandballLeague	+	+	0.649562
SnookerPlayer	WrestlingEvent	+	+	0.649562
ChemicalSubstance	Park	+	+	0.649562
RadioStation	Animal	+	+	0.649562
SoccerLeague	Comedian	+	+	0.649562
Automobile	Locomotive	+	+	0.649562
Bone	PeriodicalLiterature	+	+	0.649562
PoliticalParty	BasketballLeague	+	+	0.649562
Fungus	WorldHeritageSite	+	+	0.512722
BaseballLeague	Tunnel	+	+	0.649562
FormulaOneRacer	SpaceShuttle	+	+	0.649562
Park	SportsEvent	+	+	0.649562
Drug	Race	+	+	0.649562
PublicTransitSystem	RugbyLeague	+	+	0.649562
Grape	BodyOfWater	+	+	0.649562
WineRegion	Band	+	+	0.649562
Grape	WrittenWork	+	+	0.649562
Village	Monarch	+	+	0.512722
SoccerClub	CanadianFootballLeague	+	+	0.649562
Wrestler	SnookerChamp	-	+	0.649562
PoloLeague	Gnetophytes	+	+	0.649562
TelevisionShow	Non-ProfitOrganisation	+	+	0.649562
Ginkgo	RecordLabel	+	+	0.649562
AmericanFootballTeam	Locomotive	+	+	0.649562
SpaceMission	Race	+	+	0.649562
Play	Single	+	+	0.649562
Book	EducationalInstitution	+	-	0.410777
Restaurant	Road	+	+	0.649562
Restaurant	RouteOfTransportation	+	+	0.649562
SoccerManager	Ship	+	+	0.649562
Song	MilitaryPerson	+	+	0.649562
University	Olympics	+	+	0.649562
Disease	RailwayLine	+	+	0.649562
MilitaryConflict	EurovisionSongContestEntry	+	+	0.649562
Comedian	Musical	+	+	0.649562
IceHockeyPlayer	SpaceMission	+	+	0.649562
CricketLeague	MountainRange	+	+	0.649562
ChemicalSubstance	BasketballLeague	+	+	0.649562
MixedMartialArtsEvent	BaseballPlayer	+	+	0.649562
Ginkgo	Scientist	+	+	0.649562
OlympicResult	Model	+	+	0.649562
Moss	SpaceStation	+	+	0.649562
Animal	Scientist	+	+	0.620871
AnatomicalStructure	ProgrammingLanguage	+	+	0.720403
RugbyLeague	Currency	+	+	0.649562
ChemicalCompound	Holiday	+	+	0.649562
ClubMoss	Beverage	+	+	0.649562
FigureSkater	BasketballPlayer	-	+	0.649562
GridironFootballPlayer	Award	+	+	0.649562
College	Automobile	+	+	0.649562
Bacteria	ComicsCreator	+	+	0.649562
Sport	Criminal	+	+	0.649562
Device	IceHockeyPlayer	+	+	0.649562
Muscle	ArchitecturalStructure	+	+	0.649562
Governor	GreenAlga	+	+	0.649562
BadmintonPlayer	SpaceMission	+	+	0.649562
WrestlingEvent	ComicsCreator	+	+	0.649562
Award	University	+	+	0.649562
Activity	Device	+	+	0.620871
Company	Airline	-	+	0.671556
Lake	Reptile	+	+	0.649562
GreenAlga	Drug	+	+	0.649562
GolfLeague	BroadcastNetwork	+	+	0.649562
AustralianRulesFootballPlayer	Writer	-	+	0.649562
Person	Conifer	+	+	0.649562
Cricketer	Ambassador	-	+	0.649562
FootballMatch	Person	+	+	0.649562
NaturalPlace	NationalCollegiateAthleticAssociationAthlete	+	+	0.649562
Judge	Album	+	+	0.649562
RailwayTunnel	President	+	+	0.649562
Tunnel	Wrestler	+	+	0.649562
Mayor	Hotel	+	+	0.649562
Governor	VideogamesLeague	+	+	0.649562
Fungus	Ambassador	+	+	0.512722
Senator	HistoricBuilding	+	+	0.720403
CanadianFootballLeague	Website	+	+	0.649562
ProgrammingLanguage	VideoGame	+	+	0.720403
SpaceShuttle	PopulatedPlace	+	+	0.649562
Tunnel	Comedian	+	+	0.649562
FootballMatch	Island	+	+	0.649562
SpaceMission	VideogamesLeague	+	+	0.649562
BadmintonPlayer	Canal	+	+	0.649562
Congressman	BasketballPlayer	-	+	0.649562
Village	AnatomicalStructure	+	+	0.512722
RoadTunnel	GivenName	+	+	0.649562
RailwayTunnel	MilitaryUnit	+	+	0.649562
RadioStation	Rocket	+	+	0.649562
Bacteria	SnookerPlayer	+	+	0.649562
Bridge	Lymph	+	+	0.649562
Boxer	Infrastructure	+	+	0.649562
VideoGame	GreenAlga	+	+	0.649562
Town	LaunchPad	+	+	0.512722
CanadianFootballTeam	GolfLeague	+	+	0.512722
Saint	SnookerWorldRanking	+	+	0.649562
CanadianFootballLeague	ChristianBishop	+	+	0.649562
Newspaper	TelevisionShow	+	+	0.649562
TradeUnion	SpaceShuttle	+	+	0.649562
YearInSpaceflight	ResearchProject	+	+	0.649562
Mayor	TelevisionEpisode	+	+	0.649562
LunarCrater	Spacecraft	+	+	0.649562
PowerStation	Band	+	+	0.649562
RecordLabel	AutomobileEngine	+	+	0.649562
FieldHockeyLeague	Model	+	+	0.649562
Rocket	SportsLeague	+	+	0.649562
ComicsCreator	Activity	+	+	0.649562
Fern	RugbyPlayer	+	+	0.649562
PersonFunction	ChristianBishop	+	+	0.649562
BiologicalDatabase	Spacecraft	+	+	0.649562
Cycad	Drug	+	+	0.649562
GreenAlga	SpaceMission	+	+	0.649562
SpaceShuttle	Mammal	+	+	0.649562
PoloLeague	WineRegion	+	+	0.649562
Company	TennisLeague	+	+	0.649562
Magazine	SpaceShuttle	+	+	0.649562
Currency	GrandPrix	+	+	0.649562
Amphibian	Arachnid	+	+	0.649562
Newspaper	LegalCase	+	+	0.649562
Conifer	PopulatedPlace	+	+	0.649562
MilitaryPerson	HistoricPlace	+	+	0.649562
SoccerManager	Database	+	+	0.649562
TelevisionStation	Ambassador	+	+	0.649562
Criminal	Band	+	+	0.649562
River	IceHockeyLeague	+	+	0.649562
PlayboyPlaymate	VolleyballLeague	+	+	0.649562
Cardinal	Infrastructure	+	+	0.649562
NaturalPlace	SnookerChamp	+	+	0.649562
Weapon	Cycad	+	+	0.649562
Restaurant	Chancellor	+	+	0.649562
Reptile	GovernmentAgency	+	+	0.649562
Aircraft	MixedMartialArtsEvent	+	+	0.649562
ArchitecturalStructure	LacrosseLeague	+	+	0.649562
TennisPlayer	Work	+	+	0.649562
Amphibian	HistoricPlace	+	+	0.620871
Protein	Holiday	+	+	0.649562
Museum	SnookerPlayer	+	+	0.649562
Artery	Colour	+	+	0.649562
Actor	OfficeHolder	-	+	0.649562
Muscle	Mollusca	+	+	0.512722
Plant	Sport	+	+	0.620871
Building	TennisPlayer	+	+	0.649562
ChemicalSubstance	WrittenWork	+	+	0.649562
Hospital	FigureSkater	+	+	0.620871
HandballLeague	Cyclist	+	+	0.649562
HockeyTeam	Airline	+	+	0.649562
Gnetophytes	Olympics	+	+	0.649562
Country	Saint	+	+	0.782127
IceHockeyLeague	Canal	+	+	0.649562
SportsTeam	MusicalWork	+	+	0.649562
Name	Mammal	+	+	0.649562
Park	MotorcycleRacingLeague	+	+	0.649562
CanadianFootballLeague	EthnicGroup	+	+	0.512722
SoccerManager	Bridge	+	+	0.649562
CricketLeague	Comedian	+	+	0.649562
BaseballLeague	MilitaryUnit	+	+	0.649562
SpeedwayTeam	Tunnel	+	+	0.649562
AmericanFootballLeague	Journalist	+	+	0.649562
Rocket	HistoricPlace	+	+	0.649562
Project	GridironFootballPlayer	+	+	0.649562
Scientist	MilitaryPerson	-	+	0.649562
Muscle	RugbyPlayer	+	+	0.649562
Hospital	Senator	+	+	0.720403
Restaurant	YearInSpaceflight	+	+	0.649562
Comedian	Lighthouse	+	+	0.620871
Fish	Mollusca	+	+	0.649562
Canal	SoccerManager	+	+	0.649562
LacrosseLeague	SpeedwayTeam	+	+	0.649562
Locomotive	University	+	+	0.649562
PoloLeague	Tunnel	+	+	0.649562
Tunnel	Park	+	+	0.649562
MotorcycleRacingLeague	MusicGenre	+	+	0.649562
RadioStation	Mountain	+	+	0.649562
Journalist	Cave	+	+	0.649562
Model	GovernmentAgency	+	+	0.649562
Mayor	VolleyballLeague	+	+	0.649562
Chancellor	CollegeCoach	-	+	0.649562
PrimeMinister	Currency	+	+	0.649562
Judge	Governor	-	+	0.782127
WineRegion	SoftballLeague	+	+	0.649562
Legislature	FilmFestival	+	+	0.649562
AcademicJournal	RoadJunction	+	+	0.649562
Song	FormulaOneRacer	+	+	0.649562
EthnicGroup	Wrestler	+	+	0.720403
GreenAlga	Book	+	+	0.649562
Song	Continent	+	+	0.649562
WaterwayTunnel	Lymph	+	+	0.649562
Congressman	Species	+	+	0.649562
Mammal	Chancellor	+	+	0.649562
ShoppingMall	Database	+	+	0.649562
BasketballPlayer	Ginkgo	+	+	0.649562
Airline	MilitaryUnit	+	+	0.620871
VolleyballLeague	Philosopher	+	+	0.649562
PokerPlayer	MusicFestival	+	+	0.649562
GovernmentAgency	ComicsCreator	+	+	0.649562
Place	GolfLeague	+	+	0.649562
RailwayLine	NationalCollegiateAthleticAssociationAthlete	+	+	0.649562
Athlete	Bird	+	+	0.649562
Congressman	Disease	+	+	0.649562
AutomobileEngine	College	+	+	0.649562
SupremeCourtOfTheUnitedStatesCase	Grape	+	+	0.649562
AustralianFootballLeague	MusicGenre	+	+	0.649562
Ambassador	Crustacean	+	+	0.649562
Island	Writer	+	+	0.649562
Tunnel	PlayboyPlaymate	+	+	0.649562
EducationalInstitution	Disease	+	-	0.410777
GaelicGamesPlayer	Infrastructure	+	+	0.720403
Ship	SpaceShuttle	+	+	0.649562
GridironFootballPlayer	Stream	+	+	0.649562
AutoRacingLeague	RouteOfTransportation	+	+	0.649562
Protein	Philosopher	+	+	0.620871
GaelicGamesPlayer	FictionalCharacter	-	+	0.649562
SpeedwayLeague	Cricketer	+	+	0.649562
AutoRacingLeague	PersonFunction	+	+	0.720403
AustralianRulesFootballPlayer	MilitaryConflict	+	+	0.649562
Work	SkiArea	+	+	0.649562
Race	TennisLeague	+	+	0.649562
Writer	Restaurant	+	+	0.649562
Restaurant	SpeedwayLeague	+	+	0.649562
Wrestler	AdultActor	-	+	0.649562
HistoricBuilding	EthnicGroup	+	+	0.512722
FictionalCharacter	Astronaut	-	+	0.649562
ChemicalSubstance	ComicsCharacter	+	+	0.649562
VideogamesLeague	Saint	+	+	0.649562
RouteOfTransportation	Library	+	+	0.649562
Congressman	Conifer	+	+	0.649562
TennisLeague	YearInSpaceflight	+	+	0.649562
Locomotive	Organisation	+	+	0.649562
SnookerChamp	Writer	-	+	0.649562
Plant	OfficeHolder	+	+	0.649562
Mammal	SportsTeam	+	+	0.649562
RugbyLeague	Archaea	+	+	0.649562
Holiday	SoccerLeague	+	+	0.649562
MountainRange	RoadJunction	+	+	0.649562
MusicalArtist	Aircraft	+	+	0.649562
Musical	Canal	+	+	0.649562
RadioStation	IceHockeyPlayer	+	+	0.649562
CricketLeague	ProgrammingLanguage	+	+	0.649562
PoliticalParty	SnookerPlayer	+	+	0.649562
Currency	Restaurant	+	+	0.649562
IceHockeyPlayer	Reptile	+	+	0.649562
PublicTransitSystem	Sport	+	+	0.649562
RugbyPlayer	MilitaryPerson	-	+	0.649562
SoccerLeague	Legislature	+	+	0.649562
ArchitecturalStructure	EurovisionSongContestEntry	+	+	0.649562
Village	Building	+	+	0.671556
Band	Automobile	+	+	0.649562
PeriodicalLiterature	Reptile	+	+	0.649562
FictionalCharacter	RailwayLine	+	+	0.649562
Museum	Reptile	+	+	0.649562
ProgrammingLanguage	Planet	+	+	0.649562
PlayboyPlaymate	CanadianFootballLeague	+	+	0.649562
TelevisionShow	Monarch	+	+	0.649562
RoadJunction	NascarDriver	+	+	0.649562
Newspaper	ClubMoss	+	+	0.649562
Museum	CanadianFootballLeague	+	+	0.649562
RadioStation	Drug	+	+	0.649562
PowerStation	MusicGenre	+	+	0.649562
Species	Film	+	+	0.620871
PoliticalParty	MotorcycleRacingLeague	+	+	0.649562
Congressman	BadmintonPlayer	-	+	0.649562
BaseballLeague	University	+	+	0.512722
Embryology	EthnicGroup	+	+	0.649562
WrestlingEvent	Saint	+	+	0.649562
SpeedwayLeague	Olympics	+	+	0.649562
AmericanFootballPlayer	Chancellor	-	+	0.649562
Sport	WrittenWork	+	+	0.649562
Amphibian	HockeyTeam	+	+	0.649562
AutoRacingLeague	Activity	+	+	0.649562
Non-ProfitOrganisation	Mayor	+	+	0.649562
Comedian	AcademicJournal	+	+	0.649562
Hotel	Valley	+	+	0.649562
FigureSkater	Actor	-	+	0.649562
VolleyballLeague	Actor	+	+	0.649562
Boxer	SoccerClub	+	+	0.649562
Comedian	LegalCase	+	+	0.649562
MixedMartialArtsEvent	GridironFootballPlayer	+	+	0.649562
MeanOfTransportation	ChemicalSubstance	+	+	0.649562
Book	Event	+	+	0.649562
Software	ComicsCreator	+	+	0.649562
Continent	HockeyTeam	+	+	0.649562
TennisLeague	GaelicGamesPlayer	+	+	0.649562
River	TelevisionShow	+	+	0.649562
BiologicalDatabase	Moss	+	+	0.649562
RugbyPlayer	WrestlingEvent	+	+	0.649562
RadioStation	Gnetophytes	+	+	0.649562
InlineHockeyLeague	Disease	+	+	0.649562
WineRegion	IceHockeyPlayer	+	+	0.649562
Album	Nerve	+	+	0.649562
SnookerPlayer	Tunnel	+	+	0.649562
CanadianFootballLeague	Park	+	+	0.649562
Place	Election	+	+	0.649562
Weapon	SpeedwayTeam	+	+	0.649562
RouteOfTransportation	Politician	+	+	0.649562
Monument	GreenAlga	+	+	0.649562
WrittenWork	Disease	+	+	0.649562
PopulatedPlace	AdultActor	+	+	0.649562
IceHockeyPlayer	Name	+	+	0.649562
Eukaryote	RailwayLine	+	+	0.649562
Locomotive	School	+	+	0.649562
GivenName	RugbyPlayer	+	+	0.649562
Fern	HockeyTeam	+	+	0.649562
Writer	MilitaryConflict	+	+	0.649562
SkiArea	MixedMartialArtsLeague	+	+	0.649562
Island	SportsLeague	+	+	0.649562
ComicsCharacter	President	-	+	0.649562
