concept1	concept2	correctclass	ledaclass	conf
Congressman	Company	+	+	0.733038
Artery	AdministrativeRegion	+	+	0.666200
BadmintonPlayer	Gnetophytes	+	+	0.666200
WineRegion	Congressman	+	+	0.666200
MartialArtist	River	+	+	0.666200
NascarDriver	Non-ProfitOrganisation	+	+	0.666200
Airport	Cleric	+	+	0.933918
ComicsCreator	PopulatedPlace	+	+	0.666200
RailwayTunnel	Building	+	+	0.666200
GreenAlga	BritishRoyalty	+	+	0.666200
Station	RoadTunnel	+	+	0.666200
GrandPrix	RoadTunnel	+	+	0.666200
AustralianFootballLeague	Race	+	+	0.666200
Weapon	ClubMoss	+	+	0.666200
Monument	Election	+	+	0.978717
PoloLeague	RugbyPlayer	+	+	0.666200
Amphibian	Artist	+	+	0.675950
GolfPlayer	Building	+	+	0.666200
Band	RailwayTunnel	+	+	0.666200
Hotel	PoloLeague	+	+	0.666200
BadmintonPlayer	WrittenWork	+	+	0.666200
Fungus	SoccerLeague	+	+	0.666200
FloweringPlant	Architect	+	+	0.666200
AmericanFootballPlayer	ComicsCharacter	-	+	0.666200
FigureSkater	Monument	+	+	0.666200
Bone	FootballMatch	+	+	0.666200
Band	ComicsCharacter	+	+	0.666200
Airline	Fungus	+	+	0.576393
Election	Convention	+	-	0.256179
Comedian	RecordLabel	+	+	0.666200
Comedian	IceHockeyLeague	+	+	0.666200
AmericanFootballLeague	Scientist	+	+	0.666200
SoccerLeague	Food	+	+	0.666200
Saint	AnatomicalStructure	+	+	0.666200
Sport	ChemicalSubstance	+	+	0.666200
Conifer	Grape	+	-	0.400536
Judge	ProtectedArea	+	+	0.666200
Saint	AutoRacingLeague	+	+	0.666200
Bird	NascarDriver	+	+	0.666200
FloweringPlant	Place	+	+	0.666200
FigureSkater	Musical	+	+	0.666200
Tunnel	College	+	+	0.698328
PersonFunction	Sport	+	+	0.666200
Website	Film	+	+	0.648719
SoccerManager	Activity	+	+	0.666200
IceHockeyLeague	WineRegion	+	+	0.666200
WrestlingEvent	ChemicalCompound	+	+	0.666200
NascarDriver	Park	+	+	0.666200
SpaceShuttle	SoccerManager	+	+	0.666200
EurovisionSongContestEntry	HistoricPlace	+	+	0.666200
SoccerManager	Musical	+	+	0.666200
Embryology	SportsLeague	+	+	0.666200
Mollusca	Database	+	+	0.783079
Book	River	+	+	0.984630
Election	NationalCollegiateAthleticAssociationAthlete	+	+	0.666200
AustralianFootballLeague	EducationalInstitution	+	+	0.666200
Band	BiologicalDatabase	+	+	0.666200
SportsEvent	ComicsCreator	+	+	0.666200
Amphibian	RugbyLeague	+	+	0.666200
IceHockeyPlayer	RugbyPlayer	-	-	0.145250
AmericanFootballLeague	Monument	+	+	0.666200
LunarCrater	Race	+	+	0.666200
LacrosseLeague	Planet	+	+	0.666200
Gnetophytes	Musical	+	+	0.666200
TennisPlayer	PersonFunction	+	+	0.666200
Congressman	Person	-	+	0.532560
FloweringPlant	Eukaryote	-	+	0.666200
Drug	Currency	+	+	0.978717
ProtectedArea	BadmintonPlayer	+	+	0.666200
Drug	GrandPrix	+	+	0.666200
Airline	Ambassador	+	+	0.783079
MilitaryPerson	GridironFootballPlayer	-	+	0.666200
Canal	WrestlingEvent	+	+	0.666200
Drug	Canal	+	+	0.639336
AnatomicalStructure	Model	+	+	0.666200
WineRegion	InlineHockeyLeague	+	+	0.666200
BadmintonPlayer	Airline	+	+	0.666200
FilmFestival	Boxer	+	+	0.666200
Species	Play	+	+	0.860525
ChemicalCompound	Archaea	+	+	0.666200
LegalCase	MartialArtist	+	+	0.666200
Company	Restaurant	+	+	0.841947
Election	Food	+	+	0.975094
Bridge	ResearchProject	+	+	0.666200
Convention	ArchitecturalStructure	+	+	0.666200
SoccerPlayer	ClubMoss	+	+	0.666200
PopulatedPlace	GrandPrix	+	+	0.666200
MeanOfTransportation	NationalCollegiateAthleticAssociationAthlete	+	+	0.666200
Building	BasketballPlayer	+	+	0.666200
Model	Saint	-	-	0.267366
WineRegion	Nerve	+	+	0.666200
RoadJunction	FilmFestival	+	+	0.666200
Cleric	AdultActor	-	+	0.666200
Cyclist	Writer	-	+	0.675950
SoccerClub	Comedian	+	+	0.666200
Election	Bacteria	+	+	0.978717
Astronaut	Architect	-	-	0.412241
CanadianFootballTeam	Bone	+	+	0.666200
Fungus	PrimeMinister	+	+	0.666200
Bird	Airline	+	+	0.576393
Road	Person	+	+	0.664007
MilitaryConflict	PublicTransitSystem	+	+	0.666200
Crustacean	GolfPlayer	+	+	0.666200
FloweringPlant	PokerPlayer	+	+	0.666200
Plant	Crustacean	+	-	0.475569
Cyclist	TelevisionShow	+	+	0.666200
Lymph	Bird	+	+	0.909096
LaunchPad	Comedian	+	+	0.783079
Cave	GovernmentAgency	+	+	0.666200
Model	BadmintonPlayer	-	+	0.666200
Play	Philosopher	+	+	0.639336
Library	Film	+	+	0.675950
Village	Criminal	+	+	0.933918
Airline	Project	+	+	0.964325
MixedMartialArtsLeague	MilitaryUnit	+	+	0.666200
Governor	Gnetophytes	+	+	0.666200
FictionalCharacter	Building	+	+	0.666200
Project	EthnicGroup	+	+	0.666200
Mollusca	College	+	+	0.576393
River	WaterwayTunnel	+	+	0.666200
Election	Lake	+	+	0.859973
LacrosseLeague	Infrastructure	+	+	0.666200
Cardinal	VideogamesLeague	+	+	0.666200
AmericanFootballPlayer	GaelicGamesPlayer	-	+	0.507089
Species	Legislature	+	-	0.456360
GreenAlga	BadmintonPlayer	+	+	0.666200
Architect	Crustacean	+	+	0.841947
NaturalPlace	Arachnid	+	+	0.666200
SpaceShuttle	WaterwayTunnel	+	+	0.666200
Species	Fish	-	+	0.978717
AdministrativeRegion	Bridge	+	+	0.666200
Planet	Play	+	+	0.796563
Architect	Fish	+	+	0.878491
CollegeCoach	PrimeMinister	-	+	0.666200
CollegeCoach	Event	+	+	0.666200
AustralianRulesFootballPlayer	SpaceShuttle	+	+	0.666200
Broadcaster	Play	+	+	0.886392
Fish	CollegeCoach	+	+	0.666200
PokerPlayer	Restaurant	+	+	0.666200
Company	MeanOfTransportation	+	+	0.666200
SnookerWorldRanking	AutoRacingLeague	+	+	0.666200
ResearchProject	Automobile	+	+	0.666200
ResearchProject	Congressman	+	+	0.666200
IceHockeyLeague	Ginkgo	+	+	0.666200
Election	Muscle	+	+	0.698328
Brain	ProgrammingLanguage	+	+	0.666200
Station	Food	+	+	0.933918
University	Comedian	+	+	0.841947
PersonFunction	Valley	+	+	0.666200
LacrosseLeague	AdultActor	+	+	0.666200
Book	Place	+	-	0.267366
HistoricPlace	Saint	+	+	0.666200
Stadium	Arachnid	+	+	0.975094
Town	IceHockeyPlayer	+	+	0.666200
Mollusca	Senator	+	+	0.964325
AdultActor	PeriodicalLiterature	+	+	0.666200
FieldHockeyLeague	Aircraft	+	+	0.666200
Name	Election	+	-	0.456360
RugbyPlayer	InlineHockeyLeague	+	+	0.666200
IceHockeyLeague	Astronaut	+	+	0.666200
MeanOfTransportation	Mayor	+	+	0.666200
Senator	Single	+	+	0.978717
MusicGenre	Project	+	+	0.666200
Species	College	+	-	0.456360
Bridge	AutoRacingLeague	+	+	0.666200
Arachnid	AdultActor	+	+	0.666200
LunarCrater	PersonFunction	+	+	0.666200
SnookerWorldRanking	Writer	+	+	0.666200
Event	Mammal	+	+	0.850467
Protein	MilitaryPerson	+	+	0.666200
Project	TennisLeague	+	+	0.666200
AcademicJournal	Play	+	+	0.666200
PlayboyPlaymate	Model	-	+	0.666200
AmericanFootballLeague	NationalCollegiateAthleticAssociationAthlete	+	+	0.666200
EurovisionSongContestEntry	Fungus	+	+	0.666200
PeriodicalLiterature	Ship	+	+	0.666200
Actor	Mountain	+	+	0.841947
Song	BiologicalDatabase	+	+	0.666200
Cave	Monarch	+	+	0.841947
SportsLeague	College	+	+	0.666200
Wrestler	ProgrammingLanguage	+	+	0.666200
MeanOfTransportation	Theatre	+	+	0.666200
GivenName	BasketballLeague	+	+	0.666200
MixedMartialArtsLeague	Politician	+	+	0.666200
Embryology	Animal	+	+	0.964325
NascarDriver	MotorcycleRacingLeague	+	+	0.666200
Olympics	YearInSpaceflight	+	+	0.666200
Chancellor	CricketLeague	+	+	0.666200
Island	ProgrammingLanguage	+	+	0.666200
MilitaryPerson	AcademicJournal	+	+	0.666200
PersonFunction	Judge	+	+	0.666200
Eukaryote	PoloLeague	+	+	0.666200
SpeedwayTeam	RugbyPlayer	+	+	0.666200
TennisLeague	ComicsCharacter	+	+	0.666200
Mountain	Senator	+	+	0.933918
BadmintonPlayer	Locomotive	+	+	0.666200
ChristianBishop	RoadJunction	+	+	0.666200
Bacteria	PeriodicalLiterature	+	+	0.666200
MixedMartialArtsLeague	Eukaryote	+	+	0.666200
ComicsCreator	Locomotive	+	+	0.666200
InlineHockeyLeague	Astronaut	+	+	0.666200
Architect	PlayboyPlaymate	-	+	0.666200
Olympics	Single	+	+	0.846958
Bird	Lighthouse	+	+	0.841947
BritishRoyalty	Protein	+	+	0.666200
ProgrammingLanguage	Monarch	+	+	0.666200
GolfPlayer	GrandPrix	+	+	0.666200
GolfPlayer	AustralianRulesFootballPlayer	-	+	0.507089
RailwayLine	Sport	+	+	0.666200
Tunnel	SkiArea	+	+	0.666200
Boxer	SpeedwayTeam	+	+	0.666200
BasketballTeam	Game	+	+	0.666200
Sport	MilitaryConflict	+	+	0.666200
WorldHeritageSite	Amphibian	+	+	0.666200
AcademicJournal	WomensTennisAssociationTournament	+	+	0.666200
MusicalWork	PeriodicalLiterature	+	+	0.666200
Philosopher	Town	+	-	0.475569
SportsTeam	Valley	+	+	0.666200
EurovisionSongContestEntry	Fish	+	+	0.666200
Band	Gnetophytes	+	+	0.666200
HistoricPlace	BiologicalDatabase	+	+	0.666200
Song	Archaea	+	+	0.666200
AmericanFootballPlayer	Infrastructure	+	+	0.666200
Judge	Film	+	+	0.975094
ResearchProject	Musical	+	+	0.666200
Philosopher	Archaea	+	+	0.666200
SportsLeague	WorldHeritageSite	+	+	0.666200
Band	Nerve	+	-	0.475569
Automobile	PopulatedPlace	+	+	0.666200
RugbyLeague	Chancellor	+	+	0.666200
Language	MusicalArtist	+	+	0.666200
Company	LegalCase	+	+	0.666200
AcademicJournal	SportsEvent	+	+	0.666200
GovernmentAgency	SoccerLeague	+	+	0.666200
PowerStation	ComicsCreator	+	+	0.666200
HistoricBuilding	Politician	+	+	0.666200
Organisation	Name	+	-	0.211909
SupremeCourtOfTheUnitedStatesCase	Village	+	+	0.666200
Cleric	Mammal	+	+	0.938767
Embryology	SupremeCourtOfTheUnitedStatesCase	+	+	0.666200
GolfPlayer	SpaceStation	+	+	0.666200
Settlement	MusicalArtist	+	+	0.666200
Ambassador	GrandPrix	+	+	0.666200
OlympicResult	Currency	+	+	0.666200
PeriodicalLiterature	Philosopher	+	+	0.666200
Currency	FictionalCharacter	+	+	0.666200
Bird	Judge	+	+	0.675950
River	Grape	+	+	0.933918
ChemicalCompound	Cardinal	+	+	0.666200
PrimeMinister	Wrestler	-	+	0.666200
ProgrammingLanguage	Airport	+	+	0.666200
SoccerClub	College	+	+	0.666200
AutomobileEngine	Olympics	+	+	0.666200
Project	Lymph	+	+	0.964325
RecordLabel	LaunchPad	+	+	0.666200
EducationalInstitution	PeriodicalLiterature	+	+	0.666200
VolleyballLeague	Aircraft	+	+	0.666200
RadioStation	AdministrativeRegion	+	+	0.507089
SnookerChamp	Arachnid	+	+	0.666200
City	AustralianFootballLeague	+	+	0.666200
MixedMartialArtsLeague	Actor	+	+	0.666200
Comedian	Senator	-	+	0.975094
GrandPrix	MilitaryUnit	+	+	0.666200
FigureSkater	SupremeCourtOfTheUnitedStatesCase	+	+	0.666200
Cave	InlineHockeyLeague	+	+	0.666200
SnookerChamp	ShoppingMall	+	+	0.666200
BaseballLeague	LegalCase	+	+	0.666200
Cricketer	Software	+	+	0.964325
Game	Database	+	+	0.933918
City	Newspaper	+	+	0.860525
Plant	Activity	+	-	0.416358
Architect	Park	+	-	0.400536
FloweringPlant	Continent	+	+	0.666200
Mayor	Library	+	+	0.975094
WomensTennisAssociationTournament	VideoGame	+	+	0.666200
BadmintonPlayer	PeriodicalLiterature	+	+	0.666200
Place	IceHockeyPlayer	+	+	0.666200
Embryology	BroadcastNetwork	+	+	0.666200
Language	RecordLabel	+	+	0.666200
Chancellor	Project	+	+	0.978717
FieldHockeyLeague	MusicalArtist	+	+	0.666200
Protein	CricketLeague	+	+	0.666200
Chancellor	HockeyTeam	+	+	0.666200
GovernmentAgency	Species	+	+	0.666200
WrittenWork	Award	+	+	0.666200
CollegeCoach	Judge	-	+	0.666200
PersonFunction	Reptile	+	+	0.666200
Building	Scientist	+	-	0.211909
Person	LacrosseLeague	+	+	0.666200
Artist	HistoricPlace	+	+	0.666200
Saint	Airport	+	+	0.841947
CanadianFootballLeague	Planet	+	+	0.666200
FormulaOneRacer	PopulatedPlace	+	+	0.666200
Drug	Senator	+	+	0.938767
Architect	Muscle	+	+	0.841947
GolfLeague	AdultActor	+	+	0.666200
Astronaut	Cleric	-	+	0.576393
Cave	Museum	+	+	0.841947
Bridge	MilitaryUnit	+	+	0.666200
Crustacean	WrestlingEvent	+	+	0.666200
RugbyLeague	Musical	+	+	0.666200
Island	SportsTeam	+	+	0.666200
Judge	AdministrativeRegion	+	+	0.666200
Road	Election	+	+	0.830817
Lighthouse	SportsLeague	+	+	0.666200
Scientist	RadioStation	+	+	0.666200
BritishRoyalty	AmericanFootballPlayer	-	+	0.666200
Station	PublicTransitSystem	+	+	0.666200
LaunchPad	AdultActor	+	+	0.666200
Lymph	SportsTeam	+	+	0.666200
College	Nerve	+	+	0.933918
Single	Airline	+	+	0.964325
Muscle	Bone	+	-	0.211909
Holiday	Tunnel	+	+	0.978717
SpaceMission	TelevisionShow	+	+	0.666200
MusicalArtist	MartialArtist	-	-	0.145250
Town	Software	+	+	0.933918
Tunnel	Mollusca	+	+	0.964325
Muscle	Fern	+	+	0.909096
RugbyPlayer	HockeyTeam	+	+	0.666200
Embryology	Disease	+	+	0.964325
Database	Fern	+	+	0.964325
Species	EurovisionSongContestEntry	+	+	0.666200
Magazine	Reptile	+	+	0.841947
ClubMoss	PersonFunction	+	+	0.666200
SoccerManager	Lighthouse	+	+	0.666200
ChemicalCompound	Play	+	+	0.666200
Bird	River	+	+	0.933918
Play	PrimeMinister	+	+	0.666200
FieldHockeyLeague	VideoGame	+	+	0.666200
PokerPlayer	MountainRange	+	+	0.666200
Weapon	Philosopher	+	+	0.664007
RouteOfTransportation	Chancellor	+	+	0.666200
ResearchProject	Band	+	+	0.666200
EducationalInstitution	Ginkgo	+	+	0.666200
RailwayTunnel	Architect	+	+	0.666200
NationalCollegiateAthleticAssociationAthlete	Holiday	+	+	0.666200
Astronaut	Boxer	-	+	0.648719
PrimeMinister	Bacteria	+	+	0.666200
ClubMoss	NationalCollegiateAthleticAssociationAthlete	+	+	0.666200
FigureSkater	SoccerLeague	+	+	0.666200
Election	CollegeCoach	+	+	0.666200
MemberOfParliament	SnookerChamp	-	+	0.666200
MountainRange	College	+	+	0.666200
Mollusca	ChristianBishop	+	+	0.666200
Brain	Aircraft	+	+	0.933918
Journalist	Writer	-	-	0.211909
Gnetophytes	Politician	+	+	0.666200
Currency	CanadianFootballTeam	+	+	0.666200
BritishRoyalty	Sport	+	+	0.666200
Conifer	Airport	+	+	0.933918
Legislature	ProgrammingLanguage	+	+	0.666200
Muscle	Congressman	+	+	0.975094
RecordLabel	Archaea	+	+	0.666200
Automobile	GivenName	+	+	0.666200
Mountain	PersonFunction	+	+	0.666200
University	FootballMatch	+	+	0.666200
LunarCrater	Library	+	+	0.666200
FootballMatch	CanadianFootballTeam	+	+	0.507089
AutoRacingLeague	SkiArea	+	+	0.666200
Museum	SportsEvent	+	+	0.666200
Governor	Fungus	+	+	0.841947
Device	YearInSpaceflight	+	+	0.666200
SpaceShuttle	AmericanFootballTeam	+	+	0.666200
CanadianFootballTeam	PoloLeague	+	+	0.666200
PokerPlayer	BodyOfWater	+	+	0.666200
SpaceStation	Saint	+	+	0.666200
Bone	Monarch	+	+	0.933918
Mountain	Airport	+	+	0.841947
GolfPlayer	NationalCollegiateAthleticAssociationAthlete	-	+	0.666200
Lake	SnookerWorldRanking	+	+	0.666200
HistoricPlace	Food	+	+	0.666200
Food	PrimeMinister	+	+	0.666200
Holiday	ComicsCreator	+	+	0.666200
Congressman	Rocket	+	+	0.841947
Lake	Automobile	+	+	0.990639
Aircraft	BroadcastNetwork	+	+	0.666200
PersonFunction	Fish	+	+	0.666200
AutomobileEngine	ShoppingMall	+	+	0.666200
ResearchProject	PersonFunction	+	+	0.666200
BadmintonPlayer	Convention	+	+	0.666200
Organisation	PlayboyPlaymate	+	+	0.666200
SportsEvent	Ambassador	+	+	0.666200
GrandPrix	Disease	+	+	0.666200
Company	Politician	+	+	0.830817
Station	Album	+	+	0.738976
Event	FootballMatch	-	+	0.666200
Song	Cleric	+	+	0.978717
Drug	Theatre	+	+	0.933918
WorldHeritageSite	Aircraft	+	+	0.666200
Library	Convention	+	+	0.938767
AmericanFootballLeague	Tunnel	+	+	0.666200
PlayboyPlaymate	President	-	+	0.666200
Theatre	Monarch	+	+	0.841947
Website	RoadTunnel	+	+	0.666200
Cycad	Island	+	+	0.510279
LegalCase	Criminal	+	+	0.666200
MixedMartialArtsEvent	BiologicalDatabase	+	+	0.666200
BiologicalDatabase	HistoricBuilding	+	+	0.666200
LaunchPad	Event	+	+	0.783079
FloweringPlant	Artist	+	+	0.666200
CanadianFootballLeague	ChemicalSubstance	+	+	0.666200
Saint	Band	+	+	0.841947
Bridge	Park	+	+	0.675950
Locomotive	Hotel	+	+	0.675950
BasketballLeague	SkiArea	+	+	0.666200
FootballMatch	Bacteria	+	+	0.666200
PoloLeague	Company	+	+	0.666200
Archaea	Muscle	+	+	0.666200
TelevisionShow	Book	+	+	0.666200
Library	CanadianFootballLeague	+	+	0.666200
CanadianFootballLeague	Magazine	+	+	0.666200
SportsLeague	Game	+	+	0.666200
BasketballPlayer	SoccerPlayer	-	-	0.145250
University	Book	+	+	0.860525
PoliticalParty	PrimeMinister	+	+	0.666200
BasketballPlayer	Race	+	+	0.666200
FormulaOneRacer	Automobile	+	+	0.666200
FootballMatch	Canal	+	+	0.666200
RugbyLeague	RouteOfTransportation	+	+	0.666200
SpeedwayTeam	MilitaryPerson	+	+	0.666200
AmericanFootballPlayer	AnatomicalStructure	+	+	0.666200
Comedian	GrandPrix	+	+	0.666200
IceHockeyPlayer	Drug	+	+	0.666200
Magazine	ChristianBishop	+	+	0.666200
PublicTransitSystem	TennisPlayer	+	+	0.666200
Park	SpaceStation	+	+	0.666200
YearInSpaceflight	Band	+	+	0.666200
SoccerClub	Insect	+	+	0.666200
MeanOfTransportation	Cave	+	+	0.666200
SoccerPlayer	Crustacean	+	+	0.666200
ChristianBishop	Cyclist	-	+	0.666200
GolfLeague	ComicsCharacter	+	+	0.666200
GivenName	ProtectedArea	+	+	0.666200
BasketballPlayer	Event	+	+	0.666200
BritishRoyalty	Automobile	+	+	0.666200
Hotel	Bone	+	+	0.933918
FieldHockeyLeague	Arachnid	+	+	0.666200
LacrosseLeague	Airline	+	+	0.666200
Moss	Ship	+	+	0.933918
CanadianFootballTeam	Beverage	+	+	0.666200
SnookerPlayer	BroadcastNetwork	+	+	0.666200
NationalCollegiateAthleticAssociationAthlete	SpeedwayLeague	+	+	0.666200
TelevisionStation	Newspaper	+	+	0.666200
Model	Monument	+	+	0.518125
Stream	AcademicJournal	+	+	0.666200
Muscle	Website	+	+	0.783079
CricketLeague	Album	+	+	0.666200
Museum	HandballLeague	+	+	0.666200
Book	Ginkgo	+	+	0.933918
Disease	Film	+	+	0.929940
Canal	Park	+	+	0.841947
Cyclist	SoccerClub	+	+	0.666200
Food	River	+	+	0.933918
LaunchPad	SoccerManager	+	+	0.666200
Disease	ClubMoss	+	+	0.666200
SpaceShuttle	Animal	+	+	0.666200
ComicsCharacter	Fern	+	+	0.666200
Embryology	Name	+	+	0.964325
TradeUnion	WrittenWork	+	+	0.666200
YearInSpaceflight	Fern	+	+	0.666200
Nerve	Monument	+	+	0.990639
MusicalArtist	Hospital	+	+	0.666200
Town	Bacteria	+	+	0.878491
Cycad	Play	+	+	0.964325
Brain	Actor	+	+	0.878491
University	Journalist	+	+	0.841947
Work	VideoGame	-	+	0.666200
Saint	Broadcaster	+	+	0.576393
MartialArtist	Restaurant	+	+	0.666200
HandballLeague	AdministrativeRegion	+	+	0.666200
BadmintonPlayer	EducationalInstitution	+	+	0.666200
Mountain	GreenAlga	+	+	0.666200
ShoppingMall	MusicalArtist	+	+	0.666200
SoccerClub	Stadium	+	+	0.666200
MusicalArtist	MemberOfParliament	-	+	0.666200
Name	ClubMoss	+	+	0.666200
TelevisionStation	Judge	+	+	0.666200
Canal	Bird	+	+	0.830817
MilitaryConflict	PoliticalParty	+	+	0.666200
Disease	HockeyTeam	+	+	0.666200
CanadianFootballTeam	RoadJunction	+	+	0.666200
Grape	VideoGame	+	+	0.666200
SportsLeague	Saint	+	+	0.666200
Fern	MusicGenre	+	+	0.666200
Bone	Musical	+	+	0.990639
AmericanFootballPlayer	WrestlingEvent	+	+	0.666200
CricketLeague	SnookerWorldRanking	+	+	0.666200
Bone	CanadianFootballLeague	+	+	0.666200
Hospital	Governor	+	+	0.841947
Disease	VideogamesLeague	+	+	0.666200
Station	Judge	+	+	0.975094
MartialArtist	College	+	+	0.666200
Island	MeanOfTransportation	+	+	0.666200
AdministrativeRegion	Congressman	+	+	0.666200
Software	Stream	+	+	0.933918
TelevisionEpisode	Restaurant	+	+	0.666200
Holiday	MartialArtist	+	+	0.666200
ChristianBishop	BasketballLeague	+	+	0.666200
Hospital	RadioStation	+	+	0.666200
OfficeHolder	Park	+	+	0.975094
Company	Nerve	+	+	0.938767
MountainRange	Name	+	+	0.666200
Airport	AustralianRulesFootballPlayer	+	+	0.666200
Artist	SportsEvent	+	+	0.666200
WineRegion	TennisPlayer	+	+	0.666200
Cave	Weapon	+	+	0.841947
ArchitecturalStructure	RugbyLeague	+	+	0.666200
GrandPrix	FilmFestival	+	+	0.666200
LaunchPad	Cricketer	+	+	0.783079
Politician	RugbyLeague	+	+	0.666200
ChemicalSubstance	NascarDriver	+	+	0.666200
MilitaryConflict	PrimeMinister	+	+	0.666200
ComicsCharacter	HistoricPlace	+	+	0.666200
Disease	Architect	+	+	0.978717
Species	ResearchProject	+	+	0.666200
HistoricBuilding	Wrestler	+	+	0.666200
ProtectedArea	CollegeCoach	+	+	0.666200
Actor	Embryology	+	+	0.964325
GreenAlga	AnatomicalStructure	+	+	0.666200
Congressman	TennisLeague	+	+	0.666200
SportsLeague	AnatomicalStructure	+	+	0.666200
Hotel	LacrosseLeague	+	+	0.666200
Play	Weapon	+	-	0.400536
Mollusca	BaseballLeague	+	+	0.666200
BritishRoyalty	Species	+	+	0.666200
ArchitecturalStructure	GivenName	+	+	0.666200
Aircraft	ProgrammingLanguage	+	+	0.666200
BodyOfWater	Website	+	+	0.666200
AmericanFootballPlayer	Species	+	+	0.666200
LaunchPad	Grape	+	+	0.576393
PlayboyPlaymate	Park	+	+	0.666200
AdultActor	BasketballPlayer	-	+	0.666200
WrestlingEvent	RecordLabel	+	+	0.666200
Reptile	MilitaryConflict	+	+	0.666200
RouteOfTransportation	GivenName	+	+	0.666200
Bridge	Film	+	+	0.675950
RoadTunnel	TennisLeague	+	+	0.666200
SpeedwayLeague	Congressman	+	+	0.666200
SkiArea	Airport	+	+	0.666200
TelevisionStation	MilitaryConflict	+	+	0.666200
WrittenWork	LunarCrater	+	+	0.666200
City	Astronaut	+	+	0.783079
ChemicalSubstance	SoccerLeague	+	+	0.666200
TelevisionStation	LunarCrater	+	+	0.666200
BodyOfWater	GovernmentAgency	+	+	0.666200
Criminal	Fern	+	+	0.576393
WomensTennisAssociationTournament	BadmintonPlayer	+	+	0.666200
Bacteria	Insect	+	-	0.400536
Park	Criminal	+	-	0.400536
Criminal	OlympicResult	+	+	0.666200
Cave	Species	+	+	0.978717
Library	VideogamesLeague	+	+	0.666200
VideogamesLeague	Embryology	+	+	0.666200
Automobile	BaseballPlayer	+	+	0.666200
MountainRange	OfficeHolder	+	+	0.666200
Event	Bone	+	-	0.416358
MusicalArtist	Stream	+	+	0.666200
Archaea	PoloLeague	+	+	0.666200
RouteOfTransportation	Hospital	+	+	0.666200
ClubMoss	GolfPlayer	+	+	0.666200
RoadJunction	Mountain	+	+	0.666200
Politician	Village	+	+	0.639336
HistoricBuilding	Fern	+	+	0.666200
Fern	Bone	+	+	0.886392
Governor	NaturalPlace	+	+	0.666200
Mollusca	Philosopher	+	+	0.964325
InlineHockeyLeague	SkiArea	+	+	0.666200
CollegeCoach	Place	+	+	0.666200
VideoGame	Species	+	+	0.666200
TradeUnion	MilitaryPerson	+	+	0.666200
Gnetophytes	FictionalCharacter	+	+	0.666200
AutoRacingLeague	Insect	+	+	0.666200
GolfPlayer	RouteOfTransportation	+	+	0.666200
Stadium	Convention	+	+	0.978717
Play	Reptile	+	+	0.978717
Monarch	Ship	+	+	0.933918
Archaea	TelevisionStation	+	+	0.666200
SnookerPlayer	MusicalArtist	-	+	0.666200
Band	BasketballTeam	+	+	0.507089
ChemicalCompound	Hospital	+	+	0.666200
Mammal	GaelicGamesPlayer	+	+	0.666200
Town	TelevisionEpisode	+	+	0.666200
VolleyballLeague	TelevisionStation	+	+	0.666200
Work	VideogamesLeague	+	+	0.666200
Rocket	Election	+	+	0.859973
River	Event	+	+	0.850467
Currency	President	+	+	0.990639
LegalCase	Building	+	+	0.666200
Brain	PokerPlayer	+	+	0.666200
Mayor	Beverage	+	+	0.933918
Sport	VideoGame	+	+	0.666200
Cardinal	Reptile	+	+	0.841947
BiologicalDatabase	Game	+	+	0.666200
Hospital	ComicsCharacter	+	+	0.666200
FieldHockeyLeague	Actor	+	+	0.666200
River	Criminal	+	+	0.933918
Website	Park	+	+	0.648719
Activity	Road	+	-	0.267366
Lake	MusicFestival	+	+	0.666200
FormulaOneRacer	Newspaper	+	+	0.666200
NationalCollegiateAthleticAssociationAthlete	BasketballTeam	+	+	0.666200
AmericanFootballTeam	AnatomicalStructure	+	+	0.666200
RecordLabel	PersonFunction	+	+	0.666200
SpaceStation	AmericanFootballPlayer	+	+	0.666200
Play	Muscle	+	+	0.944486
RoadJunction	Gnetophytes	+	+	0.666200
YearInSpaceflight	Senator	+	+	0.666200
SkiArea	MeanOfTransportation	+	+	0.666200
Chancellor	SportsTeam	+	+	0.666200
Artist	WineRegion	+	+	0.666200
RadioStation	FilmFestival	+	+	0.666200
BadmintonPlayer	Play	+	+	0.666200
MusicFestival	Conifer	+	+	0.666200
OlympicResult	Astronaut	+	+	0.666200
Library	Ginkgo	+	+	0.933918
Ship	Spacecraft	+	-	0.281993
RugbyLeague	AmericanFootballTeam	+	+	0.666200
SnookerChamp	Planet	+	+	0.666200
RoadTunnel	IceHockeyPlayer	+	+	0.666200
Stadium	Disease	+	+	0.978717
Lymph	Mammal	+	+	0.964325
NationalCollegiateAthleticAssociationAthlete	Game	+	+	0.666200
SkiArea	MilitaryUnit	+	+	0.666200
TelevisionShow	Island	+	+	0.666200
Cleric	Artery	+	+	0.933918
MusicalWork	AutoRacingLeague	+	+	0.666200
VideoGame	ProtectedArea	+	+	0.666200
MilitaryUnit	ChemicalCompound	+	+	0.666200
Lighthouse	WineRegion	+	+	0.666200
TennisLeague	Food	+	+	0.666200
MountainRange	EurovisionSongContestEntry	+	+	0.666200
OlympicResult	Mammal	+	+	0.666200
Crustacean	Building	+	+	0.841947
GolfPlayer	Park	+	+	0.666200
OlympicResult	Continent	+	+	0.666200
Eukaryote	BodyOfWater	+	+	0.666200
