concept1	concept2	correctclass	ledaclass	conf
Mountain	Bacteria	+	+	0.520253
AcademicJournal	Vein	+	-	0.480368
Gnetophytes	Station	+	-	0.480368
IceHockeyLeague	BasketballPlayer	+	-	0.480368
Lighthouse	Film	+	+	0.520253
School	Scientist	+	-	0.059116
Continent	RadioStation	+	-	0.480368
Stream	FilmFestival	+	-	0.480368
Road	EthnicGroup	+	-	0.480368
Magazine	RouteOfTransportation	+	-	0.480368
BiologicalDatabase	Olympics	+	-	0.480368
Artery	Politician	+	+	0.520253
HockeyTeam	YearInSpaceflight	+	-	0.480368
YearInSpaceflight	Animal	+	-	0.480368
GreenAlga	RecordLabel	+	-	0.480368
Holiday	Criminal	+	+	0.520253
AcademicJournal	PowerStation	+	-	0.480368
Athlete	Award	+	-	0.059116
Museum	Saint	+	+	0.520253
Spacecraft	SnookerChamp	+	-	0.111822
Bridge	MilitaryPerson	+	-	0.480368
BaseballLeague	CollegeCoach	+	-	0.480368
GolfLeague	Airline	+	-	0.111822
RailwayTunnel	GridironFootballPlayer	+	-	0.480368
AdultActor	HistoricBuilding	+	-	0.480368
CollegeCoach	HockeyTeam	+	-	0.480368
Boxer	Aircraft	+	+	0.520253
Plant	Lymph	+	+	0.520253
Building	University	+	-	0.315694
RadioStation	Road	+	-	0.111822
Governor	IceHockeyLeague	+	-	0.480368
NascarDriver	ShoppingMall	+	-	0.480368
MixedMartialArtsLeague	Model	+	-	0.480368
GrandPrix	Planet	+	-	0.480368
Project	Magazine	+	+	0.520253
GovernmentAgency	Software	+	-	0.480368
Ambassador	BaseballPlayer	-	-	0.480368
RailwayLine	GolfLeague	+	-	0.111822
GrandPrix	TradeUnion	+	-	0.480368
Infrastructure	Activity	+	-	0.315694
PrimeMinister	AustralianFootballLeague	+	-	0.480368
GovernmentAgency	Theatre	+	-	0.480368
WrestlingEvent	Museum	+	-	0.480368
Band	VolleyballLeague	+	-	0.480368
EthnicGroup	MeanOfTransportation	+	-	0.480368
Colour	Athlete	+	-	0.315694
Athlete	Saint	-	+	0.520253
GivenName	SportsTeam	+	-	0.480368
Crustacean	Beverage	+	+	0.520253
MilitaryConflict	BasketballTeam	+	-	0.480368
MeanOfTransportation	SpaceShuttle	-	-	0.072351
Governor	OlympicResult	+	-	0.480368
BaseballPlayer	Archaea	+	-	0.480368
ChristianBishop	WrestlingEvent	+	-	0.480368
ShoppingMall	TennisLeague	+	-	0.480368
RugbyLeague	Library	+	-	0.480368
RugbyLeague	FloweringPlant	+	-	0.480368
Film	TradeUnion	+	-	0.480368
Insect	YearInSpaceflight	+	-	0.480368
Bird	YearInSpaceflight	+	-	0.480368
FieldHockeyLeague	Broadcaster	+	-	0.480368
RouteOfTransportation	MotorcycleRacingLeague	+	-	0.480368
Cave	SnookerWorldRanking	+	-	0.480368
AcademicJournal	TelevisionShow	+	-	0.480368
Ship	SpeedwayTeam	+	-	0.111822
TelevisionShow	Criminal	+	-	0.480368
Governor	BiologicalDatabase	+	-	0.480368
BroadcastNetwork	Lighthouse	+	-	0.480368
Band	MusicalWork	+	-	0.480368
CanadianFootballTeam	SoccerClub	+	-	0.480368
MilitaryUnit	Award	+	-	0.480368
Protein	BaseballPlayer	+	-	0.480368
Continent	SpeedwayLeague	+	-	0.480368
SportsEvent	CollegeCoach	+	-	0.480368
Hospital	Device	+	-	0.315694
Cardinal	Aircraft	+	+	0.520253
Grape	VideogamesLeague	+	-	0.111822
AdministrativeRegion	LaunchPad	+	-	0.480368
CanadianFootballTeam	GaelicGamesPlayer	+	-	0.480368
Insect	RugbyLeague	+	-	0.480368
Company	Athlete	+	+	0.520253
AustralianFootballLeague	Judge	+	-	0.480368
Stadium	MixedMartialArtsEvent	+	-	0.480368
Cricketer	SoccerClub	+	-	0.480368
Sport	Cricketer	+	-	0.315694
FieldHockeyLeague	SpaceShuttle	+	-	0.480368
CanadianFootballTeam	HistoricPlace	+	-	0.480368
Eukaryote	Sport	+	+	0.520253
Protein	Archaea	+	-	0.480368
Bird	VideoGame	+	-	0.480368
AustralianFootballLeague	AmericanFootballLeague	+	-	0.111822
BasketballTeam	TelevisionEpisode	+	-	0.480368
MemberOfParliament	Mollusca	+	-	0.480368
City	GrandPrix	+	-	0.480368
AmericanFootballTeam	Beverage	+	-	0.480368
SupremeCourtOfTheUnitedStatesCase	Moss	+	-	0.480368
SnookerChamp	GaelicGamesPlayer	-	-	0.480368
Book	Airline	+	+	0.520253
AutoRacingLeague	Station	+	-	0.480368
HandballLeague	HistoricPlace	+	-	0.111822
Olympics	SpaceStation	+	-	0.480368
Building	Rocket	+	+	0.520253
BroadcastNetwork	Library	+	-	0.480368
Spacecraft	Saint	+	-	0.128685
Vein	Island	+	-	0.315694
AutomobileEngine	Beverage	+	-	0.480368
BaseballPlayer	Muscle	+	-	0.480368
RoadJunction	Philosopher	+	-	0.480368
SpaceMission	Chancellor	+	-	0.480368
Politician	SpaceMission	+	-	0.111822
Event	Convention	-	-	0.012307
ProtectedArea	Actor	+	-	0.480368
Locomotive	Museum	+	+	0.520253
Project	Ambassador	+	+	0.520253
FictionalCharacter	Game	+	-	0.480368
Lake	Artist	+	+	0.520253
FormulaOneRacer	BasketballLeague	+	-	0.480368
Continent	Governor	+	+	0.520253
Album	Cardinal	+	+	0.520253
PublicTransitSystem	Saint	+	-	0.480368
PrimeMinister	OlympicResult	+	-	0.480368
Road	Food	+	-	0.128685
CanadianFootballTeam	SpaceStation	+	-	0.480368
PersonFunction	Monarch	+	-	0.480368
TennisPlayer	TelevisionShow	+	-	0.111822
Actor	AutoRacingLeague	+	-	0.111822
Single	MountainRange	+	-	0.111822
Automobile	RugbyLeague	+	-	0.111822
Animal	GovernmentAgency	+	-	0.480368
ArchitecturalStructure	Lake	+	-	0.480368
Album	TennisLeague	+	-	0.480368
Song	Airport	+	+	0.520253
NationalCollegiateAthleticAssociationAthlete	SoccerLeague	+	-	0.480368
Monarch	AdministrativeRegion	+	-	0.480368
AnatomicalStructure	Politician	+	-	0.480368
Gnetophytes	Wrestler	+	-	0.480368
Canal	Architect	+	-	0.315694
GaelicGamesPlayer	RoadJunction	+	-	0.480368
Settlement	BadmintonPlayer	+	-	0.480368
Settlement	RoadJunction	+	-	0.480368
Person	SpaceStation	+	-	0.111822
SpaceStation	Road	+	-	0.480368
Architect	Airport	+	-	0.128685
Ship	Muscle	+	+	0.520253
Fungus	PokerPlayer	+	-	0.480368
Work	Place	+	-	0.315694
Aircraft	WomensTennisAssociationTournament	+	-	0.480368
WorldHeritageSite	Lymph	+	-	0.480368
Valley	Non-ProfitOrganisation	+	-	0.480368
PopulatedPlace	SupremeCourtOfTheUnitedStatesCase	+	-	0.111822
Fungus	Cleric	+	+	0.520253
Theatre	Model	+	-	0.315694
Cyclist	SportsLeague	+	-	0.480368
Food	SoccerClub	+	-	0.480368
Gnetophytes	Library	+	-	0.480368
Language	SoccerPlayer	+	-	0.480368
Bone	GolfPlayer	+	-	0.480368
Protein	Website	+	+	0.520253
Bridge	AcademicJournal	+	-	0.480368
Lighthouse	AdministrativeRegion	+	-	0.480368
EthnicGroup	Valley	+	-	0.480368
ComicsCharacter	VideogamesLeague	+	-	0.480368
Arachnid	MemberOfParliament	+	-	0.480368
Game	Amphibian	+	+	0.520253
AdultActor	FigureSkater	-	-	0.111822
Politician	HockeyTeam	+	-	0.480368
IceHockeyLeague	Person	+	-	0.480368
Newspaper	Election	+	+	0.520253
Protein	Convention	+	-	0.128685
Library	SnookerChamp	+	-	0.480368
RouteOfTransportation	AustralianFootballLeague	+	-	0.480368
GolfPlayer	TelevisionStation	+	-	0.480368
Place	Ship	+	-	0.315694
Eukaryote	AutomobileEngine	+	-	0.480368
CollegeCoach	Mollusca	+	-	0.111822
BasketballTeam	Eukaryote	+	-	0.480368
RoadTunnel	ShoppingMall	+	-	0.111822
Mammal	Stream	+	+	0.520253
RouteOfTransportation	Canal	+	-	0.480368
PersonFunction	BiologicalDatabase	+	-	0.480368
PublicTransitSystem	BiologicalDatabase	+	-	0.480368
Mammal	HockeyTeam	+	-	0.480368
ResearchProject	PublicTransitSystem	+	-	0.480368
HandballLeague	SkiArea	+	-	0.480368
PokerPlayer	Spacecraft	+	-	0.480368
Eukaryote	Newspaper	+	+	0.520253
PeriodicalLiterature	OlympicResult	+	-	0.480368
Legislature	Hotel	+	+	0.520253
MotorcycleRacingLeague	Judge	+	-	0.480368
SpeedwayTeam	SpaceShuttle	+	-	0.111822
SpeedwayTeam	NationalCollegiateAthleticAssociationAthlete	+	-	0.480368
Scientist	Senator	-	-	0.128685
Eukaryote	Mammal	-	-	0.083824
Non-ProfitOrganisation	Ambassador	+	-	0.480368
Name	AustralianRulesFootballPlayer	+	-	0.480368
CricketLeague	MilitaryUnit	+	-	0.480368
BroadcastNetwork	EthnicGroup	+	-	0.480368
Place	AmericanFootballPlayer	+	-	0.480368
BaseballLeague	Hospital	+	-	0.480368
Monument	Musical	+	-	0.128685
RoadJunction	Eukaryote	+	-	0.480368
Building	NaturalPlace	+	-	0.480368
Lighthouse	Event	+	+	0.520253
Legislature	Game	+	-	0.128685
Holiday	Film	+	+	0.520253
ProgrammingLanguage	BodyOfWater	+	-	0.480368
Athlete	MountainRange	+	-	0.111822
FloweringPlant	AmericanFootballPlayer	+	-	0.111822
FieldHockeyLeague	InlineHockeyLeague	+	-	0.111822
Song	Comedian	+	+	0.520253
Judge	AustralianRulesFootballPlayer	-	-	0.480368
Scientist	Comedian	-	+	0.520253
Astronaut	MountainRange	+	-	0.480368
Hospital	Drug	+	-	0.315694
Airport	FilmFestival	+	-	0.480368
BroadcastNetwork	Park	+	-	0.111822
ProgrammingLanguage	Person	+	-	0.480368
Architect	Automobile	+	-	0.059116
ShoppingMall	Country	+	-	0.480368
Cardinal	ProtectedArea	+	-	0.480368
MusicGenre	LunarCrater	+	-	0.480368
Lake	Gnetophytes	+	-	0.480368
Hotel	Company	+	+	0.520253
OfficeHolder	Book	+	+	0.520253
ClubMoss	BadmintonPlayer	+	-	0.480368
ArchitecturalStructure	ChemicalSubstance	+	-	0.111822
Fern	IceHockeyLeague	+	-	0.480368
RadioStation	TelevisionEpisode	+	-	0.480368
Ship	University	+	+	0.520253
Settlement	Library	+	-	0.315694
YearInSpaceflight	VolleyballLeague	+	-	0.480368
Stream	IceHockeyPlayer	+	-	0.480368
GaelicGamesPlayer	PowerStation	+	-	0.480368
PersonFunction	SpaceStation	+	-	0.111822
SoccerManager	ShoppingMall	+	-	0.480368
Ship	AcademicJournal	+	-	0.480368
Convention	Cleric	+	-	0.128685
Spacecraft	Food	+	+	0.520253
Governor	Race	+	+	0.520253
FormulaOneRacer	Canal	+	-	0.480368
MusicalArtist	Company	+	-	0.480368
GridironFootballPlayer	PlayboyPlaymate	-	-	0.111822
Eukaryote	Stream	+	+	0.520253
EurovisionSongContestEntry	FloweringPlant	+	-	0.480368
Event	Device	+	-	0.315694
Reptile	Bone	+	-	0.059116
Infrastructure	Drug	+	+	0.520253
Embryology	Architect	+	+	0.520253
Judge	Hospital	+	+	0.520253
Song	Sport	+	-	0.128685
PopulatedPlace	SoccerPlayer	+	-	0.480368
TennisLeague	Film	+	-	0.480368
PoliticalParty	Restaurant	+	-	0.480368
RouteOfTransportation	City	+	-	0.480368
SportsTeam	RecordLabel	+	-	0.480368
Award	Restaurant	+	+	0.520253
Judge	HistoricBuilding	+	-	0.480368
SnookerWorldRanking	HistoricPlace	+	-	0.480368
Ginkgo	RoadJunction	+	-	0.480368
Mountain	SpeedwayTeam	+	-	0.480368
AnatomicalStructure	Play	+	-	0.480368
Beverage	Holiday	+	+	0.520253
Mollusca	Cricketer	+	+	0.520253
ProgrammingLanguage	Congressman	+	-	0.480368
Automobile	TelevisionShow	+	-	0.480368
Disease	MixedMartialArtsEvent	+	-	0.480368
TradeUnion	Nerve	+	-	0.480368
SnookerPlayer	ResearchProject	+	-	0.480368
AustralianRulesFootballPlayer	RailwayTunnel	+	-	0.480368
Nerve	ChemicalCompound	+	-	0.480368
Brain	Congressman	+	-	0.128685
River	President	+	-	0.315694
GreenAlga	ChemicalSubstance	+	-	0.480368
Library	TennisLeague	+	-	0.480368
Project	Cricketer	+	+	0.520253
Wrestler	Stream	+	+	0.520253
RailwayLine	Mountain	+	-	0.480368
VideogamesLeague	Stream	+	-	0.480368
AnatomicalStructure	Single	+	-	0.480368
RoadTunnel	GolfPlayer	+	-	0.480368
Journalist	WomensTennisAssociationTournament	+	-	0.111822
ComicsCreator	EducationalInstitution	+	-	0.480368
VideogamesLeague	NationalCollegiateAthleticAssociationAthlete	+	-	0.480368
SupremeCourtOfTheUnitedStatesCase	WorldHeritageSite	+	-	0.480368
Grape	Name	+	-	0.128685
BasketballPlayer	SkiArea	+	-	0.480368
GivenName	Comedian	+	-	0.480368
Non-ProfitOrganisation	Lake	+	-	0.480368
Language	Non-ProfitOrganisation	+	-	0.480368
Aircraft	Mammal	+	+	0.520253
FormulaOneRacer	University	+	-	0.480368
VolleyballLeague	BiologicalDatabase	+	-	0.480368
Chancellor	Cyclist	-	-	0.128685
Award	MusicGenre	+	-	0.480368
Cycad	AmericanFootballLeague	+	-	0.480368
Beverage	PublicTransitSystem	+	-	0.480368
HockeyTeam	Place	+	-	0.480368
Artery	LunarCrater	+	-	0.111822
PoloLeague	AustralianRulesFootballPlayer	+	-	0.480368
Grape	Activity	+	+	0.520253
GovernmentAgency	Monarch	+	-	0.480368
Actor	Cardinal	-	+	0.520253
SnookerChamp	Lighthouse	+	-	0.480368
Fern	SkiArea	+	-	0.480368
Village	Plant	+	+	0.520253
BasketballLeague	Planet	+	-	0.480368
Olympics	TennisPlayer	+	-	0.480368
Website	Astronaut	+	+	0.520253
Building	Congressman	+	+	0.520253
Cycad	PlayboyPlaymate	+	-	0.480368
Website	OlympicResult	+	-	0.480368
Aircraft	Newspaper	+	+	0.520253
SoftballLeague	SnookerWorldRanking	+	-	0.480368
Arachnid	NationalCollegiateAthleticAssociationAthlete	+	-	0.480368
ClubMoss	Wrestler	+	-	0.480368
GreenAlga	BasketballTeam	+	-	0.480368
BodyOfWater	Film	+	-	0.480368
SupremeCourtOfTheUnitedStatesCase	MountainRange	+	-	0.480368
Vein	VideogamesLeague	+	-	0.111822
FloweringPlant	Convention	+	-	0.480368
Muscle	TennisLeague	+	-	0.111822
SportsLeague	SportsEvent	+	-	0.111822
SpaceMission	Company	+	-	0.480368
BadmintonPlayer	Artist	-	-	0.480368
PlayboyPlaymate	BadmintonPlayer	-	-	0.111822
NascarDriver	YearInSpaceflight	+	-	0.480368
Album	Island	+	+	0.520253
LaunchPad	Architect	+	+	0.520253
Mayor	FormulaOneRacer	-	-	0.111822
RugbyLeague	PoloLeague	+	-	0.111822
CanadianFootballTeam	Database	+	-	0.480368
EducationalInstitution	MusicalArtist	+	-	0.480368
Lymph	SnookerPlayer	+	-	0.480368
Website	Cardinal	+	+	0.520253
City	MusicFestival	+	-	0.480368
Organisation	WomensTennisAssociationTournament	+	-	0.111822
Ship	TelevisionShow	+	-	0.480368
Race	WorldHeritageSite	+	-	0.111822
Brain	Bridge	+	-	0.128685
Station	AmericanFootballPlayer	+	-	0.480368
Planet	Writer	+	+	0.520253
ChristianBishop	VideogamesLeague	+	-	0.480368
BodyOfWater	BiologicalDatabase	+	-	0.480368
Architect	SupremeCourtOfTheUnitedStatesCase	+	-	0.480368
Drug	Architect	+	+	0.520253
Town	SpeedwayTeam	+	-	0.480368
WorldHeritageSite	Senator	+	-	0.480368
Park	Airline	+	+	0.520253
Stadium	Politician	+	+	0.520253
Colour	Cave	+	-	0.128685
Model	TelevisionEpisode	+	-	0.111822
Award	LacrosseLeague	+	-	0.480368
MilitaryPerson	BasketballPlayer	-	-	0.480368
Hospital	Bird	+	+	0.520253
Food	CanadianFootballLeague	+	-	0.480368
HockeyTeam	Single	+	-	0.480368
Software	University	+	+	0.520253
Monarch	Athlete	-	+	0.520253
Bird	BadmintonPlayer	+	-	0.111822
SpaceMission	WrittenWork	+	-	0.480368
Album	Spacecraft	+	+	0.520253
Infrastructure	CricketLeague	+	-	0.480368
Congressman	Town	+	-	0.128685
Hotel	Country	+	-	0.315694
ProtectedArea	HandballLeague	+	-	0.480368
Book	AdministrativeRegion	+	-	0.480368
Lake	Software	+	-	0.128685
HockeyTeam	LegalCase	+	-	0.480368
Ship	Cave	+	-	0.315694
BasketballLeague	AdministrativeRegion	+	-	0.480368
TelevisionShow	Species	+	-	0.480368
Reptile	Infrastructure	+	-	0.128685
PokerPlayer	BasketballLeague	+	-	0.480368
HistoricBuilding	RoadTunnel	+	-	0.480368
PokerPlayer	MixedMartialArtsEvent	+	-	0.480368
SoftballLeague	Wrestler	+	-	0.480368
Gnetophytes	SnookerPlayer	+	-	0.480368
RoadJunction	Wrestler	+	-	0.480368
Senator	BasketballTeam	+	-	0.480368
Disease	FilmFestival	+	-	0.480368
AnatomicalStructure	RailwayTunnel	+	-	0.480368
PoloLeague	Holiday	+	-	0.480368
AmericanFootballTeam	ComicsCreator	+	-	0.480368
WomensTennisAssociationTournament	Species	+	-	0.480368
TelevisionStation	PokerPlayer	+	-	0.480368
IceHockeyLeague	SpaceMission	+	-	0.480368
SportsTeam	AmericanFootballPlayer	+	-	0.480368
SpeedwayLeague	Election	+	-	0.480368
College	River	+	-	0.315694
HistoricPlace	AutomobileEngine	+	-	0.480368
Settlement	Food	+	+	0.520253
HandballLeague	Artist	+	-	0.480368
BasketballLeague	Organisation	-	-	0.072351
IceHockeyLeague	City	+	-	0.480368
ComicsCreator	FictionalCharacter	-	-	0.480368
Event	OfficeHolder	+	+	0.520253
AutomobileEngine	Bird	+	-	0.480368
Model	Building	+	-	0.315694
BadmintonPlayer	Writer	-	-	0.111822
Muscle	Aircraft	+	+	0.520253
ShoppingMall	BaseballPlayer	+	-	0.480368
Olympics	Film	+	+	0.520253
AmericanFootballTeam	Colour	+	-	0.480368
Stream	Currency	+	+	0.520253
Building	Vein	+	-	0.315694
MusicalWork	Theatre	+	-	0.480368
Actor	BroadcastNetwork	+	-	0.480368
FootballMatch	PrimeMinister	+	-	0.480368
Saint	Animal	+	-	0.315694
Stadium	ProgrammingLanguage	+	-	0.480368
Bird	Saint	+	+	0.520253
VolleyballLeague	ResearchProject	+	-	0.480368
Currency	FigureSkater	+	-	0.480368
MusicalWork	MusicFestival	+	-	0.111822
HockeyTeam	PoliticalParty	+	-	0.480368
BasketballPlayer	Database	+	-	0.480368
Album	Beverage	+	+	0.520253
RugbyLeague	MotorcycleRacingLeague	+	-	0.111822
BroadcastNetwork	Canal	+	-	0.480368
Device	WrestlingEvent	+	-	0.480368
Reptile	SoccerPlayer	+	-	0.480368
GovernmentAgency	Artery	+	-	0.111822
Philosopher	Canal	+	-	0.315694
Spacecraft	VolleyballLeague	+	-	0.480368
RoadTunnel	Library	+	-	0.480368
GaelicGamesPlayer	Boxer	-	-	0.111822
GaelicGamesPlayer	GolfLeague	+	-	0.480368
LacrosseLeague	HistoricPlace	+	-	0.480368
Fungus	Vein	+	-	0.315694
RailwayLine	PoliticalParty	+	-	0.480368
Cyclist	Non-ProfitOrganisation	+	-	0.480368
TelevisionShow	AutomobileEngine	+	-	0.480368
Gnetophytes	Airline	+	-	0.480368
BasketballPlayer	ComicsCreator	-	-	0.480368
Company	FormulaOneRacer	+	-	0.480368
MemberOfParliament	Software	+	-	0.480368
President	RoadJunction	+	-	0.480368
RailwayLine	EurovisionSongContestEntry	+	-	0.480368
SoftballLeague	TennisPlayer	+	-	0.480368
HockeyTeam	Building	+	-	0.480368
Restaurant	WaterwayTunnel	+	-	0.480368
HockeyTeam	Embryology	+	-	0.480368
RugbyLeague	ProgrammingLanguage	+	-	0.480368
Hospital	GreenAlga	+	-	0.480368
Museum	Senator	+	+	0.520253
MusicFestival	Device	+	-	0.480368
Plant	Monument	+	-	0.128685
Vein	Lighthouse	+	+	0.520253
University	Ginkgo	+	+	0.520253
BasketballPlayer	Scientist	-	-	0.480368
Cycad	AustralianFootballLeague	+	-	0.480368
BadmintonPlayer	NaturalPlace	+	-	0.480368
VolleyballLeague	MemberOfParliament	+	-	0.480368
Chancellor	Ginkgo	+	+	0.520253
MilitaryPerson	Locomotive	+	-	0.480368
Bacteria	MusicGenre	+	-	0.480368
Cleric	Park	+	+	0.520253
Film	BaseballLeague	+	-	0.480368
CanadianFootballLeague	MartialArtist	+	-	0.480368
City	BadmintonPlayer	+	-	0.480368
Cave	TelevisionEpisode	+	-	0.111822
Nerve	RailwayLine	+	-	0.111822
OlympicResult	Album	+	-	0.480368
Congressman	CanadianFootballTeam	+	-	0.480368
Aircraft	OlympicResult	+	-	0.111822
MartialArtist	Model	-	-	0.111822
Valley	Bird	+	+	0.520253
Architect	Scientist	-	-	0.059116
TradeUnion	Comedian	+	-	0.111822
Rocket	Airline	+	+	0.520253
BasketballLeague	Eukaryote	+	-	0.480368
SupremeCourtOfTheUnitedStatesCase	Building	+	-	0.480368
AcademicJournal	ChristianBishop	+	-	0.480368
MixedMartialArtsLeague	MartialArtist	+	-	0.111822
CanadianFootballLeague	ChemicalCompound	+	-	0.480368
Insect	Race	+	+	0.520253
PoliticalParty	Reptile	+	-	0.480368
AutoRacingLeague	AdultActor	+	-	0.480368
PersonFunction	AcademicJournal	+	-	0.480368
GovernmentAgency	Song	+	-	0.480368
Insect	Theatre	+	+	0.520253
Moss	School	+	-	0.315694
Company	HandballLeague	+	-	0.480368
ShoppingMall	Embryology	+	-	0.480368
Software	Song	+	-	0.059116
Eukaryote	Wrestler	+	+	0.520253
PeriodicalLiterature	Muscle	+	-	0.480368
Activity	Fungus	+	-	0.315694
PokerPlayer	Bone	+	-	0.480368
WorldHeritageSite	Disease	+	-	0.480368
Hotel	ChristianBishop	+	-	0.480368
GolfLeague	SoccerLeague	+	-	0.111822
MusicalArtist	AmericanFootballTeam	+	-	0.480368
MusicalWork	Company	+	-	0.480368
Ginkgo	Mountain	+	+	0.520253
MilitaryUnit	RoadJunction	+	-	0.480368
Activity	Philosopher	+	-	0.315694
Locomotive	Game	+	-	0.128685
YearInSpaceflight	Airline	+	-	0.480368
PoloLeague	Bird	+	-	0.480368
RadioStation	NationalCollegiateAthleticAssociationAthlete	+	-	0.111822
Language	Governor	+	+	0.520253
Cleric	AustralianFootballLeague	+	-	0.480368
ComicsCharacter	Automobile	+	-	0.480368
AutomobileEngine	PrimeMinister	+	-	0.480368
MixedMartialArtsEvent	AnatomicalStructure	+	-	0.480368
Album	Band	+	+	0.520253
EurovisionSongContestEntry	ChemicalCompound	+	-	0.480368
Hotel	Person	+	-	0.315694
Station	Crustacean	+	-	0.128685
Play	Fish	+	-	0.315694
MilitaryUnit	Ambassador	+	-	0.480368
PublicTransitSystem	River	+	-	0.480368
Criminal	WineRegion	+	-	0.480368
ComicsCreator	Non-ProfitOrganisation	+	-	0.480368
Disease	Cricketer	+	+	0.520253
Locomotive	NationalCollegiateAthleticAssociationAthlete	+	-	0.480368
Country	Mammal	+	+	0.520253
IceHockeyLeague	Mammal	+	-	0.480368
MusicGenre	Vein	+	-	0.480368
Single	ComicsCharacter	+	-	0.480368
AcademicJournal	School	+	-	0.111822
AutoRacingLeague	HandballLeague	+	-	0.111822
Amphibian	BasketballPlayer	+	-	0.480368
Governor	TennisPlayer	-	-	0.111822
ClubMoss	Brain	+	-	0.480368
CricketLeague	Congressman	+	-	0.480368
Vein	Monarch	+	+	0.520253
SpeedwayTeam	City	+	-	0.480368
Athlete	Comedian	-	+	0.520253
Lighthouse	MusicGenre	+	-	0.111822
TelevisionEpisode	Non-ProfitOrganisation	+	-	0.480368
FictionalCharacter	Brain	+	-	0.480368
Nerve	AcademicJournal	+	-	0.480368
LaunchPad	Species	+	+	0.520253
Activity	GrandPrix	+	-	0.480368
Bone	FormulaOneRacer	+	-	0.480368
WineRegion	GivenName	+	-	0.480368
FieldHockeyLeague	SportsTeam	+	-	0.480368
ProtectedArea	Food	+	-	0.480368
Station	CanadianFootballLeague	+	-	0.480368
FootballMatch	Work	+	-	0.480368
BasketballTeam	SpaceShuttle	+	-	0.480368
WomensTennisAssociationTournament	Race	+	-	0.480368
SpeedwayTeam	Cave	+	-	0.480368
Game	Mollusca	+	+	0.520253
Airline	Conifer	+	+	0.520253
AmericanFootballPlayer	RoadJunction	+	-	0.480368
Stream	AmericanFootballTeam	+	-	0.111822
SkiArea	IceHockeyLeague	+	-	0.480368
EurovisionSongContestEntry	Language	+	-	0.480368
SpeedwayLeague	Eukaryote	+	-	0.480368
PoloLeague	LegalCase	+	-	0.111822
Hospital	Stream	+	+	0.520253
Place	SoftballLeague	+	-	0.111822
Project	City	+	-	0.315694
Election	RailwayTunnel	+	-	0.480368
Website	Boxer	+	+	0.520253
TennisLeague	Automobile	+	-	0.111822
GolfLeague	Tunnel	+	-	0.480368
Locomotive	Monument	+	+	0.520253
Amphibian	CanadianFootballTeam	+	-	0.480368
CanadianFootballTeam	WrittenWork	+	-	0.480368
BritishRoyalty	Wrestler	-	-	0.480368
BritishRoyalty	PlayboyPlaymate	-	-	0.480368
PersonFunction	WaterwayTunnel	+	-	0.480368
Lighthouse	Magazine	+	-	0.128685
Cleric	GaelicGamesPlayer	-	-	0.480368
WaterwayTunnel	AutoRacingLeague	+	-	0.480368
Award	Non-ProfitOrganisation	+	-	0.480368
ChristianBishop	FieldHockeyLeague	+	-	0.480368
Lymph	MixedMartialArtsEvent	+	-	0.480368
GivenName	Event	+	-	0.111822
PeriodicalLiterature	SoccerClub	+	-	0.480368
Bird	Airport	+	+	0.520253
AmericanFootballTeam	LegalCase	+	-	0.480368
MeanOfTransportation	RoadTunnel	+	-	0.480368
Person	ComicsCharacter	-	-	0.072351
CricketLeague	PokerPlayer	+	-	0.480368
Judge	Politician	-	-	0.315694
Park	Insect	+	+	0.520253
HandballLeague	Software	+	-	0.111822
SoftballLeague	YearInSpaceflight	+	-	0.480368
SpaceStation	ShoppingMall	+	-	0.480368
FloweringPlant	Olympics	+	-	0.480368
City	RugbyLeague	+	-	0.480368
BritishRoyalty	Eukaryote	+	-	0.480368
Park	Weapon	+	+	0.520253
MusicFestival	ClubMoss	+	-	0.480368
Brain	WaterwayTunnel	+	-	0.480368
EducationalInstitution	Saint	+	-	0.480368
SpaceShuttle	BroadcastNetwork	+	-	0.480368
ComicsCreator	MixedMartialArtsLeague	+	-	0.480368
Park	Bird	+	+	0.520253
EthnicGroup	RailwayTunnel	+	-	0.480368
Lake	SpaceMission	+	-	0.480368
WrittenWork	Journalist	+	-	0.480368
Cleric	AmericanFootballLeague	+	-	0.111822
HistoricPlace	Beverage	+	-	0.111822
MilitaryConflict	GivenName	+	-	0.480368
PublicTransitSystem	VideogamesLeague	+	-	0.480368
Model	Embryology	+	+	0.520253
BiologicalDatabase	Locomotive	+	-	0.480368
FormulaOneRacer	SkiArea	+	-	0.480368
FilmFestival	Ship	+	-	0.480368
College	SupremeCourtOfTheUnitedStatesCase	+	-	0.480368
Band	Beverage	+	-	0.128685
Lake	PublicTransitSystem	+	-	0.480368
Beverage	Sport	+	+	0.520253
Brain	Person	+	-	0.059116
TelevisionEpisode	AdministrativeRegion	+	-	0.480368
IceHockeyPlayer	Play	+	-	0.111822
Weapon	WorldHeritageSite	+	-	0.480368
City	Award	+	-	0.315694
Theatre	Judge	+	-	0.128685
SnookerWorldRanking	OfficeHolder	+	-	0.480368
Monument	OlympicResult	+	-	0.111822
HandballLeague	Rocket	+	-	0.480368
Embryology	FictionalCharacter	+	-	0.480368
Film	Astronaut	+	+	0.520253
Saint	Cycad	+	+	0.520253
MilitaryUnit	President	+	-	0.111822
MemberOfParliament	Museum	+	-	0.480368
SnookerWorldRanking	SpaceStation	+	-	0.480368
Stream	Grape	+	+	0.520253
