concept1	concept2	correctclass	ledaclass	conf
College	Politician	+	+	0.720180
AutoRacingLeague	SpaceMission	+	+	0.694679
Amphibian	ClubMoss	+	+	0.694679
Event	SoccerPlayer	+	+	0.694679
VideogamesLeague	BaseballLeague	+	+	0.547097
Astronaut	LaunchPad	+	+	0.705867
Infrastructure	WaterwayTunnel	-	-	0.165610
CollegeCoach	SpaceShuttle	+	+	0.694679
Politician	Convention	+	+	0.874821
Spacecraft	SpeedwayLeague	+	+	0.694679
MusicFestival	RailwayLine	+	+	0.694679
Mollusca	Place	+	+	0.904220
PublicTransitSystem	MusicalWork	+	+	0.694679
Crustacean	Race	+	+	0.986344
BadmintonPlayer	Village	+	+	0.694679
AustralianRulesFootballPlayer	Species	+	+	0.694679
Rocket	Plant	+	-	0.363317
Grape	SnookerPlayer	+	+	0.694679
IceHockeyPlayer	Cricketer	-	+	0.547097
MusicGenre	Olympics	+	+	0.694679
Cleric	PoliticalParty	+	+	0.694679
ChristianBishop	Election	+	+	0.694679
Politician	FilmFestival	+	+	0.694679
SoccerLeague	TennisPlayer	+	+	0.694679
Rocket	BasketballPlayer	+	+	0.694679
Reptile	SoccerLeague	+	+	0.694679
Canal	Cyclist	+	+	0.910110
PrimeMinister	Bone	+	+	0.694679
MemberOfParliament	MixedMartialArtsEvent	+	+	0.547097
FormulaOneRacer	SpaceMission	+	+	0.694679
BritishRoyalty	IceHockeyLeague	+	+	0.694679
Reptile	TelevisionEpisode	+	+	0.694679
Brain	MemberOfParliament	+	+	0.694679
AustralianRulesFootballPlayer	GreenAlga	+	+	0.694679
Conifer	GolfPlayer	+	+	0.547097
Embryology	MartialArtist	+	+	0.694679
LegalCase	ArchitecturalStructure	+	+	0.694679
VideoGame	Play	+	+	0.694679
LaunchPad	RugbyPlayer	+	+	0.694679
Bridge	Comedian	+	+	0.720180
MemberOfParliament	Mayor	-	+	0.694679
PokerPlayer	ChemicalCompound	+	+	0.694679
Mollusca	Automobile	+	+	0.967095
Embryology	Amphibian	+	+	0.967095
RadioStation	Philosopher	+	+	0.694679
Insect	Philosopher	+	-	0.363317
Fish	Spacecraft	+	+	0.705867
Fish	Database	+	+	0.995573
WrittenWork	RouteOfTransportation	+	+	0.694679
President	BodyOfWater	+	+	0.694679
Drug	Ginkgo	+	+	0.969250
Building	SoccerManager	+	+	0.694679
Station	Road	+	-	0.363317
Congressman	Judge	-	+	0.720180
Philosopher	Judge	-	-	0.410185
Island	Fish	+	-	0.363317
BaseballPlayer	AutoRacingLeague	+	+	0.694679
Language	Island	+	+	0.691816
TelevisionEpisode	YearInSpaceflight	+	+	0.694679
Muscle	HandballLeague	+	+	0.694679
CanadianFootballTeam	Saint	+	+	0.694679
WineRegion	HandballLeague	+	+	0.694679
AnatomicalStructure	ChemicalCompound	+	+	0.694679
WrittenWork	NascarDriver	+	+	0.694679
Insect	AdministrativeRegion	+	+	0.694679
GreenAlga	ProgrammingLanguage	+	+	0.694679
Model	SkiArea	+	+	0.694679
BasketballPlayer	Language	+	+	0.694679
Non-ProfitOrganisation	PopulatedPlace	+	+	0.694679
PersonFunction	Artery	+	+	0.694679
BaseballLeague	MilitaryConflict	+	+	0.694679
School	AutomobileEngine	+	+	0.694679
Monarch	Monument	+	+	0.577426
President	Vein	+	+	0.720180
RoadJunction	Scientist	+	+	0.694679
CricketLeague	Muscle	+	+	0.694679
TennisPlayer	AdultActor	-	+	0.694679
Food	Song	+	+	0.720180
Stream	Mayor	+	+	0.986344
Conifer	Beverage	+	+	0.874821
SpaceMission	MusicalArtist	+	+	0.694679
Event	Aircraft	+	+	0.828529
AnatomicalStructure	Astronaut	+	+	0.694679
AustralianRulesFootballPlayer	Embryology	+	+	0.694679
SkiArea	Actor	+	+	0.694679
SnookerPlayer	Bone	+	+	0.694679
Non-ProfitOrganisation	Village	+	+	0.694679
Vein	Library	+	+	0.720180
BasketballTeam	Congressman	+	+	0.694679
GaelicGamesPlayer	SoccerClub	+	+	0.694679
SoccerManager	CollegeCoach	-	+	0.694679
Award	WineRegion	+	+	0.694679
SpaceStation	MixedMartialArtsEvent	+	+	0.694679
AdultActor	Fungus	+	+	0.694679
Philosopher	Crustacean	+	+	0.720180
SnookerPlayer	Country	+	+	0.694679
Canal	PersonFunction	+	+	0.694679
CanadianFootballLeague	Locomotive	+	+	0.694679
Building	Ginkgo	+	+	0.986344
Book	SkiArea	+	+	0.694679
FigureSkater	MartialArtist	-	+	0.694679
OlympicResult	AutomobileEngine	+	+	0.694679
Musical	CollegeCoach	+	+	0.694679
Criminal	Gnetophytes	+	+	0.694679
Weapon	ChemicalSubstance	+	+	0.694679
VideoGame	Rocket	+	+	0.694679
Cyclist	Journalist	-	+	0.577426
Name	Musical	+	+	0.948349
Gnetophytes	MusicalArtist	+	+	0.694679
NascarDriver	RadioStation	+	+	0.694679
Politician	Musical	+	+	0.948349
EthnicGroup	Play	+	+	0.694679
HistoricBuilding	Journalist	+	+	0.694679
Cardinal	Politician	-	+	0.948349
RugbyLeague	Legislature	+	+	0.694679
Architect	Election	+	+	0.969250
SpaceMission	MusicalWork	+	+	0.694679
OlympicResult	RugbyPlayer	+	+	0.694679
Crustacean	AutomobileEngine	+	+	0.694679
Embryology	AdultActor	+	+	0.694679
Architect	AustralianFootballLeague	+	+	0.694679
Name	EurovisionSongContestEntry	+	+	0.694679
FigureSkater	Film	+	+	0.547097
Ship	VideoGame	+	+	0.694679
Monarch	Activity	+	+	0.948349
Award	MixedMartialArtsLeague	+	+	0.694679
EthnicGroup	GolfLeague	+	+	0.694679
Game	Criminal	+	-	0.363317
FormulaOneRacer	Airline	+	+	0.694679
SoccerPlayer	Moss	+	+	0.694679
PlayboyPlaymate	Song	+	+	0.694679
AdultActor	TelevisionShow	+	+	0.694679
CricketLeague	College	+	+	0.694679
ChemicalSubstance	RugbyPlayer	+	+	0.694679
Architect	FieldHockeyLeague	+	+	0.694679
Mollusca	VideogamesLeague	+	+	0.694679
Architect	Event	+	+	0.691816
Website	MilitaryUnit	+	+	0.694679
MountainRange	SoccerManager	+	+	0.694679
HockeyTeam	Infrastructure	+	+	0.694679
Building	Award	+	-	0.363317
WorldHeritageSite	EducationalInstitution	+	+	0.694679
ChemicalSubstance	Plant	+	+	0.694679
GovernmentAgency	PersonFunction	+	+	0.694679
FigureSkater	Station	+	+	0.694679
Colour	Cycad	+	+	0.967095
FilmFestival	AutoRacingLeague	+	+	0.694679
Animal	HandballLeague	+	+	0.694679
EthnicGroup	PeriodicalLiterature	+	+	0.694679
Station	AcademicJournal	+	+	0.694679
Philosopher	RouteOfTransportation	+	+	0.694679
Newspaper	Restaurant	+	+	0.720180
GovernmentAgency	Architect	+	+	0.694679
Moss	ComicsCharacter	+	+	0.694679
SoccerLeague	ArchitecturalStructure	+	+	0.694679
SpeedwayTeam	Artery	+	+	0.694679
BadmintonPlayer	AmericanFootballPlayer	-	+	0.547097
Mammal	Crustacean	+	-	0.410185
TelevisionShow	Locomotive	+	+	0.694679
FieldHockeyLeague	Band	+	+	0.694679
OfficeHolder	SkiArea	+	+	0.694679
NaturalPlace	MusicalArtist	+	+	0.694679
University	RoadTunnel	+	+	0.694679
FilmFestival	ShoppingMall	+	+	0.694679
GreenAlga	SoftballLeague	+	+	0.694679
GovernmentAgency	SnookerChamp	+	+	0.694679
ComicsCreator	Play	+	+	0.694679
AmericanFootballPlayer	Boxer	-	+	0.694679
Drug	SupremeCourtOfTheUnitedStatesCase	+	+	0.694679
Planet	Bird	+	+	0.948349
Cardinal	Name	+	+	0.720180
Monarch	Continent	+	-	0.363317
Cardinal	Cricketer	-	+	0.705867
AcademicJournal	IceHockeyPlayer	+	+	0.694679
RoadTunnel	ArchitecturalStructure	-	-	0.165610
GivenName	BritishRoyalty	+	+	0.694679
Road	TelevisionStation	+	+	0.694679
ClubMoss	RugbyLeague	+	+	0.694679
Mayor	Crustacean	+	+	0.948349
CricketLeague	MotorcycleRacingLeague	+	+	0.547097
Architect	AdministrativeRegion	+	+	0.694679
Automobile	EthnicGroup	+	+	0.694679
Amphibian	WrestlingEvent	+	+	0.694679
Monarch	SoccerClub	+	+	0.694679
MeanOfTransportation	Senator	+	+	0.694679
CanadianFootballLeague	BasketballPlayer	+	+	0.694679
Criminal	Website	+	+	0.904220
BaseballPlayer	Artery	+	+	0.694679
Writer	BiologicalDatabase	+	+	0.694679
Band	Cleric	+	+	0.948349
Philosopher	College	+	-	0.363317
Activity	Non-ProfitOrganisation	+	+	0.694679
Disease	Mollusca	+	+	0.967095
Muscle	Gnetophytes	+	+	0.694679
Amphibian	BaseballPlayer	+	+	0.694679
SoftballLeague	InlineHockeyLeague	+	+	0.547097
FieldHockeyLeague	FigureSkater	+	+	0.694679
Website	Spacecraft	+	+	0.705867
MartialArtist	Protein	+	+	0.694679
Non-ProfitOrganisation	MusicFestival	+	+	0.694679
RailwayTunnel	Bridge	+	+	0.694679
BadmintonPlayer	AutoRacingLeague	+	+	0.694679
SoccerLeague	BritishRoyalty	+	+	0.694679
Disease	Village	+	+	0.969250
PrimeMinister	CricketLeague	+	+	0.694679
Currency	AnatomicalStructure	+	+	0.694679
Musical	Play	+	-	0.184796
BasketballTeam	Convention	+	+	0.694679
Journalist	Arachnid	+	+	0.720180
Saint	Monument	+	+	0.683679
Gnetophytes	Amphibian	+	+	0.694679
AutomobileEngine	Airline	+	+	0.547097
Embryology	Tunnel	+	+	0.967095
Archaea	PeriodicalLiterature	+	+	0.694679
Magazine	YearInSpaceflight	+	+	0.694679
BritishRoyalty	RailwayTunnel	+	+	0.694679
BadmintonPlayer	FilmFestival	+	+	0.694679
Fern	Stadium	+	+	0.705867
SpeedwayLeague	RugbyLeague	+	-	0.166376
SkiArea	Saint	+	+	0.694679
Ship	Park	+	+	0.948349
Astronaut	Automobile	+	+	0.676703
Locomotive	Project	+	+	0.969250
Species	BasketballTeam	+	+	0.694679
GrandPrix	Magazine	+	+	0.694679
InlineHockeyLeague	HockeyTeam	+	+	0.547097
Conifer	TelevisionShow	+	+	0.694679
Non-ProfitOrganisation	VideogamesLeague	-	+	0.694679
BodyOfWater	Athlete	+	+	0.694679
Judge	BroadcastNetwork	+	+	0.694679
Athlete	Mountain	+	+	0.720180
Bird	MountainRange	+	+	0.694679
Currency	ProgrammingLanguage	+	+	0.694679
SnookerPlayer	EthnicGroup	+	+	0.694679
HockeyTeam	Cycad	+	+	0.694679
RecordLabel	MusicFestival	+	+	0.694679
Restaurant	ResearchProject	+	+	0.547097
MountainRange	AmericanFootballTeam	+	+	0.694679
LacrosseLeague	Eukaryote	+	+	0.694679
Spacecraft	Valley	+	+	0.904220
Library	GivenName	+	+	0.694679
President	Activity	+	-	0.363317
EurovisionSongContestEntry	VideogamesLeague	+	+	0.694679
Band	Bird	+	-	0.232520
PowerStation	SnookerWorldRanking	+	+	0.694679
WomensTennisAssociationTournament	MusicalWork	+	+	0.694679
Nerve	GovernmentAgency	+	+	0.694679
PowerStation	SoftballLeague	+	+	0.694679
GivenName	WaterwayTunnel	+	+	0.694679
Magazine	SoftballLeague	+	+	0.694679
Olympics	SnookerChamp	+	+	0.694679
Cricketer	WomensTennisAssociationTournament	+	+	0.694679
School	Animal	+	-	0.363317
LacrosseLeague	SportsTeam	+	+	0.694679
Writer	BritishRoyalty	-	+	0.694679
AmericanFootballPlayer	Governor	-	+	0.694679
MotorcycleRacingLeague	EducationalInstitution	+	+	0.694679
NaturalPlace	Reptile	+	+	0.694679
TelevisionStation	Weapon	+	+	0.694679
TelevisionStation	SpeedwayLeague	+	+	0.694679
ShoppingMall	FictionalCharacter	+	+	0.694679
RugbyLeague	Park	+	+	0.694679
RadioStation	EducationalInstitution	+	+	0.547097
Newspaper	OlympicResult	+	+	0.694679
Newspaper	Work	-	-	0.019391
WorldHeritageSite	SnookerPlayer	+	+	0.694679
Award	Reptile	+	+	0.995573
Airline	ProgrammingLanguage	+	+	0.694679
President	SpaceMission	+	+	0.694679
Musical	President	+	+	0.720180
Lighthouse	LunarCrater	+	+	0.694679
Amphibian	Restaurant	+	+	0.720180
Event	Cave	+	+	0.720180
BasketballPlayer	TennisPlayer	-	+	0.547097
WrestlingEvent	Artist	+	+	0.694679
Legislature	Sport	+	+	0.986344
Mollusca	TelevisionStation	+	+	0.694679
Restaurant	GolfPlayer	+	+	0.694679
RecordLabel	ArchitecturalStructure	+	+	0.694679
SportsTeam	GovernmentAgency	+	+	0.694679
WrestlingEvent	Congressman	+	+	0.694679
Hotel	Project	+	+	0.969250
ShoppingMall	Astronaut	+	+	0.694679
Non-ProfitOrganisation	AmericanFootballLeague	-	+	0.694679
BodyOfWater	Ship	+	+	0.694679
BiologicalDatabase	Weapon	+	+	0.694679
GreenAlga	Astronaut	+	+	0.694679
City	MemberOfParliament	+	+	0.694679
Town	Protein	+	+	0.986344
Embryology	VolleyballLeague	+	+	0.694679
Sport	Company	+	+	0.720180
RecordLabel	SnookerPlayer	+	+	0.694679
ChemicalSubstance	Comedian	+	+	0.694679
Game	ComicsCreator	+	+	0.694679
EducationalInstitution	ResearchProject	+	+	0.694679
SpaceStation	Chancellor	+	+	0.694679
Protein	SpaceMission	+	+	0.694679
PowerStation	SpaceStation	+	-	0.166376
Valley	Criminal	+	+	0.986344
AutoRacingLeague	Journalist	+	+	0.694679
Sport	Fish	+	-	0.410185
PublicTransitSystem	Embryology	+	+	0.694679
WrittenWork	SportsEvent	+	+	0.694679
PokerPlayer	Chancellor	-	+	0.694679
TelevisionStation	MusicFestival	+	+	0.694679
ClubMoss	GivenName	+	+	0.694679
AcademicJournal	SpaceShuttle	+	+	0.694679
Currency	ComicsCharacter	+	+	0.694679
MilitaryPerson	Actor	-	+	0.694679
EurovisionSongContestEntry	Place	+	+	0.694679
Reptile	Book	+	+	0.948349
Village	VolleyballLeague	+	+	0.694679
Stadium	Library	+	+	0.720180
LaunchPad	Country	+	+	0.904220
Currency	Rocket	+	+	0.986344
Disease	ComicsCharacter	+	+	0.694679
Fungus	Judge	+	+	0.720180
FigureSkater	VideogamesLeague	+	+	0.694679
Mayor	RoadTunnel	+	+	0.694679
SoccerPlayer	TelevisionShow	+	+	0.694679
Fungus	Hotel	+	+	0.948349
CricketLeague	Mollusca	+	+	0.694679
Village	Conifer	+	+	0.910110
Work	FilmFestival	+	+	0.694679
Name	LacrosseLeague	+	+	0.694679
Cyclist	PowerStation	+	+	0.694679
CricketLeague	Canal	+	+	0.694679
Automobile	Musical	+	+	0.948349
Fern	MemberOfParliament	+	+	0.694679
Film	Protein	+	+	0.986344
Magazine	LegalCase	+	+	0.694679
Settlement	Aircraft	+	+	0.910110
SportsEvent	Bone	+	+	0.694679
BroadcastNetwork	Project	+	+	0.694679
InlineHockeyLeague	Database	+	+	0.694679
ProtectedArea	Gnetophytes	+	+	0.694679
TelevisionEpisode	ResearchProject	+	+	0.694679
Holiday	RailwayLine	+	+	0.694679
MusicFestival	TelevisionShow	+	+	0.694679
Gnetophytes	Bacteria	+	+	0.694679
Legislature	Planet	+	+	0.995573
Arachnid	MusicalArtist	+	+	0.694679
Currency	Book	+	+	0.941226
Colour	AustralianFootballLeague	+	+	0.694679
Song	VideogamesLeague	+	+	0.694679
Musical	Website	+	+	0.705867
Planet	NaturalPlace	-	+	0.694679
Comedian	MartialArtist	-	+	0.694679
Award	Ginkgo	+	+	0.995573
Ship	Mayor	+	+	0.986344
SnookerWorldRanking	Bone	+	+	0.694679
AustralianFootballLeague	TelevisionShow	+	+	0.694679
RoadJunction	SoccerManager	+	+	0.694679
Cricketer	Single	+	+	0.967095
MartialArtist	CricketLeague	+	+	0.694679
AmericanFootballPlayer	AustralianFootballLeague	+	+	0.547097
Project	Planet	+	+	0.943614
BaseballLeague	Comedian	+	+	0.694679
PersonFunction	GrandPrix	+	+	0.694679
AnatomicalStructure	Valley	+	+	0.694679
Settlement	GridironFootballPlayer	+	+	0.694679
Cyclist	Lymph	+	+	0.740152
PlayboyPlaymate	LegalCase	+	+	0.694679
Conifer	AutoRacingLeague	+	+	0.694679
BaseballPlayer	SpaceMission	+	+	0.694679
NationalCollegiateAthleticAssociationAthlete	AutoRacingLeague	+	+	0.694679
BasketballTeam	BaseballLeague	+	+	0.547097
Event	School	+	-	0.184796
SoccerManager	Food	+	+	0.694679
Conifer	Cleric	+	+	0.720180
Spacecraft	AdministrativeRegion	+	+	0.694679
School	Artist	+	+	0.802797
MemberOfParliament	Village	+	+	0.694679
SportsTeam	TelevisionStation	+	+	0.694679
Park	Bacteria	+	+	0.758258
Muscle	Chancellor	+	+	0.720180
LaunchPad	RadioStation	+	+	0.694679
Ginkgo	Hospital	+	+	0.986344
SpaceStation	SupremeCourtOfTheUnitedStatesCase	+	+	0.694679
VideoGame	Boxer	+	+	0.694679
AmericanFootballLeague	GaelicGamesPlayer	+	+	0.694679
FloweringPlant	LunarCrater	+	+	0.694679
RailwayTunnel	ResearchProject	+	+	0.694679
Continent	Convention	+	+	0.734390
MotorcycleRacingLeague	Reptile	+	+	0.694679
Museum	Newspaper	+	+	0.720180
MeanOfTransportation	Website	+	+	0.694679
Currency	Athlete	+	+	0.969250
HandballLeague	MeanOfTransportation	+	+	0.694679
Airline	SpaceShuttle	+	+	0.694679
PrimeMinister	Continent	+	+	0.694679
Restaurant	Gnetophytes	+	+	0.694679
FieldHockeyLeague	Road	+	+	0.694679
BasketballTeam	MusicalArtist	+	+	0.694679
RailwayLine	Congressman	+	+	0.694679
MilitaryConflict	Bridge	+	+	0.694679
PowerStation	TradeUnion	+	+	0.547097
Vein	Artery	+	-	0.184796
MusicGenre	University	+	+	0.694679
Hospital	NaturalPlace	+	+	0.694679
Stream	Person	+	+	0.720180
VideoGame	MilitaryConflict	+	+	0.694679
MusicalWork	Continent	+	+	0.694679
Artist	EurovisionSongContestEntry	+	+	0.694679
HistoricPlace	AmericanFootballLeague	+	+	0.694679
RoadTunnel	Food	+	+	0.694679
Reptile	Sport	+	+	0.720180
Album	Device	+	+	0.758258
ShoppingMall	Beverage	+	+	0.694679
Town	AmericanFootballTeam	+	+	0.694679
GolfLeague	Nerve	+	+	0.694679
Airport	Cave	+	+	0.948349
Saint	AmericanFootballLeague	+	+	0.694679
Lake	Senator	+	+	0.910110
VideoGame	ResearchProject	+	+	0.694679
Lighthouse	Artist	+	+	0.948349
Valley	ResearchProject	+	+	0.694679
HockeyTeam	Actor	+	+	0.694679
Musical	FilmFestival	+	+	0.694679
FieldHockeyLeague	Ship	+	+	0.694679
Criminal	BaseballPlayer	-	+	0.694679
PopulatedPlace	SnookerPlayer	+	+	0.694679
AdministrativeRegion	GaelicGamesPlayer	+	+	0.694679
TradeUnion	ClubMoss	+	+	0.694679
SkiArea	MixedMartialArtsEvent	+	+	0.694679
SupremeCourtOfTheUnitedStatesCase	Mountain	+	+	0.694679
GridironFootballPlayer	TelevisionShow	+	+	0.694679
TennisLeague	Database	+	+	0.694679
Lymph	Musical	+	+	0.967095
Cyclist	Boxer	-	+	0.948349
RugbyPlayer	ArchitecturalStructure	+	+	0.694679
CricketLeague	Weapon	+	+	0.694679
BaseballLeague	Embryology	+	+	0.694679
Ambassador	GolfPlayer	-	+	0.694679
RugbyPlayer	Disease	+	+	0.694679
City	GreenAlga	+	+	0.694679
Election	Reptile	+	+	0.995573
RoadTunnel	AustralianFootballLeague	+	+	0.694679
InlineHockeyLeague	SpaceShuttle	+	+	0.694679
NascarDriver	VideoGame	+	+	0.694679
PokerPlayer	GivenName	+	+	0.694679
GrandPrix	RailwayTunnel	+	+	0.694679
Game	WorldHeritageSite	+	+	0.694679
FieldHockeyLeague	Fungus	+	+	0.694679
MixedMartialArtsEvent	SoftballLeague	+	+	0.694679
Country	Philosopher	+	-	0.363317
Archaea	AutoRacingLeague	+	+	0.694679
Bacteria	Book	+	+	0.720180
Currency	Animal	+	+	0.995573
AutomobileEngine	Arachnid	+	+	0.694679
AmericanFootballPlayer	WrittenWork	+	+	0.694679
Disease	Actor	+	+	0.995573
Writer	InlineHockeyLeague	+	+	0.694679
ChristianBishop	Tunnel	+	+	0.694679
ChristianBishop	Saint	-	+	0.694679
TelevisionShow	BiologicalDatabase	+	+	0.694679
TennisLeague	NaturalPlace	+	+	0.694679
SnookerPlayer	AmericanFootballPlayer	-	+	0.547097
Fish	Philosopher	+	-	0.410185
Website	GolfLeague	+	+	0.694679
Museum	Broadcaster	+	+	0.705867
PoliticalParty	TennisLeague	+	+	0.694679
PowerStation	Mountain	+	+	0.694679
Cardinal	Person	-	-	0.047419
SoccerClub	Senator	+	+	0.694679
Animal	Brain	+	+	0.758258
SoccerPlayer	MilitaryConflict	+	+	0.694679
Airline	Beverage	+	+	0.967095
SportsLeague	ResearchProject	+	+	0.694679
Planet	Spacecraft	+	-	0.347293
Convention	WrittenWork	+	+	0.694679
Comedian	BritishRoyalty	-	+	0.694679
LaunchPad	Rocket	+	+	0.705867
Plant	Fern	-	-	0.044357
ChemicalCompound	BiologicalDatabase	+	+	0.694679
MountainRange	AcademicJournal	+	+	0.694679
Theatre	OlympicResult	+	+	0.694679
FormulaOneRacer	GreenAlga	+	+	0.694679
SpeedwayLeague	Philosopher	+	+	0.694679
SoccerManager	Arachnid	+	+	0.694679
GovernmentAgency	Food	+	+	0.694679
Muscle	City	+	+	0.986344
Album	PowerStation	+	+	0.694679
Organisation	PublicTransitSystem	+	+	0.694679
SoccerManager	Mammal	+	+	0.694679
AmericanFootballLeague	Drug	+	+	0.694679
AutoRacingLeague	Fern	+	+	0.694679
ComicsCharacter	School	+	+	0.694679
MilitaryConflict	Race	+	+	0.694679
Airline	Infrastructure	+	+	0.967095
Building	AmericanFootballPlayer	+	+	0.694679
MusicalArtist	RailwayLine	+	+	0.694679
Insect	AustralianFootballLeague	+	+	0.694679
Bacteria	Judge	+	+	0.720180
WaterwayTunnel	Bird	+	+	0.694679
Olympics	SoccerClub	+	+	0.694679
Governor	Insect	+	+	0.948349
MusicalArtist	School	+	+	0.694679
SoccerClub	Election	+	+	0.694679
Theatre	River	+	+	0.910110
SoccerLeague	Insect	+	+	0.694679
CanadianFootballTeam	PokerPlayer	+	+	0.694679
Lymph	OfficeHolder	+	+	0.904220
WrittenWork	LacrosseLeague	+	+	0.694679
Award	Criminal	+	+	0.874821
ProtectedArea	MusicGenre	+	+	0.694679
Legislature	GolfLeague	+	+	0.694679
Island	Automobile	+	+	0.941226
MilitaryUnit	RoadTunnel	+	+	0.694679
Magazine	BaseballPlayer	+	+	0.694679
AdultActor	Album	+	+	0.694679
CricketLeague	Architect	+	+	0.694679
Device	FigureSkater	+	+	0.694679
BasketballTeam	College	+	+	0.694679
RadioStation	LunarCrater	+	+	0.694679
VideogamesLeague	MusicalWork	+	+	0.694679
BritishRoyalty	ClubMoss	+	+	0.694679
MusicalArtist	ChristianBishop	-	+	0.694679
Activity	Brain	+	-	0.184796
PrimeMinister	Mayor	-	+	0.694679
Reptile	Station	+	+	0.720180
FieldHockeyLeague	Ambassador	+	+	0.694679
Monarch	MusicFestival	+	+	0.694679
Brain	Protein	+	+	0.843148
Currency	Infrastructure	+	+	0.705867
College	Bacteria	+	+	0.720180
Nerve	PublicTransitSystem	+	+	0.694679
Work	PersonFunction	+	+	0.694679
Spacecraft	MixedMartialArtsLeague	+	+	0.694679
Nerve	RadioStation	+	+	0.694679
SoccerLeague	HockeyTeam	+	+	0.694679
Insect	Architect	+	+	0.577426
Airport	SoccerLeague	+	+	0.694679
Archaea	Database	+	+	0.694679
MeanOfTransportation	Plant	+	+	0.694679
Continent	Drug	+	+	0.986344
BadmintonPlayer	RailwayTunnel	+	+	0.694679
SnookerChamp	Station	+	+	0.694679
Insect	Eukaryote	-	-	0.173108
Musical	Planet	+	+	0.720180
Rocket	SoccerManager	+	+	0.694679
BodyOfWater	Holiday	+	+	0.694679
Artery	ChemicalCompound	+	+	0.694679
AnatomicalStructure	Lake	+	+	0.694679
EthnicGroup	SportsEvent	+	+	0.694679
Currency	Valley	+	+	0.969250
Drug	SportsEvent	+	+	0.694679
Spacecraft	Fern	+	+	0.904220
MusicalArtist	Musical	+	-	0.166376
PlayboyPlaymate	Grape	+	+	0.694679
Architect	MountainRange	+	+	0.694679
AdultActor	SnookerChamp	-	+	0.694679
Book	Criminal	+	+	0.941226
Monarch	OfficeHolder	-	+	0.720180
Philosopher	Mountain	+	-	0.363317
SpeedwayTeam	CricketLeague	+	+	0.694679
Project	BasketballLeague	+	+	0.694679
PrimeMinister	TennisLeague	+	+	0.694679
Stadium	SkiArea	+	+	0.694679
SnookerWorldRanking	FictionalCharacter	+	+	0.694679
Hotel	Drug	+	+	0.986344
River	BritishRoyalty	+	+	0.694679
Database	Rocket	+	+	0.720180
Model	RoadTunnel	+	+	0.547097
GovernmentAgency	OlympicResult	+	+	0.694679
Database	RoadJunction	+	+	0.694679
Weapon	LunarCrater	+	+	0.694679
Aircraft	LunarCrater	+	+	0.694679
SoccerPlayer	Bone	+	+	0.694679
Boxer	Single	+	+	0.969250
NaturalPlace	PowerStation	+	+	0.694679
Airline	PoliticalParty	+	+	0.694679
GolfLeague	Writer	+	+	0.694679
Monument	Stream	+	+	0.910110
Place	MeanOfTransportation	+	+	0.694679
GovernmentAgency	MountainRange	+	+	0.694679
Organisation	Mountain	+	+	0.910110
Film	VideoGame	+	+	0.694679
Broadcaster	Device	+	-	0.347293
RoadTunnel	PlayboyPlaymate	+	+	0.694679
Philosopher	RecordLabel	+	+	0.694679
River	Congressman	+	+	0.910110
Reptile	GivenName	+	+	0.694679
Animal	RecordLabel	+	+	0.694679
Ambassador	Race	+	+	0.910110
Lymph	Amphibian	+	+	0.967095
Band	Theatre	+	-	0.363317
Disease	Work	+	+	0.980337
Comedian	Automobile	+	+	0.910110
Athlete	GolfPlayer	-	-	0.165610
MilitaryUnit	City	+	+	0.694679
IceHockeyLeague	PoloLeague	+	-	0.166376
ArchitecturalStructure	MountainRange	+	+	0.694679
BasketballPlayer	SportsTeam	+	+	0.694679
WaterwayTunnel	SoccerManager	+	+	0.694679
FormulaOneRacer	Fern	+	+	0.694679
Judge	AutomobileEngine	+	+	0.694679
Event	CanadianFootballTeam	+	+	0.694679
SpeedwayLeague	MusicGenre	+	+	0.694679
AnatomicalStructure	PokerPlayer	+	+	0.694679
AnatomicalStructure	Airport	+	+	0.694679
Language	NaturalPlace	+	+	0.694679
LunarCrater	PoloLeague	+	+	0.694679
GaelicGamesPlayer	OlympicResult	+	+	0.694679
CollegeCoach	AustralianFootballLeague	+	+	0.694679
ProgrammingLanguage	Animal	+	+	0.694679
Holiday	Senator	+	+	0.995573
VolleyballLeague	Award	+	+	0.694679
WineRegion	Scientist	+	+	0.694679
Chancellor	Lighthouse	+	+	0.910110
HockeyTeam	BroadcastNetwork	+	+	0.694679
AmericanFootballTeam	Tunnel	+	+	0.694679
Settlement	PlayboyPlaymate	+	+	0.694679
Cave	BadmintonPlayer	+	+	0.694679
VolleyballLeague	University	+	+	0.694679
Nerve	Disease	+	+	0.691816
WrittenWork	Nerve	+	+	0.694679
RecordLabel	Band	+	+	0.694679
Activity	SpaceMission	+	+	0.694679
Sport	SkiArea	+	+	0.694679
Single	BasketballTeam	+	+	0.694679
Gnetophytes	TelevisionShow	+	+	0.694679
Lighthouse	MountainRange	+	+	0.694679
Chancellor	MilitaryPerson	-	+	0.694679
AmericanFootballPlayer	Actor	-	+	0.694679
Archaea	Reptile	+	+	0.694679
MusicGenre	Architect	+	+	0.694679
SpaceShuttle	BaseballPlayer	+	+	0.694679
TennisPlayer	FilmFestival	+	+	0.694679
Governor	President	-	-	0.363317
MusicalWork	OlympicResult	+	+	0.694679
Bone	VolleyballLeague	+	+	0.694679
Award	Locomotive	+	+	0.995573
Building	GolfLeague	+	+	0.694679
Country	CanadianFootballLeague	+	+	0.694679
